Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),691.70,0.00,1088.92,,,,,,794.03,,843.21,858.89,906.45,227.35
Active Decode Throughput Per User (tokens/sec/user),104.61,0.00,286.11,,,,,,102.46,,120.03,121.71,125.97,8.44
Active Prefill Throughput (tokens/sec),323.15,87.74,1325.52,,,,,,268.54,,593.06,730.19,1325.52,208.49
Active Prefill Throughput Per User (tokens/sec/user),284.13,87.74,825.33,,,,,,257.36,,492.81,627.00,730.19,141.05
Active Total Throughput (tokens/sec),720.52,99.81,1636.84,,,,,,810.19,,847.69,972.99,1218.19,259.70
Credit-to-Start Latency (ms),2.19,0.59,28.59,219.29,0.60,0.64,0.65,0.83,1.02,1.67,4.47,6.65,27.22,4.02
Decode Duration (ms),31509.04,1381.46,355313.48,3150904.00,2627.10,3175.84,4030.25,5512.67,9480.58,23621.16,66954.19,112383.38,336983.24,65768.45
E2E Output Token Throughput (tokens/sec/user),102.33,73.35,132.02,10232.96,76.92,86.71,90.49,96.13,102.15,108.19,115.10,119.41,129.49,10.50
Effective Concurrency,6.86,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.35
Effective Decode Concurrency,6.76,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.34
Effective Decode Throughput (tokens/sec),690.80,0.00,1088.92,,,,,,793.99,,843.20,858.87,906.45,228.56
Effective Decode Throughput Per User (tokens/sec/user),104.47,0.00,286.11,,,,,,102.45,,120.03,121.71,125.97,9.24
Effective Latency (CO-aware) (ms),32025.93,1818.39,355778.37,3202593.15,3209.76,3836.56,4557.43,5955.37,10138.48,24042.72,67657.04,112865.94,337536.39,65765.18
Effective Prefill Concurrency,0.11,0.00,8.00,,,,,,0.00,,0.00,1.00,1.00,0.44
Effective Prefill Throughput (tokens/sec),29.66,0.00,1325.52,,,,,,0.00,,0.00,259.74,575.43,112.67
Effective Prefill Throughput Per User (tokens/sec/user),26.08,0.00,825.33,,,,,,0.00,,0.00,248.57,492.81,92.50
Effective Total Throughput (tokens/sec),720.46,0.00,1636.84,,,,,,810.19,,847.69,972.99,1218.19,259.77
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,849.95,38.00,9460.00,84995.00,72.65,86.80,109.50,151.75,251.50,629.00,1791.10,3005.90,8967.97,1778.73
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),365.73,17.38,4060.08,36572.86,32.36,38.37,48.01,65.96,108.23,271.23,768.37,1287.76,3855.79,764.27
HTTP Data Sent (KB),0.56,0.25,1.39,55.67,0.27,0.30,0.32,0.40,0.52,0.62,0.84,0.98,1.31,0.22
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),32023.68,1817.02,355776.93,3202368.12,3204.79,3835.64,4554.99,5954.09,10137.46,24041.75,67654.26,112863.74,337535.51,65765.14
HTTP Receiving (ms),31514.47,1381.46,355316.47,3151447.39,2669.05,3211.84,4064.52,5512.67,9480.59,23621.16,66954.20,112383.39,336985.71,65768.02
HTTP Sending (ms),0.13,0.11,0.24,12.53,0.11,0.11,0.11,0.12,0.12,0.13,0.15,0.16,0.20,0.02
HTTP Total Time (ms),32023.68,1817.02,355776.93,3202368.12,3204.79,3835.64,4554.99,5954.09,10137.46,24041.75,67654.26,112863.74,337535.51,65765.14
HTTP Waiting (TTFB) (ms),509.08,399.64,719.65,50908.19,408.38,433.97,436.63,446.49,481.78,559.17,602.82,716.27,719.58,79.87
Input Sequence Length (tokens),138.36,50.00,330.00,13836.00,50.99,59.00,76.30,95.00,128.00,164.00,219.90,283.75,319.11,63.56
Inter Chunk Latency (ms),37.12,21.92,113.00,3150904.00,28.50,32.33,34.68,36.81,37.35,37.81,38.38,39.69,42.31,3.25
Inter Token Latency (ms),9.31,7.15,12.24,931.25,7.16,7.73,8.12,8.63,9.31,9.96,10.54,10.79,11.66,0.98
