Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3121.77,0.00,9319.04,,,,,,3207.44,,4158.76,4513.59,8202.52,1172.47
Active Decode Throughput Per User (tokens/sec/user),36.38,0.00,349.48,,,,,,31.71,,45.63,82.90,109.37,19.33
Active Prefill Throughput (tokens/sec),1097.74,15.78,63830.12,,,,,,779.08,,1877.68,2278.10,3592.71,2522.13
Active Prefill Throughput Per User (tokens/sec/user),62.66,14.95,1539.34,,,,,,42.07,,97.31,121.68,498.67,117.91
Active Total Throughput (tokens/sec),4081.27,33.63,63830.12,,,,,,4161.86,,5291.77,5776.55,7841.99,2613.58
Credit-to-Start Latency (ms),2.67,0.50,15.16,2737.16,0.65,1.00,1.15,1.69,2.61,3.28,4.17,5.05,6.63,1.37
Decode Duration (ms),105016.87,6775.28,259260.24,107537273.65,13040.28,26110.01,40890.05,71943.41,105398.78,136296.98,166325.44,188248.71,217837.23,47679.06
E2E Output Token Throughput (tokens/sec/user),27.28,3.92,87.19,27931.37,5.01,8.40,11.10,17.16,25.63,34.52,46.95,53.14,64.67,13.83
Effective Concurrency,113.83,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,35.31
Effective Decode Concurrency,97.43,0.00,128.00,,,,,,107.00,,116.00,117.00,127.00,29.87
Effective Decode Throughput (tokens/sec),3120.16,0.00,9319.04,,,,,,3206.66,,4158.48,4513.59,8202.52,1174.32
Effective Decode Throughput Per User (tokens/sec/user),36.36,0.00,349.48,,,,,,31.70,,45.63,82.90,109.37,19.34
Effective Latency (CO-aware) (ms),122701.72,8450.49,265827.78,125646557.88,16147.51,35382.79,58436.18,90192.82,123003.23,154807.81,184814.60,203023.37,243926.75,49048.31
Effective Prefill Concurrency,16.39,0.00,128.00,,,,,,18.00,,26.00,28.00,33.00,9.63
Effective Prefill Throughput (tokens/sec),961.07,0.00,63830.12,,,,,,708.03,,1819.45,2192.07,3508.23,2387.58
Effective Prefill Throughput Per User (tokens/sec/user),54.86,0.00,1539.34,,,,,,37.96,,91.68,115.83,360.45,112.24
Effective Total Throughput (tokens/sec),4081.23,0.00,63830.12,,,,,,4161.86,,5291.77,5776.55,7841.99,2613.60
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,749.34,85.00,2319.00,767322.00,142.23,208.15,268.30,428.00,760.00,972.75,1255.70,1374.55,1706.77,377.24
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.33,0.00,25.22,335.91,0.00,0.00,0.00,0.00,0.00,0.00,0.30,1.63,4.92,1.90
HTTP Connection Overhead (ms),0.38,0.00,28.90,391.50,0.00,0.00,0.00,0.00,0.00,0.00,0.30,1.63,8.65,2.12
HTTP Connection Reused (ratio),0.89,0.00,1.00,912.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.31
HTTP Data Received (KB),325.60,37.38,997.62,333414.66,61.83,89.63,115.66,184.58,329.00,421.63,551.94,600.23,740.79,165.05
HTTP Data Sent (KB),4.52,3.85,4.98,4632.06,4.06,4.25,4.32,4.43,4.52,4.63,4.73,4.80,4.91,0.17
HTTP DNS Lookup (ms),0.05,0.00,3.86,55.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.41,0.43
HTTP Duration (excl. conn) (ms),122698.97,8448.41,265825.94,125643744.49,16146.32,35381.15,58435.32,90190.42,123001.21,154805.13,184810.93,203020.47,243923.01,49048.15
HTTP Receiving (ms),105027.57,6861.19,259260.25,107548231.62,13040.28,26110.01,40890.06,71943.46,105441.53,136296.98,166351.76,188261.59,217837.45,47679.02
HTTP Sending (ms),0.49,0.06,25.41,501.71,0.12,0.12,0.12,0.13,0.15,0.18,0.58,1.79,5.15,1.91
HTTP Total Time (ms),122699.35,8448.41,265825.94,125644135.99,16147.66,35387.93,58435.79,90190.42,123001.21,154805.13,184810.93,203020.47,243923.01,49047.77
