Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2738.51,0.00,6089.65,,,,,,2940.47,,4981.71,5252.60,5462.81,1647.47
Active Decode Throughput Per User (tokens/sec/user),80.22,0.00,315.41,,,,,,77.65,,90.34,101.94,106.15,10.69
Active Prefill Throughput (tokens/sec),3735.33,62.51,11713.18,,,,,,3149.97,,7248.28,9844.34,11713.18,2606.23
Active Prefill Throughput Per User (tokens/sec/user),2037.92,62.51,3787.31,,,,,,2268.95,,3195.45,3303.40,3787.31,1014.42
Active Total Throughput (tokens/sec),4172.57,74.60,15452.47,,,,,,3973.15,,8292.69,10125.32,14178.57,3310.22
Credit-to-Start Latency (ms),1.65,0.37,4.39,263.21,0.44,0.60,0.73,0.91,1.25,2.37,2.84,3.28,4.00,0.91
Decode Duration (ms),22033.40,1927.90,59645.63,3525343.39,2056.87,3249.86,5332.80,9195.48,21217.46,32900.35,40867.35,48839.23,55106.05,14189.16
E2E Output Token Throughput (tokens/sec/user),78.56,37.16,149.81,12569.18,40.96,51.16,54.65,61.60,76.08,94.21,108.01,113.48,131.15,21.57
Effective Concurrency,36.85,0.00,64.00,,,,,,42.00,,64.00,64.00,64.00,22.32
Effective Decode Concurrency,35.71,0.00,64.00,,,,,,41.00,,63.00,64.00,64.00,21.81
Effective Decode Throughput (tokens/sec),2728.71,0.00,6089.65,,,,,,2933.36,,4978.96,5252.60,5462.81,1652.63
Effective Decode Throughput Per User (tokens/sec/user),79.93,0.00,315.41,,,,,,77.58,,90.34,101.94,106.15,11.70
Effective Latency (CO-aware) (ms),22748.18,2430.66,60373.33,3639708.25,2742.12,3980.34,5903.72,10000.91,22184.11,33505.25,41692.37,49564.80,55905.62,14229.85
Effective Prefill Concurrency,1.14,0.00,64.00,,,,,,0.00,,2.00,3.00,5.00,5.16
Effective Prefill Throughput (tokens/sec),1443.53,0.00,11713.18,,,,,,0.00,,4655.83,6512.92,10682.09,2435.82
Effective Prefill Throughput Per User (tokens/sec/user),787.56,0.00,3787.31,,,,,,0.00,,2918.76,3149.97,3787.31,1175.76
Effective Total Throughput (tokens/sec),4172.24,0.00,15452.47,,,,,,3973.15,,8292.69,10125.32,14178.57,3310.30
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,490.22,43.00,1385.00,78435.00,45.36,72.85,117.70,201.75,469.50,725.25,923.00,1084.25,1275.60,320.12
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.63,0.00,4.99,100.88,0.00,0.00,0.00,0.00,0.00,0.48,2.59,4.09,4.36,1.28
HTTP Connection Overhead (ms),0.95,0.00,8.71,151.34,0.00,0.00,0.00,0.00,0.00,0.48,2.86,7.19,7.68,2.18
HTTP Connection Reused (ratio),0.70,0.00,1.00,112.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.46
HTTP Data Received (KB),210.70,19.67,592.15,33711.36,20.61,32.77,50.53,87.64,201.76,309.50,392.90,464.55,544.06,136.70
HTTP Data Sent (KB),3.72,0.19,19.19,595.32,0.22,0.24,0.26,0.34,1.40,6.02,10.39,12.87,17.24,4.47
HTTP DNS Lookup (ms),0.32,0.00,3.71,50.46,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3.11,3.34,0.95
HTTP Duration (excl. conn) (ms),22746.46,2430.12,60370.46,3639432.94,2741.02,3978.35,5902.77,9999.73,22182.24,33504.01,41689.40,49563.44,55903.12,14229.67
HTTP Receiving (ms),22041.88,1927.90,59691.05,3526700.12,2056.90,3295.12,5339.73,9195.48,21240.42,32945.75,40867.40,48839.24,55106.05,14188.73
HTTP Sending (ms),0.81,0.11,5.26,130.06,0.11,0.12,0.13,0.14,0.17,0.62,2.91,4.32,4.59,1.31
HTTP Total Time (ms),22747.40,2430.12,60371.47,3639584.28,2743.85,3978.48,5902.77,10001.55,22182.24,33504.48,41689.40,49563.44,55903.32,14229.19
HTTP Waiting (TTFB) (ms),703.77,344.84,1343.32,112602.76,392.35,450.59,488.37,589.44,676.17,814.00,944.56,1139.70,1276.82,196.04
Input Sequence Length (tokens),891.13,24.00,4391.00,142581.00,25.18,30.95,34.00,50.00,307.00,1439.75,2364.50,3486.50,4157.74,1113.22
Inter Chunk Latency (ms),45.06,23.44,95.85,3525343.39,34.42,41.39,42.30,44.68,45.32,45.93,47.09,47.74,49.75,2.82
Inter Token Latency (ms),13.07,6.47,26.00,2091.66,6.91,7.90,8.28,9.68,12.61,15.79,17.71,18.76,23.54,3.92
Output Sequence Length (tokens),1685.51,210.00,4096.00,269682.00,224.95,325.65,468.30,855.50,1455.00,2271.75,3421.00,4096.00,4096.00,1069.71
Output Token Count (tokens),514.12,1.00,2078.00,78146.00,11.02,24.10,39.80,156.00,350.00,894.75,1140.40,1240.15,1809.36,446.26
Output Token Throughput Per User (tokens/sec/user),83.53,38.45,154.67,13365.45,42.48,53.31,56.45,63.34,79.28,103.35,120.81,126.66,144.65,24.89
Prefill Throughput Per User (tokens/sec/user),1096.70,27.70,3787.31,175472.51,37.54,43.92,49.76,80.09,536.98,2165.67,2752.81,3163.45,3390.37,1122.55
Reasoning Token Count (tokens),1197.10,31.00,4096.00,191536.00,100.77,209.40,302.80,612.00,913.50,1351.75,2888.60,4095.05,4096.00,994.11
Request Latency (ms),22738.06,2430.19,60325.13,3638089.39,2741.13,3933.16,5902.84,9999.81,22159.35,33492.00,41689.43,49563.51,55903.19,14230.09
Time to First Output Token (ms),13955.08,1002.48,47492.01,2107216.74,1611.27,2909.32,3977.65,6471.15,12204.08,19265.41,23192.35,32273.25,39077.71,8998.59
Time to First Token (ms),704.66,345.21,1343.51,112746.00,392.56,450.80,488.59,589.64,677.43,814.22,944.75,1139.91,1277.06,196.06
Time to Second Token (ms),45.29,25.61,48.94,7245.82,35.18,42.15,43.56,44.28,45.63,46.91,47.37,47.64,48.36,2.67
Tokens In Flight (tokens),78070.15,0.00,138489.63,,,,,,80246.75,,126324.43,130354.08,135454.84,39826.29
Usage Completion Tokens (tokens),1685.51,210.00,4096.00,269682.00,224.95,325.65,468.30,855.50,1455.00,2271.75,3421.00,4096.00,4096.00,1069.71
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),891.13,24.00,4391.00,142581.00,25.18,30.95,34.00,50.00,307.00,1439.75,2364.50,3486.50,4157.74,1113.22
Usage Reasoning Tokens (tokens),1197.10,31.00,4096.00,191536.00,100.77,209.40,302.80,612.00,913.50,1351.75,2888.60,4095.05,4096.00,994.11
Usage Total Tokens (tokens),2576.64,245.00,8239.00,412263.00,272.93,523.90,720.40,1190.75,2120.00,3712.75,5086.40,6242.00,7619.06,1746.56

Metric,Value
Benchmark Duration (sec),98.76
Input Token Throughput (tokens/sec),1443.53
Output Token Throughput (tokens/sec),2730.33
Overall Usage Prompt Cache Read % (%),0.00
Request Count,160.00
Request Throughput (requests/sec),1.62
Total Input Sequence Length (tokens),142581.00
Total Output Sequence Length (tokens),269682.00
Total Output Tokens (tokens),78146.00
Total Reasoning Tokens (tokens),191536.00
Total Token Throughput (tokens/sec),4173.86
Total Usage Completion Tokens (tokens),269682.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),142581.00
Total Usage Reasoning Tokens (tokens),191536.00
Total Usage Total Tokens (tokens),412263.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
