Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2487.93,0.00,3620.74,,,,,,2790.01,,2999.15,3065.66,3191.33,756.81
Active Decode Throughput Per User (tokens/sec/user),92.75,0.00,241.67,,,,,,91.67,,98.46,104.27,118.55,6.01
Active Prefill Throughput (tokens/sec),491.06,84.30,6052.30,,,,,,386.25,,801.80,1079.48,1765.96,558.77
Active Prefill Throughput Per User (tokens/sec/user),294.45,69.57,839.82,,,,,,261.48,,461.80,541.80,753.85,130.58
Active Total Throughput (tokens/sec),2707.54,84.30,6052.30,,,,,,2986.14,,3375.16,3573.34,4078.94,903.41
Credit-to-Start Latency (ms),1.67,0.60,18.05,428.26,0.64,0.74,0.76,0.90,1.10,1.70,3.59,4.17,5.82,1.67
Decode Duration (ms),16759.65,2113.15,57500.61,4290471.14,2580.39,3075.94,3824.01,5567.29,9132.53,23385.66,47384.58,50955.34,55501.53,16122.90
E2E Output Token Throughput (tokens/sec/user),92.58,65.87,140.96,23699.98,70.78,77.28,80.06,85.69,91.74,99.31,105.47,109.77,115.29,10.16
Effective Concurrency,27.88,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,8.56
Effective Decode Concurrency,27.05,0.00,32.00,,,,,,31.00,,32.00,32.00,32.00,8.43
Effective Decode Throughput (tokens/sec),2481.94,0.00,3620.74,,,,,,2789.50,,2998.70,3065.66,3191.33,765.67
Effective Decode Throughput Per User (tokens/sec/user),92.53,0.00,241.67,,,,,,91.66,,98.46,104.23,118.54,7.53
Effective Latency (CO-aware) (ms),17280.52,2597.11,57876.89,4423813.95,3180.50,3597.64,4388.05,6062.79,9657.01,23850.89,47883.12,51557.50,55977.31,16109.89
Effective Prefill Concurrency,0.83,0.00,32.00,,,,,,0.00,,2.00,3.00,4.00,2.15
Effective Prefill Throughput (tokens/sec),225.49,0.00,6052.30,,,,,,0.00,,604.86,790.24,1465.99,450.84
Effective Prefill Throughput Per User (tokens/sec/user),135.21,0.00,839.82,,,,,,0.00,,391.26,455.69,650.81,171.35
Effective Total Throughput (tokens/sec),2707.43,0.00,6052.30,,,,,,2986.14,,3375.16,3573.34,4078.94,903.56
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,382.36,50.00,1308.00,97884.00,60.00,70.00,88.00,127.75,207.00,532.00,1093.50,1156.00,1260.95,367.61
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.25,0.00,4.24,62.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,4.18,0.95
HTTP Connection Overhead (ms),0.46,0.00,8.03,117.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.97,7.82,1.79
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),164.95,22.68,559.17,42226.59,26.83,31.48,38.97,56.14,89.82,230.22,468.05,496.32,540.78,157.28
HTTP Data Sent (KB),0.60,0.28,1.52,153.92,0.30,0.33,0.38,0.44,0.56,0.70,0.92,1.01,1.34,0.22
HTTP DNS Lookup (ms),0.21,0.00,3.79,54.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.22,3.66,0.83
HTTP Duration (excl. conn) (ms),17278.78,2596.00,57875.66,4423367.56,3178.74,3596.51,4386.89,6059.49,9655.81,23847.95,47882.21,51552.95,55973.88,16109.66
HTTP Receiving (ms),16764.64,2157.32,57500.62,4291747.83,2580.41,3075.95,3868.17,5567.31,9132.53,23385.67,47384.60,50955.35,55524.31,16121.16
HTTP Sending (ms),0.40,0.11,4.60,103.52,0.11,0.11,0.12,0.13,0.14,0.16,0.22,4.11,4.53,1.00
HTTP Total Time (ms),17279.24,2596.00,57875.66,4423485.05,3178.74,3598.36,4390.40,6059.49,9655.81,23847.95,47882.21,51552.95,55973.88,16109.40
HTTP Waiting (TTFB) (ms),513.74,374.73,908.77,131516.21,388.07,393.58,422.35,438.85,518.55,563.86,632.99,658.14,716.36,86.91
Input Sequence Length (tokens),139.77,50.00,403.00,35782.00,51.00,60.00,77.50,97.00,128.00,164.00,237.00,278.00,319.00,62.79
Inter Chunk Latency (ms),43.96,24.62,93.48,4290471.14,37.86,40.67,41.98,43.49,44.08,44.56,44.91,46.07,48.78,2.95
Inter Token Latency (ms),10.28,6.96,14.04,2632.11,7.96,8.52,8.69,9.43,10.16,11.08,12.04,12.48,13.55,1.26
Output Sequence Length (tokens),1539.45,206.00,4096.00,394099.00,255.55,325.75,385.00,554.50,939.50,2061.00,4096.00,4096.00,4096.00,1341.01
