Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),792.76,0.00,2429.05,,,,,,780.99,,892.10,931.04,1888.51,203.86
Active Decode Throughput Per User (tokens/sec/user),30.05,0.00,315.70,,,,,,28.37,,33.29,35.49,80.18,11.84
Active Prefill Throughput (tokens/sec),7128.19,66.47,67875.46,,,,,,7006.13,,7383.47,8489.66,14369.78,3780.09
Active Prefill Throughput Per User (tokens/sec/user),74.06,64.41,1284.10,,,,,,70.13,,72.98,83.34,145.15,28.07
Active Total Throughput (tokens/sec),7757.30,37.32,67875.46,,,,,,7801.82,,8193.83,9236.97,15477.34,3877.78
Credit-to-Start Latency (ms),1.52,0.61,18.94,1560.07,0.76,0.94,1.04,1.22,1.36,1.50,1.94,2.65,3.85,1.14
Decode Duration (ms),32017.18,1773.98,74075.82,32785593.98,8231.59,16954.45,19854.39,24458.25,30903.88,38962.18,46517.97,49509.75,57833.08,10535.58
E2E Output Token Throughput (tokens/sec/user),7.37,0.37,51.09,7547.85,1.90,3.18,4.33,5.99,6.66,7.34,8.61,12.58,37.36,5.08
Effective Concurrency,120.29,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,24.64
Effective Decode Concurrency,27.19,0.00,32.00,,,,,,28.00,,30.00,30.00,31.00,3.75
Effective Decode Throughput (tokens/sec),791.13,0.00,2429.05,,,,,,780.78,,892.00,930.70,1888.42,206.78
Effective Decode Throughput Per User (tokens/sec/user),29.99,0.00,315.70,,,,,,28.36,,33.28,35.48,79.95,11.90
Effective Latency (CO-aware) (ms),141670.59,18157.80,214842.53,145070684.65,25627.75,73652.85,113481.06,133519.82,146927.85,159056.53,168908.74,174471.76,189669.46,29689.49
Effective Prefill Concurrency,93.10,0.00,128.00,,,,,,100.00,,102.00,103.00,105.00,22.75
Effective Prefill Throughput (tokens/sec),6966.15,0.00,67875.46,,,,,,6999.14,,7378.87,8417.77,14369.78,3884.98
Effective Prefill Throughput Per User (tokens/sec/user),72.38,0.00,1284.10,,,,,,70.01,,72.93,83.23,145.15,29.87
Effective Total Throughput (tokens/sec),7757.28,0.00,67875.46,,,,,,7801.82,,8193.83,9236.97,15477.34,3877.80
