Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),12936.21,0.00,17113.32,,,,,,14287.70,,14814.15,15117.50,15653.43,3086.59
Active Decode Throughput Per User (tokens/sec/user),55.57,0.00,275.15,,,,,,56.45,,60.55,68.50,98.43,9.99
Active Prefill Throughput (tokens/sec),239.51,0.70,6594.65,,,,,,230.34,,256.47,266.60,468.57,296.53
Active Prefill Throughput Per User (tokens/sec/user),0.96,0.67,27.72,,,,,,0.91,,1.01,1.03,1.82,0.58
Active Total Throughput (tokens/sec),13141.92,27.72,15751.56,,,,,,14065.39,,14712.00,14922.99,15562.32,3032.58
Credit-to-Start Latency (ms),2.04,0.36,25.08,8365.28,0.44,0.67,0.84,1.07,1.42,2.41,3.75,4.15,12.29,2.06
Decode Duration (ms),31122.44,3281.88,118376.05,127477514.28,4486.69,6445.11,7841.72,11015.28,18341.41,48336.15,76475.40,80312.84,97119.35,26388.38
E2E Output Token Throughput (tokens/sec/user),25.94,5.14,72.03,106238.88,7.74,10.11,11.97,15.88,23.13,35.47,41.34,51.75,58.42,12.47
Effective Concurrency,457.62,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,135.53
Effective Decode Concurrency,240.44,0.00,326.00,,,,,,255.00,,271.00,278.00,316.00,58.63
Effective Decode Throughput (tokens/sec),12925.22,0.00,17113.32,,,,,,14287.43,,14814.13,15117.50,15653.43,3108.22
Effective Decode Throughput Per User (tokens/sec/user),55.53,0.00,275.15,,,,,,56.45,,60.54,68.50,98.38,10.12
Effective Latency (CO-aware) (ms),59267.31,4536.26,155546.80,242758902.99,10764.96,23650.08,32692.25,40030.80,49600.85,77511.19,105792.31,112286.05,127436.72,28294.62
Effective Prefill Concurrency,217.19,0.00,512.00,,,,,,256.00,,259.00,259.00,264.00,85.97
Effective Prefill Throughput (tokens/sec),216.50,0.00,6594.65,,,,,,228.78,,252.40,265.41,461.79,290.63
Effective Prefill Throughput Per User (tokens/sec/user),0.87,0.00,27.72,,,,,,0.90,,1.00,1.03,1.80,0.62
Effective Total Throughput (tokens/sec),13141.72,0.00,15751.56,,,,,,14065.39,,14712.00,14922.99,15562.32,3032.98
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,415.44,43.00,1656.00,1701637.00,64.00,90.00,108.00,152.00,248.00,633.25,1036.00,1076.25,1131.05,347.26
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.27,0.00,27.52,1105.95,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.99,5.49,1.66
HTTP Connection Overhead (ms),0.29,0.00,33.40,1191.07,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.99,5.49,1.80
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
HTTP Data Received (KB),179.22,19.67,694.69,734065.30,28.62,39.87,47.61,66.52,107.49,272.87,445.00,463.60,486.59,148.88
HTTP Data Sent (KB),0.23,0.19,0.34,958.44,0.20,0.21,0.21,0.22,0.23,0.24,0.26,0.28,0.30,0.02
HTTP DNS Lookup (ms),0.02,0.00,6.05,85.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33
HTTP Duration (excl. conn) (ms),59265.20,4533.37,155545.64,242750272.69,10763.08,23648.41,32689.87,40029.20,49599.46,77510.01,105789.46,112284.03,127435.38,28294.60
HTTP Receiving (ms),31138.16,3281.88,118376.05,127541899.24,4514.63,6506.76,7852.52,11037.46,18374.35,48396.12,76475.41,80312.85,97119.40,26382.52
HTTP Sending (ms),0.41,0.06,27.72,1671.39,0.10,0.11,0.12,0.12,0.14,0.15,0.39,1.11,5.63,1.66
HTTP Total Time (ms),59265.49,4535.08,155545.64,242751463.77,10764.14,23648.41,32689.87,40029.20,49599.46,77510.01,105789.46,112284.03,127435.38,28294.44
HTTP Waiting (TTFB) (ms),28126.64,442.23,54336.21,115206702.06,1025.36,1252.34,16170.35,26022.00,29630.41,33234.93,37417.85,39787.05,44617.32,9315.86
Input Sequence Length (tokens),28.04,20.00,59.00,114847.00,20.95,23.00,24.00,25.00,27.00,30.00,33.00,36.00,46.00,4.64
Inter Chunk Latency (ms),75.14,25.19,36219.66,127477514.28,57.68,66.89,68.43,70.28,71.33,73.33,81.94,82.63,85.86,231.80
Inter Token Latency (ms),18.27,11.33,98.11,74833.39,14.59,15.45,15.81,16.61,17.67,18.82,19.99,20.96,39.30,4.54
Output Sequence Length (tokens),1674.90,186.00,4096.00,6860404.00,277.00,392.00,463.50,651.00,1020.00,2519.00,4096.00,4096.00,4096.00,1355.25
Output Token Count (tokens),332.73,1.00,1193.00,1127298.00,80.00,126.35,158.00,216.75,306.00,420.00,544.30,628.00,799.00,157.48
Output Token Throughput Per User (tokens/sec/user),56.16,10.19,88.29,230036.71,25.45,47.71,50.03,53.13,56.59,60.20,63.27,64.73,68.55,6.77
Prefill Throughput Per User (tokens/sec/user),2.44,0.45,61.02,9988.22,0.56,0.65,0.70,0.80,0.94,1.12,1.81,19.16,29.90,5.97
Reasoning Token Count (tokens),1399.68,81.00,4096.00,5733106.00,126.95,180.00,233.00,353.00,644.00,2107.00,4096.00,4096.00,4096.00,1436.63
Request Latency (ms),59249.55,4533.40,155545.71,242686169.57,10763.16,23636.96,32621.65,40006.51,49577.66,77507.61,105789.36,112284.09,127435.44,28299.89
Time to First Output Token (ms),43909.01,3051.54,133810.72,148324628.48,5935.18,16687.79,26772.76,34027.99,40246.05,50224.36,69838.76,82045.05,102573.92,18506.03
Time to First Token (ms),28127.11,442.49,54336.43,115208655.28,1026.51,1253.54,16172.65,26022.18,29630.63,33235.14,37418.05,39787.25,44617.54,9315.41
Time to Second Token (ms),79.93,27.37,221.33,327404.16,65.42,67.51,68.70,70.15,71.18,74.01,82.39,206.85,218.80,31.91
Tokens In Flight (tokens),346022.31,0.00,472597.27,,,,,,370481.42,,397545.84,410923.25,456513.38,83028.87
Usage Completion Tokens (tokens),1674.90,186.00,4096.00,6860404.00,277.00,392.00,463.50,651.00,1020.00,2519.00,4096.00,4096.00,4096.00,1355.25
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),28.04,20.00,59.00,114847.00,20.95,23.00,24.00,25.00,27.00,30.00,33.00,36.00,46.00,4.64
Usage Reasoning Tokens (tokens),1399.68,81.00,4096.00,5733106.00,126.95,180.00,233.00,353.00,644.00,2107.00,4096.00,4096.00,4096.00,1436.63
Usage Total Tokens (tokens),1702.94,211.00,4147.00,6975251.00,303.80,417.00,488.00,676.75,1048.00,2547.00,4125.00,4127.00,4137.00,1356.43

Metric,Value
Benchmark Duration (sec),530.45
Input Token Throughput (tokens/sec),216.50
Output Token Throughput (tokens/sec),12932.94
Overall Usage Prompt Cache Read % (%),0.00
Request Count,4096.00
Request Throughput (requests/sec),7.72
Total Input Sequence Length (tokens),114847.00
Total Output Sequence Length (tokens),6860404.00
Total Output Tokens (tokens),1127298.00
Total Reasoning Tokens (tokens),5733106.00
Total Token Throughput (tokens/sec),13149.45
Total Usage Completion Tokens (tokens),6860404.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),114847.00
Total Usage Reasoning Tokens (tokens),5733106.00
Total Usage Total Tokens (tokens),6975251.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
