Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2734.25,0.00,14931.47,,,,,,2563.12,,5604.09,6284.50,6707.41,1875.96
Active Decode Throughput Per User (tokens/sec/user),82.48,0.00,317.69,,,,,,78.32,,99.85,113.86,139.39,14.65
Active Prefill Throughput (tokens/sec),3499.96,135.77,8676.03,,,,,,3037.78,,6310.87,6936.66,8500.92,1750.11
Active Prefill Throughput Per User (tokens/sec/user),2146.43,72.58,3409.69,,,,,,2272.37,,3120.81,3369.84,3409.69,786.29
Active Total Throughput (tokens/sec),4136.19,101.22,12988.07,,,,,,3592.30,,8694.51,9894.52,10921.92,3239.81
Credit-to-Start Latency (ms),2.21,0.38,15.95,353.54,0.42,0.49,0.60,0.94,1.90,2.93,3.68,5.43,9.02,1.91
Decode Duration (ms),21481.37,1869.43,57545.08,3437019.53,2154.26,3250.05,4921.45,9159.52,20638.35,31513.36,40612.77,46297.13,53107.14,13894.16
E2E Output Token Throughput (tokens/sec/user),78.59,38.18,124.65,12573.60,41.12,54.47,56.44,61.86,75.39,94.57,105.94,110.14,119.03,19.12
Effective Concurrency,36.66,0.00,80.00,,,,,,36.00,,75.00,80.00,80.00,25.29
Effective Decode Concurrency,35.43,0.00,80.00,,,,,,35.00,,73.00,77.00,80.00,24.60
Effective Decode Throughput (tokens/sec),2725.30,0.00,14931.47,,,,,,2561.07,,5604.09,6284.50,6707.41,1879.38
Effective Decode Throughput Per User (tokens/sec/user),82.21,0.00,317.69,,,,,,78.22,,99.81,113.86,139.39,15.36
Effective Latency (CO-aware) (ms),22235.82,2486.61,58221.84,3557731.55,2840.24,3862.86,5590.10,9826.99,21617.83,32415.67,41782.69,46879.27,53917.63,13939.84
Effective Prefill Concurrency,1.23,0.00,80.00,,,,,,0.00,,2.00,3.00,4.00,6.56
Effective Prefill Throughput (tokens/sec),1410.61,0.00,8676.03,,,,,,0.00,,4495.54,5920.70,8190.20,2044.92
Effective Prefill Throughput Per User (tokens/sec/user),865.09,0.00,3409.69,,,,,,0.00,,2717.32,3037.78,3409.69,1165.18
Effective Total Throughput (tokens/sec),4135.91,0.00,12988.07,,,,,,3592.30,,8694.51,9894.52,10921.92,3239.88
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,439.36,38.00,1264.00,70298.00,43.54,64.85,97.60,180.25,406.00,640.00,834.50,1007.90,1168.25,296.70
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.77,0.00,4.62,123.26,0.00,0.00,0.00,0.00,0.00,1.25,2.19,4.30,4.56,1.33
HTTP Connection Overhead (ms),1.09,0.00,8.17,175.00,0.00,0.00,0.00,0.00,0.00,1.25,2.48,7.62,8.07,2.24
HTTP Connection Reused (ratio),0.60,0.00,1.00,96.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),189.56,17.62,541.74,30328.83,19.80,28.98,42.24,78.29,175.41,275.28,358.14,432.62,499.35,127.01
HTTP Data Sent (KB),3.59,0.19,18.17,574.05,0.22,0.24,0.26,0.34,1.43,5.89,9.79,11.52,16.07,4.21
HTTP DNS Lookup (ms),0.32,0.00,3.62,51.74,0.00,0.00,0.00,0.00,0.00,0.00,0.28,3.22,3.49,0.97
HTTP Duration (excl. conn) (ms),22233.52,2486.13,58220.78,3557363.87,2838.84,3862.23,5587.36,9825.19,21614.63,32414.26,41781.46,46876.12,53916.63,13939.79
HTTP Receiving (ms),21485.74,1869.43,57545.09,3437717.64,2154.26,3250.05,4921.47,9180.24,20638.37,31513.36,40612.78,46297.47,53134.76,13892.89
HTTP Sending (ms),0.97,0.12,4.85,155.90,0.14,0.15,0.15,0.17,0.25,1.39,2.43,4.54,4.80,1.34
HTTP Total Time (ms),22234.62,2486.13,58220.78,3557538.87,2846.16,3862.32,5588.17,9826.47,21615.44,32414.57,41781.88,46876.21,53916.92,13939.28
HTTP Waiting (TTFB) (ms),746.81,310.01,1379.60,119490.34,409.67,512.31,561.76,623.82,726.69,879.49,934.84,1057.35,1321.86,175.61
