Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),480.75,0.00,831.99,,,,,,509.41,,559.91,573.38,612.92,103.06
Active Decode Throughput Per User (tokens/sec/user),132.32,0.00,305.08,,,,,,131.08,,144.31,147.46,158.18,10.17
Active Prefill Throughput (tokens/sec),326.93,88.55,1083.69,,,,,,284.34,,667.82,709.02,931.80,187.26
Active Prefill Throughput Per User (tokens/sec/user),293.78,88.55,775.85,,,,,,269.05,,512.60,686.88,730.97,149.75
Active Total Throughput (tokens/sec),523.69,136.87,1337.85,,,,,,518.95,,607.28,707.52,1071.08,134.43
Credit-to-Start Latency (ms),1.42,0.61,4.03,142.15,0.62,0.67,0.72,0.81,1.08,1.42,3.19,3.40,3.90,0.90
Decode Duration (ms),11487.09,1430.80,38675.98,1148708.80,1504.27,2325.74,2825.18,3595.40,7465.62,11749.34,32652.29,34568.62,37486.19,10927.74
E2E Output Token Throughput (tokens/sec/user),128.62,104.13,159.24,12862.20,104.32,108.25,110.31,119.21,129.39,136.97,145.58,146.79,152.45,12.47
Effective Concurrency,3.80,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.72
Effective Decode Concurrency,3.65,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.80
Effective Decode Throughput (tokens/sec),479.76,0.00,831.99,,,,,,509.33,,559.88,573.36,612.92,105.25
Effective Decode Throughput Per User (tokens/sec/user),132.04,0.00,305.08,,,,,,131.04,,144.30,147.44,158.14,11.81
Effective Latency (CO-aware) (ms),11970.08,1940.48,39098.42,1197008.23,1974.00,2751.42,3305.95,4099.92,7996.41,12162.15,33132.47,35045.83,37885.61,10913.96
Effective Prefill Concurrency,0.15,0.00,4.00,,,,,,0.00,,1.00,1.00,2.00,0.42
Effective Prefill Throughput (tokens/sec),43.93,0.00,1083.69,,,,,,0.00,,194.38,327.09,686.88,130.93
Effective Prefill Throughput Per User (tokens/sec/user),39.47,0.00,775.85,,,,,,0.00,,191.66,304.14,545.33,114.24
Effective Total Throughput (tokens/sec),523.68,0.00,1337.85,,,,,,518.95,,607.28,707.52,1071.08,134.45
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,341.11,45.00,1133.00,34111.00,45.00,69.00,83.70,107.50,221.00,345.75,973.20,1033.65,1092.41,322.61
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),147.68,20.51,487.73,14768.42,20.62,30.90,37.06,47.41,95.72,149.51,417.85,446.92,470.72,138.45
HTTP Data Sent (KB),0.59,0.28,1.43,58.99,0.30,0.33,0.35,0.43,0.55,0.66,0.87,1.01,1.34,0.22
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),11968.60,1939.43,39096.48,1196859.81,1973.04,2749.86,3304.67,4096.77,7995.42,12160.96,33131.49,35044.55,37884.81,10914.00
HTTP Receiving (ms),11490.98,1430.81,38675.99,1149097.64,1504.27,2325.75,2828.63,3595.41,7465.63,11749.34,32652.45,34568.62,37486.42,10926.99
HTTP Sending (ms),0.14,0.11,0.18,13.84,0.11,0.11,0.12,0.13,0.14,0.15,0.15,0.16,0.17,0.01
HTTP Total Time (ms),11968.60,1939.43,39096.48,1196859.81,1973.04,2749.86,3304.67,4096.77,7995.42,12160.96,33131.49,35044.55,37884.81,10914.00
HTTP Waiting (TTFB) (ms),477.48,381.98,828.14,47748.33,383.56,392.76,399.33,415.05,461.45,524.59,578.84,597.41,648.42,76.30
Input Sequence Length (tokens),138.36,50.00,330.00,13836.00,50.99,59.00,76.30,95.00,128.00,164.00,219.90,283.75,319.11,63.56
Inter Chunk Latency (ms),33.79,22.07,375.85,1148708.80,28.26,30.46,31.87,33.08,33.76,34.53,35.19,35.97,38.65,4.42
Inter Token Latency (ms),7.23,5.79,9.44,723.47,5.80,6.09,6.28,6.70,7.17,7.72,8.33,8.56,9.15,0.78
