Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),879.36,0.00,1382.44,,,,,,943.17,,1022.04,1039.05,1097.64,203.82
Active Decode Throughput Per User (tokens/sec/user),120.59,0.00,445.73,,,,,,121.55,,131.37,137.05,210.74,23.45
Active Prefill Throughput (tokens/sec),1493.73,829.43,7914.32,,,,,,1323.53,,2223.41,2508.25,6374.97,839.04
Active Prefill Throughput Per User (tokens/sec/user),1264.03,829.43,1489.85,,,,,,1284.35,,1410.91,1423.76,1454.76,133.74
Active Total Throughput (tokens/sec),1120.87,170.54,7914.32,,,,,,954.84,,2100.02,2214.74,3194.96,616.60
Credit-to-Start Latency (ms),2.74,0.62,8.01,273.95,0.65,0.74,0.96,1.52,2.60,3.43,5.01,5.20,7.52,1.53
Decode Duration (ms),31585.25,2979.96,97046.25,3158524.88,3065.37,8368.79,11728.90,16523.78,30950.05,38967.51,59515.63,61051.69,65602.61,17814.42
E2E Output Token Throughput (tokens/sec/user),106.71,66.05,167.94,10671.38,66.60,76.45,80.46,86.36,110.89,121.88,134.13,138.59,145.05,21.03
Effective Concurrency,7.60,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.39
Effective Decode Concurrency,7.41,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.44
Effective Decode Throughput (tokens/sec),877.96,0.00,1382.44,,,,,,943.01,,1022.00,1039.05,1097.64,206.66
Effective Decode Throughput Per User (tokens/sec/user),120.40,0.00,445.73,,,,,,121.53,,131.34,137.05,210.74,23.93
Effective Latency (CO-aware) (ms),32435.07,3835.10,97762.74,3243506.74,3974.88,9217.73,12523.46,17273.69,31923.23,39716.04,60297.89,61730.14,66440.54,17804.91
Effective Prefill Concurrency,0.20,0.00,8.00,,,,,,0.00,,1.00,1.00,2.00,0.57
Effective Prefill Throughput (tokens/sec),242.89,0.00,7914.32,,,,,,0.00,,1272.26,1377.84,2489.42,646.75
Effective Prefill Throughput Per User (tokens/sec/user),205.54,0.00,1489.85,,,,,,0.00,,1245.12,1351.83,1423.42,469.54
Effective Total Throughput (tokens/sec),1120.85,0.00,7914.32,,,,,,954.84,,2100.02,2214.74,3194.96,616.61
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,824.93,80.00,2499.00,82493.00,80.99,216.70,301.50,424.75,803.50,1017.50,1538.60,1590.75,1707.99,462.70
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),358.70,35.28,1076.01,35870.05,35.81,93.55,130.17,183.39,349.67,442.83,672.96,695.18,746.09,202.11
HTTP Data Sent (KB),4.54,4.15,4.93,454.24,4.21,4.28,4.34,4.43,4.56,4.63,4.75,4.80,4.85,0.16
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),32432.25,3831.96,97758.32,3243224.76,3973.28,9212.83,12521.40,17269.54,31919.22,39712.53,60296.02,61729.04,66437.87,17805.08
HTTP Receiving (ms),31591.46,3018.33,97046.25,3159146.04,3103.58,8368.80,11728.91,16523.78,30950.06,38967.51,59515.64,61051.70,65602.61,17813.34
HTTP Sending (ms),0.18,0.12,0.77,17.53,0.12,0.12,0.12,0.14,0.15,0.15,0.24,0.36,0.65,0.10
HTTP Total Time (ms),32432.25,3831.96,97758.32,3243224.76,3973.28,9212.83,12521.40,17269.54,31919.22,39712.53,60296.02,61729.04,66437.87,17805.08
HTTP Waiting (TTFB) (ms),840.61,672.70,1248.82,84061.19,694.92,724.96,731.56,752.07,798.60,879.55,966.46,1237.75,1239.39,130.86
Input Sequence Length (tokens),1036.01,1036.00,1037.00,103601.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.01,0.10
Inter Chunk Latency (ms),38.35,21.72,178.93,3158524.88,31.53,34.36,35.75,37.18,37.69,38.07,38.53,40.15,43.04,10.15
Inter Token Latency (ms),9.33,5.86,13.26,932.74,6.75,7.13,7.36,8.04,8.79,10.95,11.52,12.06,13.12,1.67
OSL Mismatch Diff % (%),-54.28,-96.83,0.00,-5427.50,-96.44,-92.20,-87.09,-82.04,-55.43,-41.31,0.00,0.00,0.00,30.08
Output Sequence Length (tokens),3745.79,260.00,8192.00,374579.00,291.68,638.60,1057.50,1471.00,3651.50,4808.25,8192.00,8192.00,8192.00,2464.08
Output Token Count (tokens),1038.12,77.00,1980.00,87202.00,131.78,234.15,253.80,420.00,1388.00,1538.75,1655.00,1763.80,1853.84,582.69
Output Token Throughput Per User (tokens/sec/user),110.64,75.43,170.54,11063.58,76.21,82.90,86.84,91.35,113.83,124.33,135.85,140.33,148.27,19.41
Prefill Throughput Per User (tokens/sec/user),1256.49,829.43,1539.35,125649.00,835.77,836.81,1072.70,1177.57,1296.92,1377.14,1415.78,1428.59,1490.35,159.51
Reasoning Token Count (tokens),2873.77,117.00,8192.00,287377.00,125.91,293.05,691.90,945.75,2162.50,3329.75,8192.00,8192.00,8192.00,2585.10
