Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2661.24,0.00,4732.24,,,,,,3650.76,,4017.43,4103.82,4274.17,1364.56
Active Decode Throughput Per User (tokens/sec/user),51.59,0.00,230.67,,,,,,69.32,,73.51,75.83,86.35,24.92
Active Prefill Throughput (tokens/sec),24069.31,252.54,89228.36,,,,,,23881.93,,25114.72,25745.68,66680.94,8421.68
Active Prefill Throughput Per User (tokens/sec/user),329.96,227.83,1344.10,,,,,,327.45,,337.38,343.15,555.67,42.51
Active Total Throughput (tokens/sec),25842.90,73.50,89228.36,,,,,,26628.49,,27752.68,28301.03,67166.09,9236.86
Credit-to-Start Latency (ms),1.40,0.60,3.88,1429.80,0.71,0.90,1.04,1.24,1.34,1.43,1.58,2.35,3.43,0.43
Decode Duration (ms),18347.51,1335.45,29842.48,18787846.22,4179.99,8359.78,12777.67,17080.71,19374.51,20958.70,22335.97,23265.16,25059.06,4280.82
E2E Output Token Throughput (tokens/sec/user),22.15,2.83,56.18,22680.35,7.28,11.60,15.84,20.27,22.44,24.14,26.16,28.74,45.99,5.89
Effective Concurrency,121.30,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,22.69
Effective Decode Concurrency,51.89,0.00,56.00,,,,,,55.00,,56.00,56.00,56.00,9.65
Effective Decode Throughput (tokens/sec),2642.96,0.00,4732.24,,,,,,3643.11,,4016.57,4103.00,4274.17,1377.52
Effective Decode Throughput Per User (tokens/sec/user),51.24,0.00,230.67,,,,,,69.29,,73.44,75.81,86.34,25.20
Effective Latency (CO-aware) (ms),42897.09,7099.03,73833.80,43926615.47,20733.78,29179.70,34149.01,39975.26,43522.05,47036.04,50454.18,52916.48,59810.39,7271.91
Effective Prefill Concurrency,69.41,0.00,128.00,,,,,,73.00,,75.00,77.00,120.00,19.41
Effective Prefill Throughput (tokens/sec),23199.69,0.00,89228.36,,,,,,23847.48,,25085.51,25704.18,66680.94,9409.41
Effective Prefill Throughput Per User (tokens/sec/user),318.03,0.00,1344.10,,,,,,326.92,,337.19,342.73,555.67,74.39
Effective Total Throughput (tokens/sec),25842.65,0.00,89228.36,,,,,,26628.49,,27752.68,28301.03,67166.09,9237.16
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,261.07,25.00,425.00,267334.00,60.69,119.30,179.50,248.00,275.00,295.25,313.00,323.00,357.77,58.73
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.27,0.00,18.21,271.90,0.00,0.00,0.00,0.00,0.00,0.00,0.42,1.30,5.05,1.36
HTTP Connection Overhead (ms),0.32,0.00,21.42,325.86,0.00,0.00,0.00,0.00,0.00,0.00,0.42,1.30,8.61,1.61
HTTP Connection Reused (ratio),0.89,0.00,1.00,912.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.31
HTTP Data Received (KB),113.09,11.77,180.48,115800.32,27.06,51.95,78.15,107.67,119.19,127.71,135.17,139.14,153.19,25.09
HTTP Data Sent (KB),35.08,31.88,37.61,35921.24,32.70,33.64,34.01,34.53,35.01,35.62,36.23,36.56,37.38,0.91
HTTP DNS Lookup (ms),0.05,0.00,3.72,53.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.42
HTTP Duration (excl. conn) (ms),42895.63,7098.05,73832.14,43925121.88,20732.71,29178.29,34147.72,39973.95,43520.72,47034.69,50453.30,52915.15,59809.04,7271.84
HTTP Receiving (ms),18351.22,1335.45,29842.49,18791648.35,4217.32,8359.78,12792.63,17080.71,19374.52,20958.70,22335.98,23265.34,25059.06,4276.38
HTTP Sending (ms),0.41,0.09,18.45,416.94,0.11,0.12,0.12,0.13,0.14,0.15,0.53,1.46,5.31,1.37
HTTP Total Time (ms),42895.95,7098.05,73840.16,43925447.74,20732.86,29178.29,34147.72,39973.95,43520.72,47034.69,50453.30,52915.15,59814.88,7272.06
HTTP Waiting (TTFB) (ms),24544.00,2483.36,53845.62,25133056.59,5113.78,14786.30,19618.38,22196.16,24341.16,27490.57,30665.21,32505.42,39422.43,5716.50
Input Sequence Length (tokens),8204.01,8204.00,8205.00,8400904.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,0.09
Inter Chunk Latency (ms),70.56,23.11,397.76,18787846.22,43.11,47.74,48.64,50.44,50.86,51.75,161.58,178.25,216.47,45.32
Inter Token Latency (ms),19.73,12.49,29.17,20199.89,13.51,15.84,16.94,18.32,19.73,21.05,22.52,23.41,26.38,2.35
OSL Mismatch Diff % (%),-8.63,-91.70,0.00,-8838.09,-78.98,-62.30,-37.48,-0.95,0.00,0.00,0.00,0.00,0.00,19.51
Output Sequence Length (tokens),935.62,85.00,1024.00,958074.00,215.23,386.00,640.20,1014.25,1024.00,1024.00,1024.00,1024.00,1024.00,199.74
Output Token Count (tokens),209.54,3.00,1014.00,106446.00,6.07,22.35,45.70,124.75,201.00,270.00,344.30,409.90,753.95,137.24
Output Token Throughput Per User (tokens/sec/user),51.44,34.28,80.08,52678.88,37.91,42.72,44.41,47.51,50.69,54.58,59.03,63.14,74.02,6.46
Prefill Throughput Per User (tokens/sec/user),379.33,152.35,3303.07,388429.80,208.11,252.38,267.53,298.43,337.04,369.61,418.17,554.80,1604.21,271.49
Reasoning Token Count (tokens),831.67,10.00,1024.00,851628.00,59.15,155.60,380.80,703.00,1024.00,1024.00,1024.00,1024.00,1024.00,273.96
Request Latency (ms),42891.98,7098.12,73832.36,43921388.30,20732.78,29178.34,34147.78,39974.01,43520.78,47034.74,50453.35,52915.21,59809.13,7274.08
Time to First Output Token (ms),37366.51,3799.53,70067.61,18982189.40,15481.01,23395.58,26598.94,33249.21,38144.91,42674.61,46560.16,48782.37,54452.60,8137.11
Time to First Token (ms),24544.47,2483.75,53850.72,25133542.08,5114.06,14787.35,19618.60,22196.38,24341.38,27490.75,30665.41,32506.45,39423.42,5716.70
Time to Second Token (ms),72.02,23.11,225.84,73747.51,36.21,39.89,42.39,43.20,44.20,46.32,191.41,214.55,220.94,59.76
Tokens In Flight (tokens),1020411.56,0.00,1085248.27,,,,,,1076263.15,,1079247.71,1080172.98,1082339.86,188008.48
