Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),784.37,0.00,2395.39,,,,,,786.26,,887.80,919.54,1799.74,173.59
Active Decode Throughput Per User (tokens/sec/user),30.44,0.00,280.63,,,,,,28.57,,33.35,36.37,87.58,11.40
Active Prefill Throughput (tokens/sec),7027.98,155.40,64428.83,,,,,,6835.22,,7533.62,8048.38,24484.41,4556.56
Active Prefill Throughput Per User (tokens/sec/user),197.16,153.73,1282.55,,,,,,188.54,,203.17,210.52,510.09,65.50
Active Total Throughput (tokens/sec),7607.87,37.40,64428.83,,,,,,7596.54,,8292.95,8712.56,25253.15,4614.02
Credit-to-Start Latency (ms),1.44,0.64,19.53,735.51,0.75,0.92,1.05,1.22,1.36,1.48,1.62,2.15,2.75,0.91
Decode Duration (ms),32271.51,2274.86,61521.77,16523012.91,7264.25,15983.09,19999.64,25312.24,31237.89,39411.82,47089.01,51207.20,56433.97,10632.05
E2E Output Token Throughput (tokens/sec/user),13.82,1.38,57.07,7077.38,4.43,6.39,9.14,11.55,12.84,14.77,17.45,20.32,41.78,6.32
Effective Concurrency,60.51,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,11.66
Effective Decode Concurrency,26.86,0.00,32.00,,,,,,28.00,,30.00,31.00,31.00,4.56
Effective Decode Throughput (tokens/sec),781.30,0.00,2395.39,,,,,,785.85,,887.72,919.35,1799.14,180.05
Effective Decode Throughput Per User (tokens/sec/user),30.32,0.00,280.63,,,,,,28.55,,33.34,36.33,87.58,11.54
Effective Latency (CO-aware) (ms),72719.23,14895.91,111615.18,37232244.38,23290.07,43019.58,55702.92,65661.91,74917.59,82612.92,88506.12,92734.17,99969.62,15346.83
Effective Prefill Concurrency,33.65,0.00,64.00,,,,,,36.00,,38.00,39.00,48.00,8.99
Effective Prefill Throughput (tokens/sec),6826.53,0.00,64428.83,,,,,,6819.91,,7531.86,7909.63,24484.41,4641.37
Effective Prefill Throughput Per User (tokens/sec/user),191.51,0.00,1282.55,,,,,,188.26,,203.17,209.27,510.09,72.45
Effective Total Throughput (tokens/sec),7607.83,0.00,64428.83,,,,,,7596.54,,8292.95,8712.56,25253.15,4614.04
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,272.29,26.00,495.00,139414.00,76.22,131.55,198.10,246.75,283.00,309.00,334.90,353.45,403.56,63.97
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.28,0.00,24.58,145.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.93,4.32,1.64
HTTP Connection Overhead (ms),0.39,0.00,27.98,197.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.93,7.75,2.02
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),117.75,12.23,211.13,60288.84,33.82,57.40,86.12,107.31,122.54,133.62,144.02,151.80,172.43,27.19
HTTP Data Sent (KB),35.05,31.86,37.50,17945.49,32.84,33.77,34.02,34.53,34.99,35.53,36.15,36.47,37.26,0.86
HTTP DNS Lookup (ms),0.10,0.00,3.49,52.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.32,0.57
HTTP Duration (excl. conn) (ms),72717.72,14894.89,111614.14,37231474.50,23289.02,43017.88,55701.41,65660.51,74916.19,82611.63,88504.50,92731.53,99968.00,15346.77
HTTP Receiving (ms),32274.07,2274.86,61521.78,16524322.80,7264.25,15983.09,19999.65,25312.24,31237.89,39411.83,47089.02,51207.21,56521.34,10630.81
HTTP Sending (ms),0.44,0.11,24.83,223.19,0.11,0.12,0.12,0.13,0.15,0.16,0.24,2.18,4.55,1.66
