Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2494.80,0.00,4938.89,,,,,,3478.34,,3917.74,4024.97,4329.31,1597.40
Active Decode Throughput Per User (tokens/sec/user),131.55,0.00,345.04,,,,,,126.62,,152.96,154.47,172.28,13.89
Active Prefill Throughput (tokens/sec),434.22,52.98,2775.97,,,,,,373.03,,671.33,807.77,2775.97,378.89
Active Prefill Throughput Per User (tokens/sec/user),139.32,52.98,331.16,,,,,,134.74,,176.91,195.62,272.26,34.57
Active Total Throughput (tokens/sec),2717.62,52.98,4426.07,,,,,,3960.24,,4175.83,4251.69,4313.72,1761.27
Credit-to-Start Latency (ms),0.99,0.54,10.01,253.39,0.57,0.60,0.63,0.67,0.81,1.04,1.61,2.19,2.45,0.72
Decode Duration (ms),5624.45,1227.14,39566.87,1439858.75,1629.60,1963.97,2265.12,3074.29,4481.59,6009.70,8341.64,12362.33,35619.66,5358.41
E2E Output Token Throughput (tokens/sec/user),117.97,84.96,150.81,30199.22,90.72,98.92,101.74,111.02,119.29,126.15,131.71,135.13,139.43,11.44
Effective Concurrency,21.52,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,13.82
Effective Decode Concurrency,19.64,0.00,32.00,,,,,,28.00,,31.00,32.00,32.00,12.82
Effective Decode Throughput (tokens/sec),2473.39,0.00,4938.89,,,,,,3470.63,,3916.74,4024.35,4329.31,1607.09
Effective Decode Throughput Per User (tokens/sec/user),130.42,0.00,345.04,,,,,,126.57,,152.95,154.45,172.28,18.40
Effective Latency (CO-aware) (ms),6169.97,1708.39,40046.08,1579511.48,2157.02,2555.47,2834.52,3598.78,5013.91,6540.45,8908.26,12834.78,36118.43,5358.53
Effective Prefill Concurrency,1.87,0.00,32.00,,,,,,1.00,,4.00,5.00,31.00,3.54
Effective Prefill Throughput (tokens/sec),243.99,0.00,2775.97,,,,,,132.74,,605.06,707.65,2639.63,356.49
Effective Prefill Throughput Per User (tokens/sec/user),78.28,0.00,331.16,,,,,,103.30,,166.45,188.47,222.41,73.82
Effective Total Throughput (tokens/sec),2717.38,0.00,4426.07,,,,,,3960.24,,4175.83,4251.69,4313.72,1761.37
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,130.54,29.00,941.00,33418.00,38.00,46.00,52.50,71.00,102.00,137.25,192.00,285.50,880.20,129.00
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.27,0.00,5.24,69.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.62,1.05
HTTP Connection Overhead (ms),0.50,0.00,9.85,129.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.47,8.67,1.96
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),57.30,13.58,405.22,14668.53,17.62,20.91,23.77,31.83,45.03,60.41,83.33,123.93,378.02,55.31
HTTP Data Sent (KB),0.39,0.24,0.76,99.32,0.25,0.27,0.29,0.32,0.37,0.44,0.51,0.57,0.69,0.10
HTTP DNS Lookup (ms),0.23,0.00,4.61,59.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.48,4.04,0.91
HTTP Duration (excl. conn) (ms),6168.91,1707.54,40045.40,1579240.36,2154.79,2554.49,2832.95,3597.52,5012.56,6539.76,8907.15,12831.82,36116.85,5358.48
HTTP Receiving (ms),5631.39,1227.14,39566.87,1441635.46,1629.61,1963.98,2265.13,3078.56,4481.60,6009.71,8371.14,12362.34,35619.66,5357.47
HTTP Sending (ms),0.43,0.11,5.71,109.81,0.11,0.11,0.12,0.12,0.13,0.15,0.23,4.44,5.07,1.12
HTTP Total Time (ms),6169.41,1707.54,40045.40,1579369.57,2154.79,2554.49,2832.95,3601.49,5017.15,6539.76,8907.15,12831.82,36116.85,5358.40
HTTP Waiting (TTFB) (ms),537.09,388.09,815.91,137495.09,389.89,394.14,433.99,440.99,520.66,567.96,769.21,811.04,815.29,115.09
