Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2671.29,0.00,10659.15,,,,,,1211.04,,9119.69,9357.47,9763.74,3149.39
Active Decode Throughput Per User (tokens/sec/user),69.24,0.00,308.09,,,,,,70.50,,131.36,132.46,146.96,38.82
Active Prefill Throughput (tokens/sec),362.63,2.90,1829.63,,,,,,244.23,,790.35,1339.03,1710.49,385.82
Active Prefill Throughput Per User (tokens/sec/user),121.67,2.90,1215.67,,,,,,100.18,,226.38,264.53,428.05,89.60
Active Total Throughput (tokens/sec),2736.11,6.34,9969.48,,,,,,1396.91,,8302.98,8691.48,9138.80,2994.14
Credit-to-Start Latency (ms),1.65,0.55,17.88,827.39,0.60,0.66,0.75,0.93,1.22,1.86,2.77,3.72,5.97,1.66
Decode Duration (ms),59196.19,1739.54,510758.60,29598096.77,4352.23,6073.56,8002.56,13264.82,23278.68,59774.06,161559.71,252067.18,408638.05,86510.39
E2E Output Token Throughput (tokens/sec/user),58.68,10.53,123.10,29338.64,20.76,35.54,42.24,49.21,60.45,68.45,72.78,75.04,78.34,13.14
Effective Concurrency,51.40,0.00,128.00,,,,,,32.00,,128.00,128.00,128.00,49.19
Effective Decode Concurrency,49.85,0.00,128.00,,,,,,31.00,,127.00,127.00,128.00,48.19
Effective Decode Throughput (tokens/sec),2667.99,0.00,10659.15,,,,,,1210.11,,9119.29,9356.73,9763.74,3148.84
Effective Decode Throughput Per User (tokens/sec/user),69.16,0.00,308.09,,,,,,70.44,,131.36,132.46,146.90,38.87
Effective Latency (CO-aware) (ms),61057.19,2373.63,511542.94,30528593.15,4905.51,7991.08,9496.82,15401.59,25640.36,61733.89,162255.54,252683.09,413646.21,86364.31
Effective Prefill Concurrency,1.55,0.00,128.00,,,,,,0.00,,2.00,3.00,6.00,11.83
Effective Prefill Throughput (tokens/sec),67.95,0.00,1829.63,,,,,,0.00,,221.68,432.95,1281.05,218.91
Effective Prefill Throughput Per User (tokens/sec/user),22.80,0.00,1215.67,,,,,,0.00,,97.55,149.61,263.92,61.31
Effective Total Throughput (tokens/sec),2735.95,0.00,9969.48,,,,,,1396.91,,8302.98,8691.48,9138.80,2994.12
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,757.29,32.00,8215.00,378647.00,74.00,100.00,131.00,213.00,369.50,863.00,1966.70,2756.55,5179.88,1030.20
HTTP Chunks Sent,1.00,1.00,1.00,500.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.58,0.00,20.30,290.32,0.00,0.00,0.00,0.00,0.00,0.00,2.29,4.05,6.40,1.65
HTTP Connection Overhead (ms),0.74,0.00,20.30,368.28,0.00,0.00,0.00,0.00,0.00,0.00,2.29,4.05,11.48,2.29
HTTP Connection Reused (ratio),0.78,0.00,1.00,388.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.42
HTTP Data Received (KB),323.29,14.65,3515.35,161643.34,32.68,43.64,56.61,91.26,157.70,367.30,839.23,1173.27,2210.75,439.68
HTTP Data Sent (KB),0.32,0.14,1.92,160.54,0.15,0.17,0.18,0.22,0.27,0.36,0.52,0.64,0.88,0.18
HTTP DNS Lookup (ms),0.16,0.00,5.47,77.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.03,0.86
HTTP Duration (excl. conn) (ms),61055.47,2372.01,511541.70,30527735.19,4902.87,7990.07,9494.67,15400.44,25639.47,61732.31,162254.14,252680.67,413644.47,86364.42
HTTP Receiving (ms),59211.36,1796.20,510761.66,29605681.52,4352.85,6073.60,8008.26,13264.83,23278.69,59818.30,161559.78,252161.39,408645.50,86511.27
HTTP Sending (ms),0.72,0.06,20.46,358.44,0.11,0.11,0.12,0.12,0.12,0.18,2.53,4.22,6.65,1.67
HTTP Total Time (ms),61056.21,2372.01,511541.70,30528103.47,4902.87,7990.07,9494.67,15409.10,25640.70,61732.31,162254.14,252680.67,413645.50,86364.33
HTTP Waiting (TTFB) (ms),1843.39,446.60,10704.28,921695.23,451.63,484.12,511.69,571.38,643.53,5040.27,5421.41,5700.63,5705.61,2110.77
Input Sequence Length (tokens),80.72,18.00,768.00,40360.00,24.00,30.00,33.00,44.00,61.00,88.25,147.20,206.30,339.15,73.14
Inter Chunk Latency (ms),78.30,22.65,127583.32,29598096.77,31.45,49.74,53.22,56.47,58.13,92.46,95.60,97.29,145.06,568.45
Inter Token Latency (ms),16.79,6.69,94.71,8394.41,11.73,12.61,12.99,13.64,14.61,17.47,21.24,25.86,45.47,6.89
Output Sequence Length (tokens),3170.17,134.00,32127.00,1585085.00,314.73,447.40,560.90,892.75,1568.00,3587.50,8126.30,12033.75,21148.68,4250.17
Output Token Count (tokens),509.37,34.00,1653.00,254686.00,88.76,150.85,190.00,282.75,427.00,668.50,958.50,1100.20,1432.25,306.21
Output Token Throughput Per User (tokens/sec/user),64.31,10.56,149.41,32156.08,21.99,38.66,47.08,57.25,68.45,73.32,76.98,79.29,85.28,13.93
Prefill Throughput Per User (tokens/sec/user),106.05,2.90,1215.67,53024.03,5.15,6.68,9.37,33.74,80.00,128.91,210.52,327.29,526.65,119.51
Reasoning Token Count (tokens),2660.80,74.00,31082.00,1330399.00,181.99,268.70,357.90,600.75,1091.50,2881.00,7218.30,10934.00,20572.44,4047.16
Request Latency (ms),61040.37,2315.41,511538.71,30520183.15,4902.31,7987.19,9494.73,15385.29,25639.53,61707.91,162254.20,252586.52,413546.33,86363.53
Time to First Output Token (ms),52783.35,1618.58,506518.60,26391672.80,2966.01,4973.03,6762.17,11456.94,19381.53,50361.94,146325.08,236577.85,402831.36,82785.22
Time to First Token (ms),1844.17,446.81,10704.46,922086.38,451.84,484.30,511.87,571.58,643.71,5042.02,5424.59,5703.34,5707.46,2111.79
Time to Second Token (ms),76.44,28.34,228.87,38219.06,50.72,52.77,53.74,55.32,57.19,58.58,187.10,190.89,192.07,45.65
Tokens In Flight (tokens),231165.61,0.00,444012.02,,,,,,252158.57,,408670.31,431383.55,439460.66,137144.71
Usage Completion Tokens (tokens),3170.17,134.00,32127.00,1585085.00,314.73,447.40,560.90,892.75,1568.00,3587.50,8126.30,12033.75,21148.68,4250.17
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),80.72,18.00,768.00,40360.00,24.00,30.00,33.00,44.00,61.00,88.25,147.20,206.30,339.15,73.14
Usage Reasoning Tokens (tokens),2660.80,74.00,31082.00,1330399.00,181.99,268.70,357.90,600.75,1091.50,2881.00,7218.30,10934.00,20572.44,4047.16
Usage Total Tokens (tokens),3250.89,158.00,32279.00,1625445.00,345.99,500.60,619.90,938.25,1635.50,3698.50,8179.20,12301.65,21312.03,4275.66

Metric,Value
Benchmark Duration (sec),593.88
Input Token Throughput (tokens/sec),67.95
Output Token Throughput (tokens/sec),2668.83
Overall Usage Prompt Cache Read % (%),0.00
Request Count,500.00
Request Throughput (requests/sec),0.84
Total Input Sequence Length (tokens),40360.00
Total Output Sequence Length (tokens),1585085.00
Total Output Tokens (tokens),254686.00
Total Reasoning Tokens (tokens),1330399.00
Total Token Throughput (tokens/sec),2736.79
Total Usage Completion Tokens (tokens),1585085.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),40360.00
Total Usage Reasoning Tokens (tokens),1330399.00
Total Usage Total Tokens (tokens),1625445.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
