Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2561.08,0.00,6240.72,,,,,,2399.19,,5378.72,5567.71,5783.22,1745.42
Active Decode Throughput Per User (tokens/sec/user),74.72,0.00,224.99,,,,,,72.99,,99.02,108.31,115.09,20.13
Active Prefill Throughput (tokens/sec),3353.02,29.81,11568.66,,,,,,2775.03,,6263.71,7083.05,7725.67,1915.58
Active Prefill Throughput Per User (tokens/sec/user),1873.62,29.81,3046.08,,,,,,2012.58,,2744.99,3014.71,3046.08,730.21
Active Total Throughput (tokens/sec),3873.14,66.47,14275.66,,,,,,3180.96,,7945.22,9299.68,10263.23,2931.34
Credit-to-Start Latency (ms),1.86,0.42,11.49,297.04,0.47,0.54,0.81,1.04,1.63,2.46,2.99,3.39,5.12,1.21
Decode Duration (ms),24858.91,2550.05,58688.00,3977425.04,2889.75,4374.04,5820.82,11377.37,25155.41,34839.27,42951.83,52970.62,58291.66,14634.16
E2E Output Token Throughput (tokens/sec/user),64.23,34.74,107.48,10276.27,37.39,47.92,51.12,55.77,63.44,72.15,77.48,82.26,100.56,11.88
Effective Concurrency,39.68,0.00,80.00,,,,,,39.00,,79.00,80.00,80.00,26.14
Effective Decode Concurrency,38.27,0.00,80.00,,,,,,38.00,,75.00,78.00,80.00,25.49
Effective Decode Throughput (tokens/sec),2546.25,0.00,6240.72,,,,,,2387.78,,5376.21,5567.71,5783.22,1751.18
Effective Decode Throughput Per User (tokens/sec/user),74.29,0.00,224.99,,,,,,72.98,,98.85,108.30,115.09,20.86
Effective Latency (CO-aware) (ms),25786.35,3159.56,59644.18,4125815.75,3870.13,5398.08,6776.38,12635.04,26203.39,35842.38,43754.98,54006.99,58975.30,14648.30
Effective Prefill Concurrency,1.41,0.00,80.00,,,,,,0.00,,2.00,3.00,15.00,7.21
Effective Prefill Throughput (tokens/sec),1326.58,0.00,11568.66,,,,,,0.00,,4423.02,5912.15,7331.95,2034.70
