Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2772.68,0.00,6746.22,,,,,,2942.42,,5495.17,5922.18,6366.31,1792.17
Active Decode Throughput Per User (tokens/sec/user),77.61,0.00,296.94,,,,,,75.25,,87.81,93.70,96.99,8.30
Active Prefill Throughput (tokens/sec),3924.65,54.25,13372.05,,,,,,3244.68,,6997.81,8663.70,10127.37,2247.17
Active Prefill Throughput Per User (tokens/sec/user),2221.00,54.25,3643.58,,,,,,2303.02,,3347.03,3354.83,3618.85,832.95
Active Total Throughput (tokens/sec),4177.95,61.13,16295.59,,,,,,3467.92,,8750.27,9991.89,12884.84,3310.54
Credit-to-Start Latency (ms),1.71,0.43,6.64,273.82,0.43,0.51,0.59,0.93,1.39,2.23,2.90,3.61,5.83,1.08
Decode Duration (ms),22751.16,1873.93,58540.79,3640185.62,2119.48,3284.31,5118.70,9220.02,22013.14,32758.34,42674.18,48360.22,56950.26,14629.16
E2E Output Token Throughput (tokens/sec/user),76.02,33.92,134.95,12163.61,37.67,50.91,53.19,60.80,74.06,91.35,104.54,112.17,123.78,20.43
Effective Concurrency,38.45,0.00,80.00,,,,,,40.00,,77.00,80.00,80.00,25.26
Effective Decode Concurrency,37.25,0.00,80.00,,,,,,39.00,,74.00,78.00,80.00,24.65
Effective Decode Throughput (tokens/sec),2763.66,0.00,6746.22,,,,,,2935.41,,5481.04,5902.60,6366.31,1796.20
Effective Decode Throughput Per User (tokens/sec/user),77.36,0.00,296.94,,,,,,75.25,,87.79,93.70,96.99,9.39
Effective Latency (CO-aware) (ms),23489.43,2355.46,59185.34,3758308.60,2873.18,3943.98,5885.58,9910.08,22920.44,33536.77,43399.20,49095.51,57594.80,14653.14
Effective Prefill Concurrency,1.20,0.00,80.00,,,,,,0.00,,2.00,3.00,5.00,6.47
Effective Prefill Throughput (tokens/sec),1413.90,0.00,13372.05,,,,,,0.00,,4875.94,6694.07,9212.08,2317.15
Effective Prefill Throughput Per User (tokens/sec/user),800.14,0.00,3643.58,,,,,,0.00,,2803.34,3138.51,3462.92,1177.64
Effective Total Throughput (tokens/sec),4177.57,0.00,16295.59,,,,,,3467.92,,8750.27,9991.89,12884.84,3310.63
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
