Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1074.42,100.15,1650.44,,,,,,1121.65,,1310.75,1338.69,1412.12,238.61
Active Decode Throughput Per User (tokens/sec/user),87.11,22.15,238.95,,,,,,87.33,,91.67,93.93,111.29,5.92
Active Prefill Throughput (tokens/sec),10749.49,1499.25,33810.02,,,,,,10523.55,,17582.14,20372.54,33810.02,5836.34
Active Prefill Throughput Per User (tokens/sec/user),3344.53,749.62,3938.12,,,,,,3555.78,,3743.61,3807.26,3910.82,689.24
Active Total Throughput (tokens/sec),10213.16,92.07,33810.02,,,,,,9190.24,,18324.85,19374.73,33810.02,6502.69
Credit-to-Start Latency (ms),1.28,0.67,2.79,163.79,0.75,0.82,0.90,1.14,1.31,1.40,1.51,1.62,2.49,0.29
Decode Duration (ms),10885.69,1362.13,15204.12,1393368.53,2822.92,5820.59,7530.74,10073.48,11400.30,12287.64,13365.33,14122.61,15018.31,2434.38
E2E Output Token Throughput (tokens/sec/user),69.73,42.53,97.39,8925.01,42.88,50.53,54.31,64.71,71.75,75.99,80.50,85.75,90.01,10.25
Effective Concurrency,15.15,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,2.92
Effective Decode Concurrency,12.16,0.00,16.00,,,,,,13.00,,15.00,16.00,16.00,3.29
Effective Decode Throughput (tokens/sec),1051.80,0.00,1650.44,,,,,,1118.86,,1308.05,1338.15,1411.76,282.00
Effective Decode Throughput Per User (tokens/sec/user),85.27,0.00,238.95,,,,,,87.25,,91.63,93.85,111.29,13.81
Effective Latency (CO-aware) (ms),13566.85,3483.15,24078.88,1736557.05,5104.93,8149.66,9831.80,12569.28,13795.39,14981.34,16522.29,17473.39,20542.58,2915.73
Effective Prefill Concurrency,2.99,0.00,16.00,,,,,,3.00,,5.00,8.00,16.00,2.71
Effective Prefill Throughput (tokens/sec),9161.07,0.00,33810.02,,,,,,8520.24,,17343.40,18422.49,33810.02,6601.60
Effective Prefill Throughput Per User (tokens/sec/user),2850.32,0.00,3938.12,,,,,,3522.89,,3742.56,3770.01,3910.82,1346.67
Effective Total Throughput (tokens/sec),10212.88,0.00,33810.02,,,,,,9190.24,,18324.85,19374.73,33810.02,6502.82
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,271.18,35.00,378.00,34711.00,72.04,146.05,188.90,245.75,283.00,308.25,333.00,348.90,373.38,60.21
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),117.33,16.26,161.51,15017.96,31.87,63.39,82.22,106.93,122.58,133.14,143.33,149.92,160.32,25.66
HTTP Data Sent (KB),35.06,33.10,37.28,4487.66,33.32,33.74,34.03,34.49,34.95,35.67,36.22,36.50,37.04,0.86
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),13565.51,3481.79,24078.08,1736384.88,5103.56,8148.27,9830.19,12567.93,13794.32,14980.24,16521.15,17471.70,20541.66,2915.77
HTTP Receiving (ms),10887.61,1362.14,15204.12,1393613.68,2852.59,5820.59,7530.74,10073.49,11400.31,12287.64,13365.33,14122.61,15018.32,2430.97
HTTP Sending (ms),0.14,0.11,0.31,18.47,0.11,0.12,0.12,0.12,0.14,0.15,0.19,0.23,0.24,0.03
HTTP Total Time (ms),13565.51,3481.79,24078.08,1736384.88,5103.56,8148.27,9830.19,12567.93,13794.32,14980.24,16521.15,17471.70,20541.66,2915.77
HTTP Waiting (TTFB) (ms),2677.76,2076.07,11799.44,342752.73,2092.86,2152.69,2180.30,2249.06,2324.87,2410.46,2604.15,6722.61,9720.08,1463.64
Input Sequence Length (tokens),8204.01,8204.00,8205.00,1050113.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,0.09
Inter Chunk Latency (ms),40.30,22.51,171.35,1393368.53,34.91,37.17,38.72,39.82,40.20,40.59,42.01,42.78,45.23,3.48
Inter Token Latency (ms),11.62,7.91,15.34,1487.12,8.60,9.23,9.87,10.63,11.52,12.50,13.66,13.94,14.83,1.41
OSL Mismatch Diff % (%),-7.92,-85.25,0.00,-1013.48,-77.25,-58.40,-36.36,0.00,0.00,0.00,0.00,0.00,0.00,18.79
Output Sequence Length (tokens),942.92,151.00,1024.00,120694.00,232.93,425.95,651.70,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,192.41
Output Token Count (tokens),205.54,4.00,643.00,12127.00,4.58,9.60,33.60,106.00,221.00,268.50,336.40,449.90,561.22,132.32
Output Token Throughput Per User (tokens/sec/user),87.37,65.19,126.50,11183.68,67.44,71.74,73.19,80.01,86.83,94.05,101.28,108.33,116.27,10.90
Prefill Throughput Per User (tokens/sec/user),3389.80,695.27,3951.31,433894.61,850.23,1220.54,3149.99,3403.22,3528.49,3647.38,3762.46,3810.72,3919.82,626.16
Reasoning Token Count (tokens),848.18,49.00,1024.00,108567.00,138.81,177.60,415.70,738.50,1024.00,1024.00,1024.00,1024.00,1024.00,271.57
Request Latency (ms),13563.66,3481.85,24078.14,1736149.02,5073.97,8148.33,9830.27,12567.99,13794.39,14980.31,16521.21,17471.77,20541.74,2918.84
Time to First Output Token (ms),10110.64,2843.70,17790.45,596528.05,3166.85,4303.46,4603.27,7876.19,10311.19,12732.36,14051.75,14967.64,16899.42,3514.79
Time to First Token (ms),2677.97,2076.27,11799.69,342780.50,2093.08,2152.88,2180.49,2249.28,2325.09,2410.66,2604.46,6722.88,9720.37,1463.66
Time to Second Token (ms),35.11,22.51,40.09,4493.50,28.68,30.87,33.07,34.65,35.34,36.13,36.96,38.18,39.75,2.23
Tokens In Flight (tokens),130211.41,0.00,141100.99,,,,,,137314.81,,139106.37,139669.05,140606.87,24665.26
Usage Completion Tokens (tokens),942.92,151.00,1024.00,120694.00,232.93,425.95,651.70,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,192.41
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8204.01,8204.00,8205.00,1050113.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,0.09
Usage Reasoning Tokens (tokens),848.18,49.00,1024.00,108567.00,138.81,177.60,415.70,738.50,1024.00,1024.00,1024.00,1024.00,1024.00,271.57
Usage Total Tokens (tokens),9146.93,8355.00,9228.00,1170807.00,8436.93,8629.95,8855.70,9228.00,9228.00,9228.00,9228.00,9228.00,9228.00,192.41

Metric,Value
Benchmark Duration (sec),114.62
Input Token Throughput (tokens/sec),9161.07
OSL Mismatch Count,25.00
Output Token Throughput (tokens/sec),1052.92
Overall Usage Prompt Cache Read % (%),0.00
Request Count,128.00
Request Throughput (requests/sec),1.12
Total Input Sequence Length (tokens),1050113.00
Total Output Sequence Length (tokens),120694.00
Total Output Tokens (tokens),12127.00
Total Reasoning Tokens (tokens),108567.00
Total Token Throughput (tokens/sec),10213.99
Total Usage Completion Tokens (tokens),120694.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),1050113.00
Total Usage Reasoning Tokens (tokens),108567.00
Total Usage Total Tokens (tokens),1170807.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
