Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),772.17,0.00,1474.34,,,,,,787.42,,933.21,983.00,1168.84,166.16
Active Decode Throughput Per User (tokens/sec/user),104.93,0.00,317.49,,,,,,106.70,,122.46,132.90,154.70,16.37
Active Prefill Throughput (tokens/sec),157.04,39.32,940.92,,,,,,103.64,,359.48,558.07,715.34,145.81
Active Prefill Throughput Per User (tokens/sec/user),138.82,37.58,715.34,,,,,,88.05,,355.25,428.33,715.34,132.28
Active Total Throughput (tokens/sec),806.60,126.78,1581.85,,,,,,849.33,,946.46,1090.98,1267.80,185.76
Credit-to-Start Latency (ms),2.28,0.60,13.61,228.46,0.67,0.75,0.78,1.05,1.47,2.63,4.39,6.26,11.35,2.18
Decode Duration (ms),13838.81,1525.29,43393.63,1383880.67,1923.52,2345.97,3176.00,6082.12,9927.68,19231.17,28819.31,35734.24,41616.16,10336.23
E2E Output Token Throughput (tokens/sec/user),107.13,54.15,160.84,10712.74,66.93,75.82,78.18,94.58,105.78,116.78,136.95,151.20,157.85,21.81
Effective Concurrency,7.69,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.25
Effective Decode Concurrency,7.40,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.36
Effective Decode Throughput (tokens/sec),769.37,0.00,1474.34,,,,,,785.97,,933.02,982.14,1168.84,172.22
Effective Decode Throughput Per User (tokens/sec/user),104.55,0.00,317.49,,,,,,106.66,,122.36,132.69,154.70,17.52
Effective Latency (CO-aware) (ms),14383.51,1972.48,44011.25,1438351.47,2325.33,2901.54,3742.13,6536.43,10585.33,19820.02,29369.81,36245.62,42065.00,10334.68
Effective Prefill Concurrency,0.29,0.00,8.00,,,,,,0.00,,1.00,1.00,2.00,0.68
Effective Prefill Throughput (tokens/sec),37.20,0.00,940.92,,,,,,0.00,,116.08,178.78,558.07,97.44
Effective Prefill Throughput Per User (tokens/sec/user),32.89,0.00,715.34,,,,,,0.00,,103.64,134.67,451.31,87.34
Effective Total Throughput (tokens/sec),806.58,0.00,1581.85,,,,,,849.33,,946.46,1090.98,1267.80,185.82
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,378.16,42.00,1154.00,37816.00,52.89,63.00,86.90,164.25,276.00,515.50,780.30,957.45,1107.47,278.35
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),163.02,19.29,494.71,16302.21,23.74,28.58,38.55,71.33,119.06,221.90,334.69,409.99,475.51,118.94
HTTP Data Sent (KB),0.41,0.19,1.76,40.63,0.21,0.23,0.24,0.25,0.32,0.39,0.71,1.02,1.68,0.29
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),14381.14,1970.75,44002.79,1438113.85,2324.38,2898.42,3741.31,6534.88,10584.30,19817.25,29365.64,36242.33,42061.27,10334.02
HTTP Receiving (ms),13842.58,1525.30,43393.66,1384258.43,1923.53,2351.04,3176.00,6082.12,9946.01,19231.16,28819.32,35734.26,41616.14,10335.26
HTTP Sending (ms),0.19,0.11,0.53,18.52,0.12,0.13,0.13,0.14,0.16,0.18,0.32,0.40,0.48,0.09
HTTP Total Time (ms),14381.14,1970.75,44002.79,1438113.85,2324.38,2898.42,3741.31,6534.88,10584.30,19817.25,29365.64,36242.33,42061.27,10334.02
HTTP Waiting (TTFB) (ms),538.37,400.26,864.61,53836.91,418.64,424.72,431.97,466.70,536.07,584.17,616.16,670.21,864.42,92.62
Input Sequence Length (tokens),69.57,24.00,361.00,6957.00,24.00,27.95,30.90,34.00,47.50,67.50,170.70,212.30,343.18,65.25
Inter Chunk Latency (ms),36.70,20.87,77.14,1383880.67,30.53,33.41,34.98,35.98,36.64,37.43,38.44,39.90,42.25,2.19
Inter Token Latency (ms),9.15,5.43,17.73,915.39,5.61,5.87,6.27,7.75,8.88,10.17,12.34,12.91,14.02,2.15
Output Sequence Length (tokens),1439.73,233.00,4096.00,143973.00,251.81,336.40,400.40,784.25,1099.00,1965.50,2731.30,3456.25,4096.00,950.71
Output Token Count (tokens),357.12,10.00,1877.00,34998.00,10.97,15.85,28.00,67.25,135.50,542.75,973.80,1197.25,1566.60,414.25
Output Token Throughput Per User (tokens/sec/user),115.19,56.41,184.06,11519.03,71.37,77.48,81.04,98.36,112.61,128.98,159.54,170.48,178.13,26.72
