Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),6996.00,112.40,10681.16,,,,,,8617.55,,9241.53,9386.73,9692.68,2663.94
Active Decode Throughput Per User (tokens/sec/user),67.59,17.03,197.24,,,,,,71.01,,81.86,87.75,97.15,13.82
Active Prefill Throughput (tokens/sec),156.70,2.28,4692.78,,,,,,129.09,,253.18,300.61,369.23,291.45
Active Prefill Throughput Per User (tokens/sec/user),43.44,2.28,124.70,,,,,,46.77,,56.51,60.37,69.59,14.38
Active Total Throughput (tokens/sec),7097.76,35.03,9351.91,,,,,,8147.61,,9074.07,9193.78,9290.62,2517.14
Credit-to-Start Latency (ms),1.66,0.43,21.16,1700.83,0.61,0.73,0.80,0.98,1.23,2.01,3.26,3.53,4.91,1.20
Decode Duration (ms),25566.30,2445.50,85875.33,26179890.69,3495.84,5170.36,6243.62,9046.59,15106.04,39027.76,64981.59,68806.49,74118.99,21846.14
E2E Output Token Throughput (tokens/sec/user),65.64,17.65,107.67,67219.00,42.66,51.45,54.94,60.16,65.94,71.65,76.47,79.52,83.66,9.10
Effective Concurrency,109.70,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,37.56
Effective Decode Concurrency,106.88,0.00,128.00,,,,,,124.00,,127.00,127.00,128.00,36.85
Effective Decode Throughput (tokens/sec),6980.33,0.00,10681.16,,,,,,8611.57,,9241.36,9386.69,9691.89,2681.43
Effective Decode Throughput Per User (tokens/sec/user),67.44,0.00,197.24,,,,,,71.00,,81.83,87.75,97.15,14.17
Effective Latency (CO-aware) (ms),26250.65,3290.20,89781.82,26880670.22,4122.61,5759.72,6886.83,9674.33,15890.77,39709.22,65587.20,69448.96,74733.26,21864.10
Effective Prefill Concurrency,2.81,0.00,128.00,,,,,,2.00,,5.00,6.00,8.00,7.03
Effective Prefill Throughput (tokens/sec),117.22,0.00,4692.78,,,,,,93.86,,235.17,285.77,355.49,261.09
Effective Prefill Throughput Per User (tokens/sec/user),32.49,0.00,124.70,,,,,,43.22,,54.98,58.21,67.08,22.59
Effective Total Throughput (tokens/sec),7097.55,0.00,9351.91,,,,,,8147.61,,9074.07,9193.78,9290.62,2517.40
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,407.14,43.00,1395.00,416912.00,61.00,86.00,104.30,146.75,243.00,600.00,1018.40,1087.00,1164.00,343.44
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.30,0.00,24.48,304.68,0.00,0.00,0.00,0.00,0.00,0.00,0.28,1.55,4.93,1.79
HTTP Connection Overhead (ms),0.35,0.00,27.83,354.88,0.00,0.00,0.00,0.00,0.00,0.00,0.28,1.55,7.98,1.97
HTTP Connection Reused (ratio),0.89,0.00,1.00,912.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.31
HTTP Data Received (KB),175.77,19.76,586.10,179987.59,27.41,38.45,45.95,64.17,105.35,259.09,438.16,467.54,499.82,147.24
HTTP Data Sent (KB),0.23,0.19,0.34,239.73,0.20,0.21,0.21,0.22,0.23,0.24,0.26,0.28,0.30,0.02
HTTP DNS Lookup (ms),0.05,0.00,3.58,50.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.02,0.39
HTTP Duration (excl. conn) (ms),26248.93,3289.05,89778.26,26878904.22,4121.56,5758.80,6884.98,9672.16,15889.65,39708.50,65585.30,69447.96,74731.69,21864.04
HTTP Receiving (ms),25576.12,2445.51,85875.34,26189947.54,3514.67,5180.73,6273.65,9046.59,15106.05,39027.76,64981.59,68806.49,74119.00,21842.75
HTTP Sending (ms),0.44,0.06,24.70,448.44,0.11,0.11,0.12,0.12,0.14,0.15,0.39,1.64,5.17,1.79
HTTP Total Time (ms),26249.28,3289.05,89778.26,26879259.10,4121.56,5758.80,6887.34,9672.16,15889.65,39708.87,65585.30,69447.96,74731.69,21863.99
HTTP Waiting (TTFB) (ms),672.37,440.28,12569.25,688508.24,447.81,457.50,494.73,518.14,576.58,653.82,736.96,836.32,3050.63,741.75
Input Sequence Length (tokens),28.05,20.00,59.00,28722.00,21.00,23.00,24.00,25.00,27.00,30.00,33.00,36.00,46.00,4.64
Inter Chunk Latency (ms),62.98,29.22,15148.57,26179890.69,45.59,53.04,55.36,56.89,57.90,60.98,78.63,81.31,83.87,118.28
Inter Token Latency (ms),14.89,9.11,54.85,15242.69,11.06,11.81,12.25,13.21,14.49,16.19,17.60,18.63,21.98,2.86
