Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),402.12,0.00,785.94,,,,,,420.11,,465.18,473.89,500.79,77.44
Active Decode Throughput Per User (tokens/sec/user),109.19,0.00,273.77,,,,,,108.65,,119.04,124.10,129.13,7.97
Active Prefill Throughput (tokens/sec),56.09,7.49,111.66,,,,,,56.83,,72.01,78.38,102.64,16.85
Active Prefill Throughput Per User (tokens/sec/user),53.93,7.49,102.64,,,,,,56.32,,71.70,76.14,84.64,18.17
Active Total Throughput (tokens/sec),404.29,7.49,488.60,,,,,,428.33,,461.64,462.11,478.88,78.70
Credit-to-Start Latency (ms),3.26,0.59,30.08,326.32,0.61,0.70,0.78,0.89,1.24,2.36,8.94,14.33,24.44,5.35
Decode Duration (ms),42537.87,2690.77,323742.93,4253786.74,2694.08,4409.74,4813.45,6125.45,11291.72,28435.56,151829.63,256914.85,311456.31,75924.28
E2E Output Token Throughput (tokens/sec/user),104.05,73.49,145.64,10404.96,82.78,89.99,92.68,97.91,104.58,108.79,116.68,118.51,124.15,10.10
Effective Concurrency,3.75,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.69
Effective Decode Concurrency,3.70,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.72
Effective Decode Throughput (tokens/sec),401.87,0.00,785.94,,,,,,420.08,,465.18,473.89,500.79,78.08
Effective Decode Throughput Per User (tokens/sec/user),109.12,0.00,273.77,,,,,,108.64,,119.04,124.10,129.13,8.44
Effective Latency (CO-aware) (ms),43119.02,3095.11,324343.62,4311901.90,3148.21,4828.65,5377.72,6630.15,12592.99,28960.34,152275.97,257335.67,311868.65,75890.12
Effective Prefill Concurrency,0.05,0.00,4.00,,,,,,0.00,,0.00,0.00,1.00,0.26
Effective Prefill Throughput (tokens/sec),2.41,0.00,111.66,,,,,,0.00,,0.00,0.00,67.62,11.90
Effective Prefill Throughput Per User (tokens/sec/user),2.32,0.00,102.64,,,,,,0.00,,0.00,0.00,67.34,11.57
Effective Total Throughput (tokens/sec),404.28,0.00,488.60,,,,,,428.33,,461.64,462.11,478.88,78.73
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1256.64,79.00,9567.00,125664.00,80.98,133.60,141.90,182.00,333.50,829.50,4435.30,7509.85,9244.26,2248.10
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),539.38,35.27,4118.99,53937.99,35.80,58.18,61.87,78.83,143.35,356.01,1904.86,3217.74,3961.16,964.30
HTTP Data Sent (KB),0.20,0.16,0.27,19.96,0.17,0.17,0.18,0.18,0.20,0.21,0.22,0.23,0.27,0.02
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),43115.70,3094.25,324342.11,4311569.81,3147.30,4827.65,5355.59,6629.25,12588.41,28949.22,152274.93,257331.71,311867.24,75889.89
HTTP Receiving (ms),42547.77,2694.11,323746.14,4254776.61,2727.19,4409.75,4813.46,6151.38,11309.05,28444.46,151833.39,256914.86,311461.49,75921.59
HTTP Sending (ms),0.12,0.11,0.21,12.47,0.11,0.11,0.11,0.12,0.12,0.12,0.14,0.16,0.21,0.02
HTTP Total Time (ms),43115.70,3094.25,324342.11,4311569.81,3147.30,4827.65,5355.59,6629.25,12588.41,28949.22,152274.93,257331.71,311867.24,75889.89
HTTP Waiting (TTFB) (ms),567.81,352.50,3069.60,56780.73,366.47,390.27,399.14,415.42,468.42,522.73,597.13,687.07,3060.55,475.93
Input Sequence Length (tokens),27.72,20.00,43.00,2772.00,21.98,23.00,24.00,25.00,27.00,29.25,32.00,36.00,42.01,4.04
Inter Chunk Latency (ms),33.89,17.50,74.33,4253786.74,28.28,30.55,31.97,33.15,33.85,34.61,35.22,36.33,39.10,2.78
Inter Token Latency (ms),9.18,6.82,11.26,917.55,7.18,7.96,8.27,8.71,9.20,9.60,10.31,10.59,10.85,0.82
Output Sequence Length (tokens),4617.82,363.00,33769.00,461782.00,375.87,469.90,536.50,670.75,1243.00,3026.25,14806.20,27826.45,33762.07,8258.79
Output Token Count (tokens),369.27,79.00,838.00,35819.00,84.76,150.80,168.80,250.00,327.00,471.00,634.60,709.60,759.28,171.57
Output Token Throughput Per User (tokens/sec/user),109.88,88.84,146.72,10987.98,92.16,94.43,96.98,104.17,108.67,114.82,120.92,125.66,139.27,10.13
Prefill Throughput Per User (tokens/sec/user),57.88,7.49,102.64,5787.72,8.48,37.71,44.48,50.19,58.35,67.72,72.14,76.17,84.82,14.82
Reasoning Token Count (tokens),4259.63,134.00,33769.00,425963.00,156.77,222.25,266.60,382.75,821.50,2612.25,14605.80,27286.00,33762.07,8250.88
Request Latency (ms),43105.86,3094.30,324338.95,4310586.32,3110.97,4827.70,5324.09,6594.64,12571.72,28940.38,152271.23,257331.77,311862.14,75892.57
Time to First Output Token (ms),31976.94,1668.56,283279.77,3101762.79,2091.36,2748.96,3319.71,4413.14,9070.93,23526.39,94509.89,174945.94,260135.90,59410.21
Time to First Token (ms),568.00,352.67,3069.81,56799.58,366.64,390.47,399.31,415.60,468.60,522.92,597.31,687.37,3060.74,475.94
Time to Second Token (ms),33.41,25.58,39.42,3340.71,27.30,29.62,31.38,32.97,33.52,34.30,34.83,36.89,38.48,1.99
Tokens In Flight (tokens),35582.47,0.00,89705.34,,,,,,30948.96,,67962.18,74068.72,85885.49,21695.31
Usage Completion Tokens (tokens),4617.82,363.00,33769.00,461782.00,375.87,469.90,536.50,670.75,1243.00,3026.25,14806.20,27826.45,33762.07,8258.79
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),27.72,20.00,43.00,2772.00,21.98,23.00,24.00,25.00,27.00,29.25,32.00,36.00,42.01,4.04
Usage Reasoning Tokens (tokens),4259.63,134.00,33769.00,425963.00,156.77,222.25,266.60,382.75,821.50,2612.25,14605.80,27286.00,33762.07,8250.88
Usage Total Tokens (tokens),4645.54,386.00,33792.00,464554.00,398.87,496.95,561.50,696.50,1269.00,3057.75,14830.50,27852.40,33792.00,8259.20

Metric,Value
Benchmark Duration (sec),1148.81
Input Token Throughput (tokens/sec),2.41
Output Token Throughput (tokens/sec),401.95
Overall Usage Prompt Cache Read % (%),0.00
Request Count,100.00
Request Throughput (requests/sec),0.09
Total Input Sequence Length (tokens),2772.00
Total Output Sequence Length (tokens),461782.00
Total Output Tokens (tokens),35819.00
Total Reasoning Tokens (tokens),425963.00
Total Token Throughput (tokens/sec),404.37
Total Usage Completion Tokens (tokens),461782.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),2772.00
Total Usage Reasoning Tokens (tokens),425963.00
Total Usage Total Tokens (tokens),464554.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
