Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2867.79,0.00,9975.56,,,,,,2855.45,,3742.46,4070.47,8735.70,1083.27
Active Decode Throughput Per User (tokens/sec/user),32.15,0.00,250.05,,,,,,27.88,,39.85,75.86,119.18,17.70
Active Prefill Throughput (tokens/sec),1007.26,20.51,64305.07,,,,,,711.87,,1687.89,2170.39,3357.20,2428.24
Active Prefill Throughput Per User (tokens/sec/user),58.05,13.54,1592.89,,,,,,36.74,,87.56,123.71,283.46,118.44
Active Total Throughput (tokens/sec),3752.60,60.43,64305.07,,,,,,3679.97,,4963.39,5245.65,6777.86,2433.45
Credit-to-Start Latency (ms),2.78,0.33,32.12,2844.68,0.51,0.85,1.08,1.68,2.66,3.56,4.53,5.13,7.34,1.69
Decode Duration (ms),116915.64,5690.53,320575.52,119721610.75,11918.32,35514.10,46840.77,78212.10,116024.24,154286.69,183815.20,206766.02,254913.29,53217.85
E2E Output Token Throughput (tokens/sec/user),24.43,2.35,83.56,25017.02,4.34,7.64,9.75,14.65,21.72,31.22,43.18,49.53,66.09,13.34
Effective Concurrency,116.38,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,31.65
Effective Decode Concurrency,100.02,0.00,128.00,,,,,,108.00,,116.00,118.00,128.00,26.81
Effective Decode Throughput (tokens/sec),2866.34,0.00,9975.56,,,,,,2854.92,,3741.81,4070.47,8735.70,1084.91
Effective Decode Throughput Per User (tokens/sec/user),32.13,0.00,250.05,,,,,,27.88,,39.84,75.85,119.18,17.71
Effective Latency (CO-aware) (ms),136053.44,8802.06,357159.88,139318721.19,14933.67,48761.71,64560.08,95804.47,135829.92,174202.78,203640.87,222248.50,268819.29,54448.33
Effective Prefill Concurrency,16.36,0.00,128.00,,,,,,18.00,,26.00,28.00,33.00,9.56
Effective Prefill Throughput (tokens/sec),886.22,0.00,64305.07,,,,,,674.91,,1614.47,2071.22,3356.02,2301.10
Effective Prefill Throughput Per User (tokens/sec/user),51.07,0.00,1592.89,,,,,,33.67,,83.72,115.46,242.60,112.68
Effective Total Throughput (tokens/sec),3752.56,0.00,64305.07,,,,,,3679.97,,4963.39,5245.65,6777.86,2433.46
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,826.26,97.00,2971.00,846094.00,133.07,236.30,308.30,474.75,812.00,1088.50,1368.00,1550.05,2028.08,431.35
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.43,0.00,34.66,435.86,0.00,0.00,0.00,0.00,0.00,0.00,0.25,3.23,6.52,2.48
HTTP Connection Overhead (ms),0.50,0.00,39.80,516.23,0.00,0.00,0.00,0.00,0.00,0.00,0.25,3.23,11.98,2.78
HTTP Connection Reused (ratio),0.89,0.00,1.00,912.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.31
HTTP Data Received (KB),357.50,42.35,1270.30,366084.60,57.61,101.24,133.33,203.68,352.34,468.59,597.65,673.78,876.77,187.68
HTTP Data Sent (KB),4.52,3.96,4.99,4627.57,4.09,4.23,4.31,4.42,4.52,4.63,4.73,4.79,4.88,0.17
HTTP DNS Lookup (ms),0.08,0.00,5.61,80.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.94,0.63
HTTP Duration (excl. conn) (ms),136050.59,8799.91,357155.33,139315803.48,14932.43,48759.25,64557.80,95801.58,135826.36,174197.79,203639.10,222245.24,268817.32,54448.05
HTTP Receiving (ms),116929.29,5690.53,320575.82,119735589.80,11952.42,35514.14,46840.77,78217.41,116024.24,154286.70,183815.20,206838.11,254913.48,53217.15
HTTP Sending (ms),0.58,0.06,34.87,597.84,0.11,0.12,0.12,0.13,0.15,0.16,0.55,3.36,6.71,2.48
HTTP Total Time (ms),136051.09,8804.30,357155.33,139316319.71,14940.61,48759.71,64557.80,95801.58,135826.36,174197.79,203639.10,222245.24,268817.32,54447.94
HTTP Waiting (TTFB) (ms),19120.72,589.01,113385.58,19579615.84,754.60,872.70,1060.86,2962.72,9233.91,28417.64,51777.84,66963.29,93572.33,22221.80
Input Sequence Length (tokens),1036.00,1036.00,1037.00,1060866.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.04
Inter Chunk Latency (ms),141.72,22.68,127654.31,119721610.75,46.61,51.38,77.98,81.19,83.74,85.83,88.10,89.50,94.98,1228.93
Inter Token Latency (ms),47.00,11.78,424.20,48126.29,14.66,17.86,20.08,27.07,38.54,55.47,80.62,98.28,183.21,33.89
OSL Mismatch Diff % (%),-59.08,-96.89,0.00,-60502.39,-95.91,-92.74,-88.55,-82.94,-63.48,-47.47,0.00,0.00,0.00,28.28
Output Sequence Length (tokens),3351.81,255.00,8192.00,3432252.00,335.06,594.75,938.10,1397.75,2991.50,4303.50,8192.00,8192.00,8192.00,2316.52
Output Token Count (tokens),1034.16,15.00,2217.00,925572.00,106.64,205.00,268.80,414.00,1368.00,1601.00,1713.60,1774.60,1890.54,608.19
Output Token Throughput Per User (tokens/sec/user),28.68,2.36,84.88,29367.16,5.46,10.18,12.40,18.03,25.95,36.94,49.80,55.98,68.20,14.48
Prefill Throughput Per User (tokens/sec/user),285.41,9.14,1757.89,292263.22,11.07,15.48,20.01,36.46,112.20,349.26,976.38,1186.86,1372.46,373.50
Reasoning Token Count (tokens),2447.93,88.00,8192.00,2506680.00,152.23,289.55,617.90,892.75,1578.00,2744.00,8192.00,8192.00,8192.00,2397.05
Request Latency (ms),136037.01,8799.98,357155.19,139301903.12,14932.55,48759.32,64557.86,95766.99,135780.09,174178.66,203639.17,222245.30,268817.38,54448.58
