Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),439.03,0.00,61780.21,,,,,,440.27,,578.31,616.68,704.55,314.11
Active Decode Throughput Per User (tokens/sec/user),56.27,0.00,6864.47,,,,,,57.37,,65.41,68.76,77.35,38.15
Active Prefill Throughput (tokens/sec),44219.98,1039.95,173673.99,,,,,,42189.39,,68082.83,76783.19,105310.24,18993.14
Active Prefill Throughput Per User (tokens/sec/user),4852.07,938.83,95015.36,,,,,,4260.50,,7960.23,10111.89,15525.61,2930.61
Active Total Throughput (tokens/sec),44194.47,46.94,173959.37,,,,,,42544.94,,68401.16,77251.33,105650.04,19456.73
Credit Drop Latency (ms),2.13,0.48,19.63,164.07,0.48,0.51,0.53,0.69,1.29,2.43,4.44,5.90,11.39,2.59
Credit-to-Start Latency (ms),1.31,0.45,24.60,1453.82,0.52,0.61,0.67,0.76,0.90,1.24,2.23,3.19,6.91,1.57
E2E Output Token Throughput (tokens/sec/user),19.44,0.04,61.92,21596.04,0.68,2.66,4.72,8.58,15.64,29.35,39.77,46.62,54.11,13.75
Effective Concurrency,17.29,0.00,23.00,,,,,,18.00,,21.00,22.00,23.00,3.44
Effective Decode Concurrency,7.76,0.00,14.00,,,,,,8.00,,10.00,11.00,13.00,1.88
Effective Decode Throughput (tokens/sec),437.40,0.00,61780.21,,,,,,439.88,,578.11,616.42,704.28,314.66
Effective Decode Throughput Per User (tokens/sec/user),56.06,0.00,6864.47,,,,,,57.34,,65.39,68.75,77.32,38.24
Effective Latency (CO-aware) (ms),28476.74,2227.63,313289.86,31637653.02,6571.02,9057.73,11346.18,15893.52,23082.19,32328.94,45880.71,59926.64,141813.13,26078.11
Effective Prefill Concurrency,9.53,0.00,16.00,,,,,,10.00,,12.00,13.00,14.00,2.50
Effective Prefill Throughput (tokens/sec),43611.67,0.00,173673.99,,,,,,42093.98,,67849.67,76782.68,105310.24,19552.65
Effective Prefill Throughput Per User (tokens/sec/user),4785.32,0.00,95015.36,,,,,,4237.59,,7911.57,10070.04,15467.32,2964.75
Effective Total Throughput (tokens/sec),44049.07,0.00,173959.37,,,,,,42495.63,,68310.33,77163.30,105650.04,19588.86
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,281.97,1.00,6470.00,313266.00,5.00,21.00,36.00,58.00,116.00,298.00,605.00,937.50,2614.10,534.61
HTTP Chunks Sent,1.00,1.00,1.00,1111.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,2.64,20.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.17
HTTP Connection Overhead (ms),0.03,0.00,4.05,30.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.27
HTTP Connection Reused (ratio),0.98,0.00,1.00,1090.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14
HTTP Data Received (KB),80.04,1.04,1809.67,88924.85,2.19,6.47,10.93,17.13,33.61,84.11,171.34,264.57,729.36,149.60
HTTP Data Sent (KB),277.50,0.86,506.61,308298.12,1.80,67.82,109.44,201.61,283.95,372.61,421.30,440.62,475.25,116.39
HTTP DNS Lookup (ms),0.01,0.00,1.52,9.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10
HTTP Duration (excl. conn) (ms),28475.36,2218.57,313289.16,31636123.84,6569.55,9056.93,11345.30,15892.70,23081.56,32326.35,45878.45,59925.88,141803.49,26078.00
