Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),526.40,0.00,976.01,,,,,,527.98,,626.88,662.47,708.62,85.57
Active Decode Throughput Per User (tokens/sec/user),138.17,0.00,452.85,,,,,,134.81,,160.53,171.85,206.79,18.09
Active Prefill Throughput (tokens/sec),1712.24,1228.78,6588.87,,,,,,1632.79,,1796.96,2886.05,3410.63,581.24
Active Prefill Throughput Per User (tokens/sec/user),1587.89,1228.78,1958.84,,,,,,1597.67,,1760.51,1792.81,1808.21,153.27
Active Total Throughput (tokens/sec),686.18,185.37,6588.87,,,,,,550.43,,706.37,2040.16,2246.55,493.00
Credit-to-Start Latency (ms),2.52,0.65,8.77,251.60,0.71,0.83,1.07,1.47,2.36,3.07,4.08,5.29,6.91,1.44
Decode Duration (ms),24775.90,2897.73,68551.73,2477590.40,2982.85,6710.70,9097.47,13283.52,24575.62,33349.62,42654.90,46850.51,66337.57,13675.22
E2E Output Token Throughput (tokens/sec/user),123.43,79.99,215.60,12342.69,81.00,83.69,90.09,100.46,114.30,142.72,172.37,192.11,206.59,32.05
Effective Concurrency,3.93,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.41
Effective Decode Concurrency,3.83,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.52
Effective Decode Throughput (tokens/sec),525.98,0.00,976.01,,,,,,527.93,,626.83,662.36,708.62,86.83
Effective Decode Throughput Per User (tokens/sec/user),138.06,0.00,452.85,,,,,,134.80,,160.52,171.85,206.79,18.51
Effective Latency (CO-aware) (ms),25438.49,3441.79,69296.88,2543848.81,3610.90,7383.74,9776.81,13930.43,25183.41,34046.97,43305.38,47617.29,67017.64,13691.00
Effective Prefill Concurrency,0.10,0.00,4.00,,,,,,0.00,,0.00,1.00,1.00,0.33
Effective Prefill Throughput (tokens/sec),160.20,0.00,6588.87,,,,,,0.00,,0.00,1597.67,1792.81,529.38
Effective Prefill Throughput Per User (tokens/sec/user),148.56,0.00,1958.84,,,,,,0.00,,0.00,1593.65,1760.24,464.79
Effective Total Throughput (tokens/sec),686.17,0.00,6588.87,,,,,,550.43,,706.37,2040.16,2246.55,493.00
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,747.82,93.00,2026.00,74782.00,93.00,203.45,271.10,398.50,750.50,990.25,1292.80,1411.40,2024.02,411.07
