Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1965.85,0.00,2672.34,,,,,,2122.58,,2283.77,2306.77,2423.89,497.15
Active Decode Throughput Per User (tokens/sec/user),139.95,0.00,327.82,,,,,,138.68,,147.72,161.63,175.33,9.98
Active Prefill Throughput (tokens/sec),226.32,40.99,1560.30,,,,,,163.30,,439.00,576.84,1560.30,238.43
Active Prefill Throughput Per User (tokens/sec/user),146.57,40.99,666.30,,,,,,111.50,,245.76,289.67,666.30,97.15
Active Total Throughput (tokens/sec),2033.07,40.99,2843.34,,,,,,2187.37,,2293.24,2344.72,2568.93,525.80
Credit-to-Start Latency (ms),1.36,0.65,3.51,173.99,0.68,0.71,0.76,0.92,1.08,1.67,2.48,2.80,2.90,0.66
Decode Duration (ms),12805.17,2101.72,36128.49,1639061.50,2309.62,2913.07,3865.08,5361.99,8767.73,18735.99,29287.34,31359.49,34524.74,9592.09
E2E Output Token Throughput (tokens/sec/user),131.77,84.23,158.36,16866.06,95.15,110.56,116.64,123.76,132.45,140.28,147.27,150.01,156.92,12.59
Effective Concurrency,14.69,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.69
Effective Decode Concurrency,14.12,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.77
Effective Decode Throughput (tokens/sec),1954.08,0.00,2672.34,,,,,,2121.50,,2283.61,2306.66,2423.89,518.35
Effective Decode Throughput Per User (tokens/sec/user),139.11,0.00,327.82,,,,,,138.65,,147.66,161.53,175.33,14.68
Effective Latency (CO-aware) (ms),13326.87,2594.36,36909.43,1705839.78,2874.70,3430.29,4402.76,5886.34,9250.84,19284.46,29960.03,31876.28,35025.57,9600.94
Effective Prefill Concurrency,0.57,0.00,16.00,,,,,,0.00,,2.00,2.00,3.00,1.46
Effective Prefill Throughput (tokens/sec),78.92,0.00,1560.30,,,,,,0.00,,244.28,353.95,666.30,177.36
Effective Prefill Throughput Per User (tokens/sec/user),51.11,0.00,666.30,,,,,,0.00,,171.59,219.38,423.00,90.39
