Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),853.77,0.00,4166.92,,,,,,896.15,,1012.96,1035.23,1089.13,203.46
Active Decode Throughput Per User (tokens/sec/user),117.17,0.00,520.87,,,,,,117.67,,129.27,132.14,139.15,10.55
Active Prefill Throughput (tokens/sec),1760.35,1230.09,11270.23,,,,,,1576.51,,1729.34,3059.12,11270.23,1113.71
Active Prefill Throughput Per User (tokens/sec/user),1518.76,1230.09,1729.34,,,,,,1530.47,,1683.15,1705.49,1729.34,132.78
Active Total Throughput (tokens/sec),1114.68,93.52,11270.23,,,,,,946.62,,2275.63,2467.33,3659.02,749.96
Credit-to-Start Latency (ms),2.82,0.66,8.57,281.61,0.72,0.75,0.98,1.46,2.42,3.77,5.56,6.31,8.19,1.81
Decode Duration (ms),28750.32,5644.47,93357.98,2875032.04,5757.29,7198.03,9533.54,15445.87,26721.80,37419.44,49831.70,56768.13,87640.20,17402.14
E2E Output Token Throughput (tokens/sec/user),107.08,65.36,200.35,10707.60,68.53,71.24,77.54,85.22,97.53,130.78,142.60,149.27,181.90,28.21
Effective Concurrency,7.45,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.65
Effective Decode Concurrency,7.28,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.68
Effective Decode Throughput (tokens/sec),852.36,0.00,4166.92,,,,,,895.99,,1012.95,1035.11,1089.13,206.23
Effective Decode Throughput Per User (tokens/sec/user),116.98,0.00,520.87,,,,,,117.61,,129.27,132.14,139.15,11.57
Effective Latency (CO-aware) (ms),29445.61,6330.00,94086.36,2944561.26,6477.98,7836.93,10229.06,16105.25,27373.48,38107.12,50603.82,57501.03,88407.62,17404.44
Effective Prefill Concurrency,0.17,0.00,8.00,,,,,,0.00,,1.00,1.00,2.00,0.52
Effective Prefill Throughput (tokens/sec),262.29,0.00,11270.23,,,,,,0.00,,1445.76,1644.04,2862.56,760.09
Effective Prefill Throughput Per User (tokens/sec/user),226.29,0.00,1729.34,,,,,,0.00,,1438.72,1589.41,1703.15,543.23
Effective Total Throughput (tokens/sec),1114.65,0.00,11270.23,,,,,,946.62,,2275.63,2467.33,3659.02,749.97
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,790.01,158.00,2584.00,79001.00,158.99,199.80,260.90,419.25,732.00,1041.75,1361.70,1550.45,2561.23,484.18
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),342.69,68.46,1108.46,34268.65,68.96,86.09,112.77,180.91,318.33,451.86,592.00,678.71,1100.96,209.80
HTTP Data Sent (KB),4.52,4.00,5.00,452.39,4.13,4.27,4.33,4.43,4.51,4.62,4.75,4.79,4.91,0.17
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
