Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),697.65,0.00,1333.38,,,,,,892.81,,1040.85,1056.21,1116.68,366.05
Active Decode Throughput Per User (tokens/sec/user),116.04,0.00,299.31,,,,,,128.81,,140.14,142.48,149.95,36.53
Active Prefill Throughput (tokens/sec),170.04,59.79,577.21,,,,,,146.69,,319.83,354.32,577.21,104.89
Active Prefill Throughput Per User (tokens/sec/user),109.24,58.40,207.30,,,,,,104.32,,162.67,172.27,199.88,34.17
Active Total Throughput (tokens/sec),766.94,127.57,1041.74,,,,,,897.30,,932.73,955.62,1006.12,278.05
Credit-to-Start Latency (ms),0.91,0.61,1.61,91.26,0.62,0.66,0.67,0.78,0.90,1.01,1.16,1.27,1.55,0.19
Decode Duration (ms),5756.73,2091.37,18882.08,575672.59,2171.91,2740.99,3040.96,4126.40,5126.17,6712.43,8519.91,10258.25,18767.00,2926.63
E2E Output Token Throughput (tokens/sec/user),101.66,77.28,138.81,10165.78,82.53,89.28,93.43,97.35,101.45,106.18,109.28,113.09,128.71,8.19
Effective Concurrency,6.77,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.55
Effective Decode Concurrency,6.07,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,2.45
Effective Decode Throughput (tokens/sec),693.47,0.00,1333.38,,,,,,891.56,,1040.84,1056.14,1116.68,368.90
Effective Decode Throughput Per User (tokens/sec/user),115.35,0.00,299.31,,,,,,128.78,,140.13,142.47,149.95,37.51
Effective Latency (CO-aware) (ms),6427.62,2821.95,19572.24,642761.97,2828.69,3333.71,3792.55,4709.54,5753.18,7311.44,9184.97,10812.28,19364.49,2913.74
Effective Prefill Concurrency,0.70,0.00,8.00,,,,,,0.00,,2.00,3.00,6.00,1.09
Effective Prefill Throughput (tokens/sec),73.43,0.00,577.21,,,,,,0.00,,212.19,282.29,494.68,108.84
Effective Prefill Throughput Per User (tokens/sec/user),47.17,0.00,207.30,,,,,,0.00,,136.50,161.96,173.11,58.58
Effective Total Throughput (tokens/sec),766.90,0.00,1041.74,,,,,,897.30,,932.73,955.62,1006.12,278.10
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,145.89,48.00,637.00,14589.00,55.92,66.75,77.60,100.00,126.00,168.00,212.20,249.45,463.75,81.12
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),63.41,21.54,273.72,6340.80,24.95,29.60,34.20,43.79,54.99,72.85,91.60,107.32,199.55,34.68
HTTP Data Sent (KB),0.39,0.24,0.69,38.69,0.26,0.27,0.28,0.31,0.37,0.46,0.51,0.55,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),6426.64,2821.01,19571.47,642663.87,2827.69,3332.82,3791.70,4708.42,5752.43,7310.44,9184.09,10811.53,19363.76,2913.79
HTTP Receiving (ms),5764.56,2091.37,18913.68,576455.91,2171.92,2741.00,3041.54,4153.68,5126.18,6712.44,8519.91,10272.30,18767.32,2930.60
HTTP Sending (ms),0.15,0.11,0.24,14.60,0.11,0.12,0.12,0.13,0.15,0.16,0.18,0.18,0.20,0.02
HTTP Total Time (ms),6426.64,2821.01,19571.47,642663.87,2827.69,3332.82,3791.70,4708.42,5752.43,7310.44,9184.09,10811.53,19363.76,2913.79
HTTP Waiting (TTFB) (ms),661.93,510.44,1030.24,66193.36,515.93,529.96,540.02,577.19,647.32,701.40,774.60,1029.79,1030.22,121.04
Input Sequence Length (tokens),69.71,35.00,136.00,6971.00,39.95,41.95,46.90,54.75,64.50,85.00,100.00,104.10,133.03,21.27
Inter Chunk Latency (ms),39.78,22.20,374.41,575672.59,28.05,30.31,32.78,34.81,35.64,36.20,38.27,40.23,164.33,23.26
Inter Token Latency (ms),8.71,6.70,10.05,870.76,7.49,7.90,8.05,8.34,8.61,9.07,9.53,9.74,10.04,0.60
Output Sequence Length (tokens),659.32,218.00,2490.00,65932.00,264.53,295.85,347.60,484.00,594.00,767.75,963.10,1072.15,1886.10,323.78
Output Token Count (tokens),159.64,48.00,308.00,15964.00,52.95,75.90,92.90,115.75,149.00,198.00,248.30,278.05,293.15,60.81
Output Token Throughput Per User (tokens/sec/user),115.40,99.51,149.34,11540.40,99.59,102.72,104.94,110.22,116.09,119.85,124.21,126.54,133.58,8.15
Prefill Throughput Per User (tokens/sec/user),109.24,39.79,239.37,10923.71,48.45,60.88,64.97,76.68,102.38,133.89,164.47,181.96,207.62,40.59
Reasoning Token Count (tokens),499.68,150.00,2274.00,49968.00,190.59,233.25,255.80,349.00,444.00,580.75,713.70,858.00,1624.56,284.92
Request Latency (ms),6418.88,2821.07,19539.95,641888.21,2827.75,3332.88,3791.75,4681.53,5752.50,7310.51,9180.48,10809.95,19363.51,2909.78
Time to First Output Token (ms),5045.24,2282.66,18011.18,504524.43,2286.29,2541.50,2977.95,3528.83,4677.46,5646.12,7027.94,8479.17,16893.33,2541.67
Time to First Token (ms),662.16,510.67,1030.51,66215.63,516.12,530.15,540.23,577.42,647.52,701.63,774.80,1030.05,1030.48,121.05
Time to Second Token (ms),33.49,27.79,39.30,3348.95,27.80,31.09,32.05,33.06,33.57,34.08,34.97,35.33,36.83,1.56
Tokens In Flight (tokens),2962.19,0.00,6530.08,,,,,,2977.96,,4360.82,5041.00,5661.45,1121.57
Usage Completion Tokens (tokens),659.32,218.00,2490.00,65932.00,264.53,295.85,347.60,484.00,594.00,767.75,963.10,1072.15,1886.10,323.78
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),69.71,35.00,136.00,6971.00,39.95,41.95,46.90,54.75,64.50,85.00,100.00,104.10,133.03,21.27
Usage Reasoning Tokens (tokens),499.68,150.00,2274.00,49968.00,190.59,233.25,255.80,349.00,444.00,580.75,713.70,858.00,1624.56,284.92
Usage Total Tokens (tokens),729.03,270.00,2580.00,72903.00,314.55,348.40,398.20,536.00,662.50,838.00,1039.70,1170.75,1974.12,331.34

Metric,Value
Benchmark Duration (sec),94.93
Input Token Throughput (tokens/sec),73.43
Output Token Throughput (tokens/sec),694.52
Overall Usage Prompt Cache Read % (%),0.00
Request Count,100.00
Request Throughput (requests/sec),1.05
Total Input Sequence Length (tokens),6971.00
Total Output Sequence Length (tokens),65932.00
Total Output Tokens (tokens),15964.00
Total Reasoning Tokens (tokens),49968.00
Total Token Throughput (tokens/sec),767.95
Total Usage Completion Tokens (tokens),65932.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),6971.00
Total Usage Reasoning Tokens (tokens),49968.00
Total Usage Total Tokens (tokens),72903.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
