Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3829.66,0.00,6219.95,,,,,,3157.50,,5570.02,5650.38,5789.65,1530.30
Active Decode Throughput Per User (tokens/sec/user),72.01,0.00,309.93,,,,,,81.72,,91.80,117.27,151.89,26.17
Active Prefill Throughput (tokens/sec),1913.85,68.06,43892.99,,,,,,1376.72,,3377.41,4150.75,6842.58,2943.92
Active Prefill Throughput Per User (tokens/sec/user),987.44,68.06,1718.87,,,,,,1188.15,,1459.63,1480.37,1596.74,457.97
Active Total Throughput (tokens/sec),5059.55,97.11,43892.99,,,,,,5091.62,,7024.69,7931.58,9861.92,2691.75
Credit-to-Start Latency (ms),2.65,0.52,24.96,1358.99,0.68,0.93,1.06,1.53,2.45,3.25,4.38,5.40,7.27,1.73
Decode Duration (ms),47700.45,3457.28,159492.29,24422629.31,5747.94,10690.57,15845.54,25482.65,45323.31,63608.01,84412.03,94734.76,121746.04,27278.26
E2E Output Token Throughput (tokens/sec/user),62.33,21.02,115.68,31910.53,31.15,37.88,41.92,49.93,58.57,73.77,87.59,94.94,106.05,17.37
Effective Concurrency,58.23,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,16.04
Effective Decode Concurrency,56.88,0.00,64.00,,,,,,63.00,,64.00,64.00,64.00,15.98
Effective Decode Throughput (tokens/sec),3824.43,0.00,6219.95,,,,,,3156.44,,5569.96,5650.37,5789.65,1535.78
Effective Decode Throughput Per User (tokens/sec/user),71.91,0.00,309.93,,,,,,81.63,,91.79,117.25,151.89,26.29
Effective Latency (CO-aware) (ms),48850.07,4365.92,168608.83,25011236.14,6538.17,11507.68,16958.15,26436.30,46277.50,64338.89,85623.21,96181.27,123403.18,27379.07
Effective Prefill Concurrency,1.36,0.00,64.00,,,,,,1.00,,3.00,3.00,5.00,3.73
Effective Prefill Throughput (tokens/sec),1235.03,0.00,43892.99,,,,,,1140.87,,2753.98,3931.80,5565.62,2535.95
Effective Prefill Throughput Per User (tokens/sec/user),637.21,0.00,1718.87,,,,,,603.94,,1385.58,1467.82,1588.39,598.76
Effective Total Throughput (tokens/sec),5059.45,0.00,43892.99,,,,,,5091.62,,7024.69,7931.58,9861.92,2691.82
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
