Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),753.00,0.00,1424.32,,,,,,863.80,,925.47,955.32,1006.35,256.14
Active Decode Throughput Per User (tokens/sec/user),110.80,0.00,352.42,,,,,,112.44,,127.09,160.04,163.61,26.68
Active Prefill Throughput (tokens/sec),268.78,61.83,1172.00,,,,,,228.20,,460.57,595.25,1172.00,173.89
Active Prefill Throughput Per User (tokens/sec/user),222.90,61.83,595.25,,,,,,210.85,,374.30,432.18,595.25,101.32
Active Total Throughput (tokens/sec),822.59,61.83,1332.88,,,,,,858.37,,986.00,1081.23,1264.91,225.71
Credit-to-Start Latency (ms),1.40,0.60,4.08,139.99,0.67,0.70,0.77,0.84,1.12,1.53,2.69,3.43,3.83,0.84
Decode Duration (ms),13438.58,1841.14,44792.80,1343858.44,1863.55,2563.81,3425.08,4603.26,9165.34,16102.03,34764.39,41912.13,43414.34,11946.26
E2E Output Token Throughput (tokens/sec/user),102.92,87.09,138.99,10292.38,89.31,91.11,93.02,96.31,103.68,107.85,111.28,113.75,120.63,7.97
Effective Concurrency,7.31,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.96
Effective Decode Concurrency,6.98,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.98
Effective Decode Throughput (tokens/sec),750.73,0.00,1424.32,,,,,,863.41,,925.25,955.28,1006.35,259.07
Effective Decode Throughput Per User (tokens/sec/user),110.47,0.00,352.42,,,,,,112.44,,127.03,160.03,163.61,27.32
Effective Latency (CO-aware) (ms),14085.99,2453.60,45460.09,1408598.86,2620.69,3276.85,4020.60,5225.07,9763.84,16819.07,35342.03,42591.84,44039.02,11941.35
Effective Prefill Concurrency,0.33,0.00,8.00,,,,,,0.00,,1.00,1.00,2.00,0.72
Effective Prefill Throughput (tokens/sec),71.83,0.00,1172.00,,,,,,0.00,,252.92,380.98,658.08,149.09
Effective Prefill Throughput Per User (tokens/sec/user),59.57,0.00,595.25,,,,,,0.00,,234.19,296.53,446.43,111.68
Effective Total Throughput (tokens/sec),822.56,0.00,1332.88,,,,,,858.37,,986.00,1081.23,1264.91,225.76
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,341.04,47.00,1135.00,34104.00,49.97,65.85,83.40,114.50,234.00,399.75,887.20,1034.05,1088.47,302.81
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),147.46,21.32,488.52,14745.69,22.77,29.60,37.13,50.56,101.77,172.39,383.81,444.30,468.54,129.83
HTTP Data Sent (KB),0.59,0.28,1.43,58.99,0.30,0.33,0.35,0.43,0.55,0.66,0.87,1.01,1.34,0.22
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),14084.53,2452.58,45458.76,1408452.57,2619.37,3273.46,4019.73,5222.08,9762.85,16818.12,35339.55,42590.41,44038.08,11941.40
HTTP Receiving (ms),13443.48,1863.78,44792.81,1344348.29,1877.35,2563.81,3428.65,4603.27,9165.35,16102.04,34764.40,41912.13,43414.34,11944.27
HTTP Sending (ms),0.14,0.11,0.23,14.04,0.11,0.11,0.12,0.12,0.14,0.15,0.16,0.17,0.20,0.02
HTTP Total Time (ms),14084.53,2452.58,45458.76,1408452.57,2619.37,3273.46,4019.73,5222.08,9762.85,16818.12,35339.55,42590.41,44038.08,11941.40
HTTP Waiting (TTFB) (ms),640.90,460.90,843.97,64090.24,471.67,534.51,546.05,571.11,638.36,698.73,745.12,808.30,808.96,82.90
Input Sequence Length (tokens),138.36,50.00,330.00,13836.00,50.99,59.00,76.30,95.00,128.00,164.00,219.90,283.75,319.11,63.56
Inter Chunk Latency (ms),39.54,21.32,200.35,1343858.44,26.22,34.44,35.77,37.17,37.84,38.31,38.86,40.62,142.35,15.07
Inter Token Latency (ms),8.95,7.00,10.94,894.78,7.27,7.75,7.97,8.46,8.91,9.40,9.93,10.46,10.60,0.77
Output Sequence Length (tokens),1447.11,236.00,4096.00,144711.00,238.97,309.40,374.50,517.00,1040.00,1777.25,3872.30,4096.00,4096.00,1188.10
Output Token Count (tokens),194.85,48.00,429.00,17731.00,53.40,70.00,99.00,130.50,190.00,254.00,304.00,341.50,423.60,84.48
Output Token Throughput Per User (tokens/sec/user),112.59,91.42,142.78,11259.06,94.32,95.56,100.69,106.40,112.23,118.18,125.44,129.09,137.55,9.75
Prefill Throughput Per User (tokens/sec/user),219.90,61.83,595.25,21990.47,73.01,87.98,104.96,149.69,203.18,253.22,381.67,432.89,556.49,105.85
Reasoning Token Count (tokens),1269.80,112.00,4096.00,126980.00,156.55,212.95,258.20,344.00,853.00,1549.50,3549.30,4096.00,4096.00,1200.87
Request Latency (ms),14079.70,2452.64,45458.82,1407969.67,2583.46,3273.52,4016.22,5222.14,9762.91,16818.18,35339.61,42590.48,44038.15,11943.39
Time to First Output Token (ms),9910.34,1753.96,35078.25,901840.60,1934.07,2567.00,2857.18,3760.06,8109.87,12887.33,21725.56,29808.07,33642.15,8040.69
Time to First Token (ms),641.11,461.11,844.17,64111.22,471.89,534.69,546.26,571.30,638.57,698.93,745.33,808.58,809.22,82.91
Time to Second Token (ms),35.30,27.17,40.40,3530.05,27.35,27.75,32.56,35.29,35.79,36.32,37.25,37.84,40.21,2.57
Tokens In Flight (tokens),9743.72,0.00,18560.98,,,,,,9758.86,,14804.90,15822.08,17307.02,3933.03
Usage Completion Tokens (tokens),1447.11,236.00,4096.00,144711.00,238.97,309.40,374.50,517.00,1040.00,1777.25,3872.30,4096.00,4096.00,1188.10
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),138.36,50.00,330.00,13836.00,50.99,59.00,76.30,95.00,128.00,164.00,219.90,283.75,319.11,63.56
