Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4605.71,0.00,8081.32,,,,,,6579.18,,7377.96,7537.18,7817.93,3017.51
Active Decode Throughput Per User (tokens/sec/user),127.08,0.00,372.91,,,,,,120.76,,157.52,168.53,201.44,20.08
Active Prefill Throughput (tokens/sec),751.94,23.09,1827.43,,,,,,690.61,,1261.32,1588.04,1827.43,375.60
Active Prefill Throughput Per User (tokens/sec/user),126.62,22.65,238.45,,,,,,132.08,,159.17,167.81,187.61,32.74
Active Total Throughput (tokens/sec),5024.40,23.09,8156.62,,,,,,7500.70,,7815.46,7883.39,7998.22,3305.05
Credit-to-Start Latency (ms),0.95,0.41,12.58,488.12,0.54,0.57,0.61,0.67,0.78,0.94,1.39,2.06,2.44,0.81
Decode Duration (ms),5874.50,1618.90,45020.38,3007742.28,1818.80,2199.63,2396.36,3541.96,4805.84,6103.49,8968.65,12708.31,36937.32,5269.55
E2E Output Token Throughput (tokens/sec/user),107.48,48.90,137.59,55028.51,58.84,78.99,86.13,101.22,110.77,117.57,121.70,125.03,130.65,14.59
Effective Concurrency,43.42,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,27.35
Effective Decode Concurrency,38.27,0.00,64.00,,,,,,56.00,,61.00,62.00,64.00,25.67
Effective Decode Throughput (tokens/sec),4567.70,0.00,8081.32,,,,,,6569.21,,7377.74,7532.73,7817.93,3033.78
Effective Decode Throughput Per User (tokens/sec/user),126.03,0.00,372.91,,,,,,120.71,,157.31,168.49,201.37,23.07
Effective Latency (CO-aware) (ms),6672.49,2165.24,45472.49,3416313.29,2340.03,2768.52,3044.23,4183.04,5544.68,7185.65,9954.50,13372.21,37516.71,5290.33
Effective Prefill Concurrency,5.15,0.00,64.00,,,,,,3.00,,8.00,11.00,62.00,11.06
Effective Prefill Throughput (tokens/sec),456.36,0.00,1827.43,,,,,,401.17,,1089.11,1310.02,1686.69,469.59
Effective Prefill Throughput Per User (tokens/sec/user),76.84,0.00,238.45,,,,,,108.71,,151.30,160.22,186.81,66.90
Effective Total Throughput (tokens/sec),5024.06,0.00,8156.62,,,,,,7500.70,,7815.46,7883.39,7998.22,3305.19
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,123.99,35.00,923.00,63485.00,39.00,46.00,50.10,74.00,100.00,128.00,186.00,264.00,811.25,115.79
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.23,0.00,5.05,115.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,4.69,0.87
