Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2680.59,0.00,16974.32,,,,,,1248.63,,6876.50,14804.64,15545.89,3878.87
Active Decode Throughput Per User (tokens/sec/user),75.94,0.00,301.81,,,,,,67.71,,136.17,137.35,142.28,40.68
Active Prefill Throughput (tokens/sec),811.54,17.66,12973.29,,,,,,409.31,,892.04,1419.96,12873.92,1974.63
Active Prefill Throughput Per User (tokens/sec/user),86.63,8.07,417.00,,,,,,80.02,,156.54,227.92,315.50,62.61
Active Total Throughput (tokens/sec),2745.51,65.53,13958.41,,,,,,1412.11,,9361.45,12796.11,13239.93,3757.40
Credit-to-Start Latency (ms),2.01,0.49,25.90,1003.45,0.56,0.68,0.76,0.99,1.29,2.01,2.76,3.32,21.08,3.04
Decode Duration (ms),69531.10,2648.28,574128.00,34765548.04,5435.25,7934.83,11211.73,17134.47,30374.23,74727.83,216781.83,293040.50,367216.79,90466.90
E2E Output Token Throughput (tokens/sec/user),47.49,9.55,65.45,23745.59,22.54,33.72,39.35,44.54,48.73,51.93,54.96,56.55,59.44,7.25
Effective Concurrency,58.93,0.00,256.00,,,,,,31.00,,205.00,256.00,256.00,77.25
Effective Decode Concurrency,57.71,0.00,256.00,,,,,,31.00,,197.00,249.00,254.00,75.08
Effective Decode Throughput (tokens/sec),2678.34,0.00,16974.32,,,,,,1246.09,,6876.50,14804.64,15545.89,3878.02
Effective Decode Throughput Per User (tokens/sec/user),75.88,0.00,301.81,,,,,,67.60,,136.17,137.35,142.28,40.72
Effective Latency (CO-aware) (ms),71025.45,3390.34,574892.47,35512727.05,6175.18,9416.44,12498.50,18426.93,31922.16,76195.71,217609.50,294713.50,368021.21,90633.00
Effective Prefill Concurrency,1.22,0.00,256.00,,,,,,0.00,,0.00,5.00,14.00,12.29
Effective Prefill Throughput (tokens/sec),66.98,0.00,12973.29,,,,,,0.00,,0.00,328.34,869.04,609.65
Effective Prefill Throughput Per User (tokens/sec/user),7.15,0.00,417.00,,,,,,0.00,,0.00,63.53,141.06,29.86
Effective Total Throughput (tokens/sec),2745.32,0.00,13958.41,,,,,,1412.11,,9361.45,12796.11,13239.93,3757.34
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,768.94,33.00,9466.00,384469.00,65.99,103.85,138.90,210.50,364.50,826.00,2112.20,2976.80,4669.30,1046.45
HTTP Chunks Sent,1.00,1.00,1.00,500.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.46,0.00,26.70,728.07,0.00,0.00,0.00,0.00,0.00,1.10,3.95,6.59,22.40,3.68
HTTP Connection Overhead (ms),1.62,0.00,31.82,809.24,0.00,0.00,0.00,0.00,0.00,1.10,3.95,11.36,22.40,4.08
HTTP Connection Reused (ratio),0.52,0.00,1.00,260.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),328.28,15.07,4056.21,164140.76,29.31,44.95,60.06,89.96,155.55,352.20,900.39,1270.74,1993.36,446.62
HTTP Data Sent (KB),0.32,0.14,1.92,160.54,0.15,0.17,0.18,0.22,0.27,0.36,0.52,0.64,0.88,0.18
HTTP DNS Lookup (ms),0.16,0.00,5.73,81.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.21,0.90
HTTP Duration (excl. conn) (ms),71023.39,3388.98,574891.03,35511694.73,6172.28,9414.80,12495.84,18425.89,31921.04,76194.59,217608.67,294711.67,368016.52,90633.04
HTTP Receiving (ms),69548.33,2648.29,574131.60,34774166.15,5435.26,7937.98,11211.74,17134.47,30374.23,74727.83,216781.84,293042.98,367257.33,90467.15
HTTP Sending (ms),1.59,0.06,26.94,795.78,0.11,0.11,0.11,0.12,0.21,1.19,4.09,6.79,22.50,3.69
HTTP Total Time (ms),71025.01,3388.98,574891.03,35512503.97,6175.36,9414.99,12496.38,18425.89,31921.04,76194.70,217608.95,294711.67,368016.54,90632.75
HTTP Waiting (TTFB) (ms),1473.47,462.63,18982.38,736732.79,560.78,599.18,638.47,717.38,927.58,1782.17,1970.69,1983.87,14733.19,2149.52
Input Sequence Length (tokens),80.72,18.00,768.00,40360.00,24.00,30.00,33.00,44.00,61.00,88.25,147.20,206.30,339.15,73.14
Inter Chunk Latency (ms),90.57,11.34,178049.11,34765548.04,32.88,44.60,50.49,69.28,74.07,94.65,97.69,131.07,166.80,618.13
