Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3604.44,0.00,6004.79,,,,,,3176.52,,5185.85,5264.19,5434.40,1482.68
Active Decode Throughput Per User (tokens/sec/user),67.65,0.00,219.32,,,,,,78.07,,95.98,105.38,116.33,23.56
Active Prefill Throughput (tokens/sec),1909.57,43.00,44698.48,,,,,,1451.80,,3166.20,4333.77,6328.71,3019.85
Active Prefill Throughput Per User (tokens/sec/user),1037.94,43.00,1740.01,,,,,,1225.35,,1574.04,1655.77,1710.20,516.19
Active Total Throughput (tokens/sec),4719.81,55.12,44698.48,,,,,,4761.34,,6792.02,7660.26,9880.71,2687.50
Credit-to-Start Latency (ms),2.81,0.52,16.80,1438.38,0.62,0.88,1.08,1.67,2.62,3.44,4.68,5.52,8.62,1.69
Decode Duration (ms),52291.28,3230.84,215159.95,26773134.76,6408.00,13503.57,17705.07,26798.05,49391.92,69960.94,91329.22,110360.30,144815.51,30802.29
E2E Output Token Throughput (tokens/sec/user),59.65,14.01,136.68,30540.93,25.35,35.71,39.56,44.85,56.24,70.35,86.35,97.05,116.08,19.43
Effective Concurrency,57.70,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,16.67
Effective Decode Concurrency,56.53,0.00,64.00,,,,,,63.00,,64.00,64.00,64.00,16.61
Effective Decode Throughput (tokens/sec),3599.83,0.00,6004.79,,,,,,3171.50,,5185.30,5263.91,5434.40,1487.32
Effective Decode Throughput Per User (tokens/sec/user),67.56,0.00,219.32,,,,,,78.06,,95.98,105.38,116.33,23.67
Effective Latency (CO-aware) (ms),53386.26,6088.21,215911.25,27333765.08,7496.63,14248.55,18453.91,27983.07,50272.54,71182.29,93633.17,111137.24,145499.29,30758.76
Effective Prefill Concurrency,1.17,0.00,64.00,,,,,,1.00,,2.00,3.00,4.00,3.52
Effective Prefill Throughput (tokens/sec),1119.85,0.00,44698.48,,,,,,243.84,,2919.50,3300.17,5562.36,2496.47
Effective Prefill Throughput Per User (tokens/sec/user),608.69,0.00,1740.01,,,,,,238.71,,1507.49,1582.18,1697.97,646.17
Effective Total Throughput (tokens/sec),4719.67,0.00,44698.48,,,,,,4761.34,,6792.02,7660.26,9880.71,2687.59
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,861.53,68.00,3582.00,441102.00,121.21,236.55,326.10,463.75,847.00,1108.75,1462.80,1732.45,2197.13,476.78
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.21,0.00,4.66,105.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91,4.28,0.80
HTTP Connection Overhead (ms),0.31,0.00,8.51,158.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91,7.73,1.34
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),372.22,29.98,1525.74,190574.39,52.51,101.99,139.69,198.37,366.64,476.81,637.87,746.17,946.67,206.50
HTTP Data Sent (KB),4.53,3.86,4.98,2319.12,4.06,4.24,4.33,4.43,4.53,4.64,4.75,4.80,4.88,0.17
HTTP DNS Lookup (ms),0.10,0.00,3.85,53.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.42,0.58
HTTP Duration (excl. conn) (ms),53383.38,6084.68,215907.10,27332288.74,7495.55,14246.16,18450.90,27978.24,50269.22,71178.72,93631.37,111133.72,145496.20,30758.64
