Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),10944.76,0.00,15369.13,,,,,,13081.96,,13664.94,13905.82,14374.64,4669.75
Active Decode Throughput Per User (tokens/sec/user),101.07,0.00,403.64,,,,,,93.89,,113.71,163.80,185.26,21.00
Active Prefill Throughput (tokens/sec),1381.28,7.03,13802.18,,,,,,1319.16,,1434.40,1466.44,1537.01,1083.72
Active Prefill Throughput Per User (tokens/sec/user),11.90,7.03,78.02,,,,,,11.54,,12.47,12.72,13.10,3.77
Active Total Throughput (tokens/sec),12017.17,7.03,15544.68,,,,,,14450.65,,14880.13,15019.24,15509.58,5187.32
Credit-to-Start Latency (ms),1.03,0.32,22.76,2110.00,0.55,0.64,0.68,0.76,0.87,1.03,1.41,2.06,2.92,0.95
Decode Duration (ms),7459.75,1902.05,63235.58,15277569.38,2303.92,2772.14,3263.35,4533.59,6124.39,8082.26,10964.81,15392.57,42161.34,6387.17
E2E Output Token Throughput (tokens/sec/user),52.07,21.85,109.56,106639.98,26.64,32.55,36.61,43.66,50.71,58.26,67.36,82.13,93.58,13.60
Effective Concurrency,205.02,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,95.06
Effective Decode Concurrency,116.18,0.00,144.00,,,,,,141.00,,143.00,144.00,144.00,50.92
Effective Decode Throughput (tokens/sec),10918.33,0.00,15369.13,,,,,,13081.40,,13661.82,13905.82,14374.64,4694.95
Effective Decode Throughput Per User (tokens/sec/user),100.83,0.00,403.64,,,,,,93.88,,113.71,163.80,185.26,21.55
Effective Latency (CO-aware) (ms),13178.24,2841.99,69031.22,26989028.40,4531.87,7310.53,8334.69,10148.47,11974.51,14260.99,17418.65,20860.60,48836.01,6625.44
Effective Prefill Concurrency,88.84,0.00,256.00,,,,,,114.00,,116.00,117.00,120.00,48.90
Effective Prefill Throughput (tokens/sec),1098.35,0.00,13802.18,,,,,,1301.47,,1420.21,1458.26,1508.49,1115.63
Effective Prefill Throughput Per User (tokens/sec/user),9.46,0.00,78.02,,,,,,11.39,,12.38,12.66,13.04,5.86
Effective Total Throughput (tokens/sec),12016.67,0.00,15544.68,,,,,,14450.65,,14880.13,15019.24,15509.58,5187.78
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,123.03,32.00,1030.00,251967.00,38.47,46.00,54.00,75.00,101.00,133.00,178.30,253.00,701.06,106.27
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.23,0.00,19.60,466.84,0.00,0.00,0.00,0.00,0.00,0.00,0.36,1.21,4.76,1.06
HTTP Connection Overhead (ms),0.26,0.00,19.60,522.93,0.00,0.00,0.00,0.00,0.00,0.00,0.36,1.21,4.87,1.25
HTTP Connection Reused (ratio),0.88,0.00,1.00,1808.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32
HTTP Data Received (KB),54.18,15.08,443.55,110964.22,17.80,21.09,24.52,33.47,44.74,58.35,77.91,110.23,301.98,45.73
HTTP Data Sent (KB),0.39,0.23,0.99,798.31,0.25,0.27,0.29,0.32,0.37,0.44,0.51,0.57,0.68,0.09
HTTP DNS Lookup (ms),0.03,0.00,4.03,56.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31
HTTP Duration (excl. conn) (ms),13177.15,2841.23,69030.32,26986798.80,4530.66,7309.75,8333.83,10147.58,11973.04,14260.17,17417.76,20859.80,48834.98,6625.45
HTTP Receiving (ms),7467.08,1902.05,63235.58,15292579.58,2303.92,2781.02,3266.80,4548.01,6128.36,8082.26,10964.81,15395.57,42184.90,6386.97
HTTP Sending (ms),0.36,0.06,19.68,738.46,0.10,0.11,0.11,0.12,0.14,0.15,0.47,1.35,4.95,1.06
HTTP Total Time (ms),13177.40,2842.27,69030.32,26987321.73,4531.29,7309.75,8333.83,10147.58,11973.04,14260.17,17418.87,20859.80,48834.98,6625.39
HTTP Waiting (TTFB) (ms),5709.71,311.48,10974.55,11693480.76,724.24,904.66,4095.68,5094.90,5877.37,6727.74,7542.86,8129.01,8935.97,1742.68
Input Sequence Length (tokens),70.59,34.00,197.00,144578.00,38.00,44.00,47.00,55.00,67.00,82.00,100.00,112.00,135.53,21.30
Inter Chunk Latency (ms),61.19,23.24,171.39,15277569.38,43.42,56.58,59.33,60.85,61.58,62.14,62.85,64.02,66.52,4.45
Inter Token Latency (ms),10.27,7.99,15.44,21024.56,8.49,8.83,9.10,9.56,10.08,10.74,11.63,12.43,13.64,1.07
Output Sequence Length (tokens),702.76,192.00,4096.00,1439255.00,241.47,289.00,340.00,461.00,608.00,779.25,996.30,1311.00,3689.32,497.26
Output Token Count (tokens),170.47,36.00,490.00,346566.00,55.00,76.00,91.00,120.00,163.00,213.00,256.00,289.00,366.68,66.97
Output Token Throughput Per User (tokens/sec/user),98.39,64.76,125.21,201508.67,73.31,80.48,86.01,93.12,99.17,104.63,109.85,113.25,117.81,9.51
Prefill Throughput Per User (tokens/sec/user),17.27,3.99,327.17,35375.09,5.57,6.63,7.42,9.17,11.57,15.25,21.99,66.19,113.45,21.50
Reasoning Token Count (tokens),533.54,149.00,4096.00,1092689.00,169.00,205.00,238.00,330.00,441.50,569.00,745.30,1053.45,3362.49,476.41
Request Latency (ms),13169.88,2841.29,69030.37,26971915.46,4530.73,7309.81,8333.88,10144.66,11967.70,14255.65,17394.29,20859.86,48811.49,6625.72
Time to First Output Token (ms),11136.46,2302.73,65652.13,22640432.52,3326.90,5831.96,7223.00,8819.96,10299.35,12170.82,14547.42,17530.88,34745.07,5221.77
Time to First Token (ms),5710.13,311.76,10974.77,11694346.08,725.74,907.33,4096.35,5095.09,5877.55,6727.95,7543.06,8129.22,8936.11,1742.42
Time to Second Token (ms),61.45,28.50,68.47,125846.59,55.55,58.75,60.04,60.83,61.50,62.04,63.18,64.33,66.89,2.11
Tokens In Flight (tokens),79358.17,0.00,118165.64,,,,,,94974.90,,106016.18,107512.78,112165.15,31770.67
Usage Completion Tokens (tokens),702.76,192.00,4096.00,1439255.00,241.47,289.00,340.00,461.00,608.00,779.25,996.30,1311.00,3689.32,497.26
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),70.59,34.00,197.00,144578.00,38.00,44.00,47.00,55.00,67.00,82.00,100.00,112.00,135.53,21.30
Usage Reasoning Tokens (tokens),533.54,149.00,4096.00,1092689.00,169.00,205.00,238.00,330.00,441.50,569.00,745.30,1053.45,3362.49,476.41
Usage Total Tokens (tokens),773.36,230.00,4254.00,1583833.00,285.00,343.00,391.00,526.00,678.00,863.00,1082.30,1386.30,3763.69,504.55

Metric,Value
Benchmark Duration (sec),131.63
Input Token Throughput (tokens/sec),1098.35
Output Token Throughput (tokens/sec),10933.89
Overall Usage Prompt Cache Read % (%),0.00
Request Count,2048.00
Request Throughput (requests/sec),15.56
Total Input Sequence Length (tokens),144578.00
Total Output Sequence Length (tokens),1439255.00
Total Output Tokens (tokens),346566.00
Total Reasoning Tokens (tokens),1092689.00
Total Token Throughput (tokens/sec),12032.23
Total Usage Completion Tokens (tokens),1439255.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),144578.00
Total Usage Reasoning Tokens (tokens),1092689.00
Total Usage Total Tokens (tokens),1583833.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
