Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1246.17,90.56,2374.59,,,,,,837.47,,1961.85,1992.94,2092.78,563.80
Active Decode Throughput Per User (tokens/sec/user),53.37,23.14,268.42,,,,,,34.78,,82.05,84.09,92.90,24.33
Active Prefill Throughput (tokens/sec),11102.44,247.86,62198.53,,,,,,10887.38,,13454.80,13989.05,36984.47,5471.90
Active Prefill Throughput Per User (tokens/sec/user),290.18,217.44,1201.78,,,,,,279.95,,336.39,348.89,660.44,74.03
Active Total Throughput (tokens/sec),12090.00,35.04,62198.53,,,,,,11979.97,,14991.93,15570.42,37513.36,5652.59
Credit-to-Start Latency (ms),1.53,0.72,19.29,785.52,0.78,0.93,1.05,1.23,1.37,1.51,1.78,2.45,2.89,1.33
Decode Duration (ms),17977.32,936.77,46935.98,9204390.03,3351.02,7742.42,10532.68,13587.17,17028.78,21645.56,27172.12,30782.88,38963.26,6913.28
E2E Output Token Throughput (tokens/sec/user),21.71,2.72,62.28,11115.41,5.75,10.71,14.13,17.82,20.88,23.99,28.45,32.43,57.59,8.16
Effective Concurrency,60.42,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,11.98
Effective Decode Concurrency,23.78,0.00,27.00,,,,,,25.00,,26.00,27.00,27.00,4.04
Effective Decode Throughput (tokens/sec),1238.34,0.00,2374.59,,,,,,836.46,,1961.43,1992.48,2092.68,570.59
Effective Decode Throughput Per User (tokens/sec/user),53.04,0.00,268.42,,,,,,34.69,,82.04,84.08,92.87,24.62
Effective Latency (CO-aware) (ms),45683.22,15849.27,75310.84,23389809.35,17703.64,28294.76,32824.12,39215.25,45875.59,52328.59,58629.30,63126.43,71202.10,10682.62
Effective Prefill Concurrency,36.64,0.00,64.00,,,,,,39.00,,41.00,41.00,56.00,9.94
Effective Prefill Throughput (tokens/sec),10851.56,0.00,62198.53,,,,,,10800.37,,13429.69,13989.05,36984.47,5655.75
Effective Prefill Throughput Per User (tokens/sec/user),283.62,0.00,1201.78,,,,,,277.86,,335.74,348.85,660.44,84.95
Effective Total Throughput (tokens/sec),12089.89,0.00,62198.53,,,,,,11979.97,,14991.93,15570.42,37513.36,5652.68
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,283.73,24.00,547.00,145268.00,75.11,153.55,189.40,252.00,294.00,325.00,354.00,380.45,437.78,70.19
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.20,0.00,4.77,104.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,4.33,0.80
HTTP Connection Overhead (ms),0.31,0.00,8.58,156.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,7.83,1.34
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),122.50,11.37,230.24,62721.16,33.11,66.64,82.64,109.35,127.09,140.09,151.88,163.19,186.64,29.74
HTTP Data Sent (KB),35.06,32.10,37.65,17948.97,32.75,33.65,33.93,34.45,34.99,35.58,36.26,36.62,37.28,0.93
HTTP DNS Lookup (ms),0.10,0.00,3.81,52.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.57
HTTP Duration (excl. conn) (ms),45681.62,15848.38,75309.13,23388989.10,17702.39,28293.67,32822.92,39214.08,45874.05,52327.21,58627.89,63124.97,71200.67,10682.65
HTTP Receiving (ms),17981.05,936.77,46935.99,9206297.37,3351.03,7742.43,10566.05,13614.54,17054.93,21645.57,27172.13,30782.89,38963.27,6911.27
HTTP Sending (ms),0.36,0.07,5.01,181.93,0.11,0.12,0.12,0.13,0.14,0.16,0.27,1.97,4.62,0.82
HTTP Total Time (ms),45681.93,15848.38,75309.13,23389145.70,17702.83,28293.94,32822.97,39214.08,45874.05,52327.21,58627.89,63124.97,71200.67,10682.50
HTTP Waiting (TTFB) (ms),27700.21,2430.23,61240.54,14182509.80,2672.66,13197.70,17682.03,22226.65,28371.91,32949.57,38182.08,41508.23,48444.54,8979.00
Input Sequence Length (tokens),8204.01,8204.00,8205.00,4200453.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,0.10
Inter Chunk Latency (ms),63.60,18.41,29662.94,9204390.03,35.93,38.76,40.26,40.71,41.29,91.78,94.41,95.49,98.00,280.01
Inter Token Latency (ms),19.54,7.75,121.43,10004.31,9.64,11.45,12.85,14.66,17.76,22.22,27.80,32.80,45.42,8.38
OSL Mismatch Diff % (%),-8.48,-92.09,0.00,-4339.55,-79.51,-58.70,-39.73,0.00,0.00,0.00,0.00,0.00,0.00,19.28
Output Sequence Length (tokens),937.21,81.00,1024.00,479851.00,209.86,422.95,617.20,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,197.41
Output Token Count (tokens),217.44,1.00,942.00,56100.00,6.00,17.55,40.20,119.25,198.00,279.00,390.60,501.90,741.54,150.02
Output Token Throughput Per User (tokens/sec/user),57.24,8.23,129.00,29304.51,22.03,30.49,35.97,45.01,56.31,68.20,77.83,87.32,103.72,17.51
Prefill Throughput Per User (tokens/sec/user),386.20,133.96,3375.48,197733.94,169.35,197.65,214.86,248.99,289.16,369.10,463.97,623.18,3068.84,414.74
Reasoning Token Count (tokens),827.64,46.00,1024.00,423751.00,82.88,175.55,344.40,708.00,1019.00,1024.00,1024.00,1024.00,1024.00,276.56
Request Latency (ms),45677.97,15848.44,75309.20,23387119.90,17702.47,28293.72,32823.01,39202.45,45874.12,52327.28,58627.96,63125.04,71200.74,10682.86
Time to First Output Token (ms),40568.03,11434.88,67914.03,10425984.33,16039.85,22323.80,27534.90,34559.80,40561.28,46850.26,52696.14,57993.25,66056.63,10407.33
Time to First Token (ms),27700.64,2430.47,61240.76,14182729.87,2673.39,13197.90,17682.24,22226.87,28372.12,32949.77,38182.30,41508.45,48444.74,8978.90
Time to Second Token (ms),140.20,18.41,19233.15,71784.46,30.28,32.38,34.61,35.65,37.09,85.39,89.52,91.26,92.96,1228.26
Tokens In Flight (tokens),506405.63,0.00,541134.06,,,,,,535811.47,,537837.22,538551.43,539608.19,99092.49
Usage Completion Tokens (tokens),937.21,81.00,1024.00,479851.00,209.86,422.95,617.20,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,197.41
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8204.01,8204.00,8205.00,4200453.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,0.10
Usage Reasoning Tokens (tokens),827.64,46.00,1024.00,423751.00,82.88,175.55,344.40,708.00,1019.00,1024.00,1024.00,1024.00,1024.00,276.56
Usage Total Tokens (tokens),9141.22,8285.00,9229.00,4680304.00,8413.86,8626.95,8821.20,9228.00,9228.00,9228.00,9228.00,9228.00,9228.00,197.41

Metric,Value
Benchmark Duration (sec),387.08
Input Token Throughput (tokens/sec),10851.56
OSL Mismatch Count,109.00
Output Token Throughput (tokens/sec),1239.66
Overall Usage Prompt Cache Read % (%),0.00
Request Count,512.00
Request Throughput (requests/sec),1.32
Total Input Sequence Length (tokens),4200453.00
Total Output Sequence Length (tokens),479851.00
Total Output Tokens (tokens),56100.00
Total Reasoning Tokens (tokens),423751.00
Total Token Throughput (tokens/sec),12091.22
Total Usage Completion Tokens (tokens),479851.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),4200453.00
Total Usage Reasoning Tokens (tokens),423751.00
Total Usage Total Tokens (tokens),4680304.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
