Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1055.21,0.00,10745.22,,,,,,570.13,,2405.55,3325.50,8228.82,1412.86
Active Decode Throughput Per User (tokens/sec/user),91.25,0.00,257.78,,,,,,93.10,,115.88,116.85,126.18,23.02
Active Prefill Throughput (tokens/sec),3845.36,30.76,14199.27,,,,,,1823.60,,14199.27,14199.27,14199.27,4582.26
Active Prefill Throughput Per User (tokens/sec/user),35.90,20.08,107.68,,,,,,24.98,,86.58,86.58,86.58,22.91
Active Total Throughput (tokens/sec),1087.91,31.92,14199.27,,,,,,520.78,,2472.31,3617.58,9183.41,1610.11
Credit-to-Start Latency (ms),1.92,0.60,22.05,315.35,0.61,0.70,0.77,0.99,1.68,2.34,2.98,3.51,4.90,1.82
Decode Duration (ms),58118.15,2968.86,694392.54,9531376.26,3177.81,5296.81,6268.74,9521.84,16535.60,48650.99,171282.97,248461.41,683118.38,114386.97
E2E Output Token Throughput (tokens/sec/user),57.50,21.65,95.08,9429.39,24.57,31.62,39.89,50.15,58.70,65.24,73.16,78.36,90.17,13.48
Effective Concurrency,14.45,0.00,164.00,,,,,,6.00,,33.00,50.00,159.00,24.60
Effective Decode Concurrency,13.71,0.00,162.00,,,,,,6.00,,33.00,48.00,124.00,21.43
Effective Decode Throughput (tokens/sec),1053.96,0.00,10745.22,,,,,,570.09,,2404.92,3325.50,8134.85,1412.49
Effective Decode Throughput Per User (tokens/sec/user),91.14,0.00,257.78,,,,,,93.06,,115.88,116.84,126.18,23.22
Effective Latency (CO-aware) (ms),61268.96,4530.37,695145.30,10048109.20,5979.62,8244.78,9497.28,12843.57,20432.24,51823.80,177086.58,249483.51,687078.19,114103.74
Effective Prefill Concurrency,0.74,0.00,164.00,,,,,,0.00,,0.00,0.00,0.00,8.68
Effective Prefill Throughput (tokens/sec),33.83,0.00,14199.27,,,,,,0.00,,0.00,0.00,0.00,560.07
Effective Prefill Throughput Per User (tokens/sec/user),0.32,0.00,107.68,,,,,,0.00,,0.00,0.00,0.00,3.98
Effective Total Throughput (tokens/sec),1087.79,0.00,14199.27,,,,,,520.78,,2472.31,3617.58,9183.41,1610.07
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1172.79,46.00,16614.00,192338.00,49.89,87.00,103.40,160.50,286.00,881.75,3461.70,4899.00,15730.98,2571.33
HTTP Chunks Sent,1.00,1.00,1.00,164.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),3.97,0.00,26.46,650.39,0.00,0.00,0.26,0.48,2.80,6.21,9.22,9.87,23.68,4.83
HTTP Connection Overhead (ms),4.74,0.00,34.27,777.73,0.00,0.00,0.26,0.48,2.80,6.21,17.05,18.14,23.68,6.25
HTTP Connection Reused (ratio),0.10,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.30
HTTP Data Received (KB),504.78,20.92,7146.20,82784.03,22.58,38.29,45.11,69.65,122.67,377.42,1485.38,2110.79,6791.43,1107.53
HTTP Data Sent (KB),0.59,0.25,1.49,96.14,0.27,0.31,0.35,0.42,0.54,0.71,0.91,1.05,1.34,0.23
HTTP DNS Lookup (ms),0.78,0.00,8.49,127.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.94,8.42,2.36
HTTP Duration (excl. conn) (ms),61266.96,4529.52,695144.40,10047782.23,5978.56,8243.19,9495.76,12839.99,20429.79,51822.36,177083.91,249481.52,687076.60,114103.85
HTTP Receiving (ms),58127.60,2968.89,694398.14,9532926.02,3177.81,5296.82,6268.76,9565.67,16535.60,48691.93,171282.97,248461.41,683123.86,114384.66
HTTP Sending (ms),4.12,0.17,26.69,676.30,0.18,0.22,0.38,0.63,2.95,6.38,9.41,10.09,23.80,4.84
HTTP Total Time (ms),61271.71,4529.52,695144.40,10048559.96,5989.37,8246.15,9496.79,12840.71,20431.56,51835.84,177092.02,249481.86,687079.47,114102.94
HTTP Waiting (TTFB) (ms),3135.24,745.20,6106.66,514179.91,745.99,985.51,987.29,993.18,1200.46,5567.58,5891.13,5892.40,5972.21,2301.90
Input Sequence Length (tokens),143.41,50.00,403.00,23520.00,52.26,63.30,78.30,98.75,129.00,166.75,237.70,280.40,323.07,64.19
Inter Chunk Latency (ms),49.61,11.66,49706.20,9531376.26,33.35,34.42,35.00,44.36,48.22,54.15,57.74,59.56,94.23,130.74
Inter Token Latency (ms),14.78,10.43,19.86,2424.65,11.09,12.66,13.27,14.00,14.74,15.66,16.35,16.53,17.77,1.33
Output Sequence Length (tokens),4468.90,185.00,65286.00,732900.00,214.30,321.30,403.60,645.00,1086.00,3087.00,13147.20,18536.60,62427.33,10004.68
Output Token Count (tokens),203.90,48.00,822.00,33031.00,55.83,79.05,97.20,133.50,184.50,241.75,314.90,385.90,652.56,113.49
Output Token Throughput Per User (tokens/sec/user),68.21,50.34,95.86,11186.36,56.27,60.50,61.17,63.85,67.82,71.44,75.36,78.96,90.29,6.45
Prefill Throughput Per User (tokens/sec/user),86.58,9.15,407.52,14199.27,10.27,13.81,16.71,22.87,79.80,127.10,173.94,221.98,333.71,74.18
Reasoning Token Count (tokens),4267.49,108.00,65286.00,699869.00,113.04,233.75,306.30,467.50,894.50,2874.00,12962.60,18144.80,62017.20,9974.48
Request Latency (ms),61257.59,4529.59,695138.90,10046245.04,5978.67,8243.27,9495.82,12825.48,20402.88,51808.84,177083.99,249481.57,687071.17,114106.15
Time to First Output Token (ms),51535.88,3412.08,691389.03,8348812.81,4377.45,7165.58,7952.94,11189.91,17983.42,39829.39,128940.74,204481.22,430693.45,90676.96
Time to First Token (ms),3139.44,745.50,6115.80,514868.78,746.29,987.85,989.17,993.66,1202.23,5574.30,5896.88,5899.37,5979.84,2304.51
Time to Second Token (ms),124.10,35.20,216.01,20353.13,35.67,50.34,50.43,51.45,59.79,209.33,213.89,215.25,215.93,77.88
Tokens In Flight (tokens),157029.62,0.00,240956.60,,,,,,162057.93,,187925.21,202484.38,230820.09,31681.54
Usage Completion Tokens (tokens),4468.90,185.00,65286.00,732900.00,214.30,321.30,403.60,645.00,1086.00,3087.00,13147.20,18536.60,62427.33,10004.68
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),143.41,50.00,403.00,23520.00,52.26,63.30,78.30,98.75,129.00,166.75,237.70,280.40,323.07,64.19
Usage Reasoning Tokens (tokens),4267.49,108.00,65286.00,699869.00,113.04,233.75,306.30,467.50,894.50,2874.00,12962.60,18144.80,62017.20,9974.48
Usage Total Tokens (tokens),4612.32,248.00,65408.00,756420.00,313.60,400.50,513.50,772.50,1222.50,3228.75,13267.60,18901.05,62646.08,10013.84

Metric,Value
Benchmark Duration (sec),695.14
Input Token Throughput (tokens/sec),33.83
Output Token Throughput (tokens/sec),1054.20
Overall Usage Prompt Cache Read % (%),0.00
Request Count,164.00
Request Throughput (requests/sec),0.24
Total Input Sequence Length (tokens),23520.00
Total Output Sequence Length (tokens),732900.00
Total Output Tokens (tokens),33031.00
Total Reasoning Tokens (tokens),699869.00
Total Token Throughput (tokens/sec),1088.03
Total Usage Completion Tokens (tokens),732900.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),23520.00
Total Usage Reasoning Tokens (tokens),699869.00
Total Usage Total Tokens (tokens),756420.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
