Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),10755.87,0.00,15639.52,,,,,,13353.70,,14046.60,14336.07,14946.24,5059.73
Active Decode Throughput Per User (tokens/sec/user),98.70,0.00,338.07,,,,,,95.91,,103.91,121.32,166.23,12.34
Active Prefill Throughput (tokens/sec),1396.98,9.07,15534.50,,,,,,1374.31,,1507.99,1553.82,1672.58,1166.74
Active Prefill Throughput Per User (tokens/sec/user),12.27,6.69,105.66,,,,,,12.05,,13.10,13.58,14.36,4.20
Active Total Throughput (tokens/sec),11815.88,90.22,16277.63,,,,,,14749.80,,15407.36,15644.47,16252.61,5648.42
Credit-to-Start Latency (ms),1.09,0.32,20.53,2238.27,0.46,0.58,0.64,0.73,0.86,1.04,1.43,2.04,3.80,1.50
Decode Duration (ms),7272.93,1834.04,59262.05,14894966.66,2164.15,2666.71,3118.98,4322.72,5879.82,7820.80,10788.25,15544.05,41615.49,6537.73
E2E Output Token Throughput (tokens/sec/user),54.07,22.74,108.98,110726.67,28.12,34.24,38.17,44.86,52.70,60.22,69.07,85.66,99.55,14.21
Effective Concurrency,196.09,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,100.04
Effective Decode Concurrency,112.06,0.00,144.00,,,,,,141.00,,143.00,144.00,144.00,52.99
Effective Decode Throughput (tokens/sec),10728.85,0.00,15639.52,,,,,,13351.78,,14045.70,14336.07,14946.24,5081.98
Effective Decode Throughput Per User (tokens/sec/user),98.45,0.00,338.07,,,,,,95.90,,103.90,121.31,166.23,13.28
Effective Latency (CO-aware) (ms),12741.36,2208.92,65879.42,26094313.96,4074.20,6970.84,8102.27,9707.53,11476.99,13716.82,16936.80,21354.98,47732.87,6830.96
Effective Prefill Concurrency,84.03,0.00,256.00,,,,,,113.00,,116.00,117.00,119.00,51.16
Effective Prefill Throughput (tokens/sec),1086.52,0.00,15534.50,,,,,,1335.07,,1493.29,1539.96,1646.31,1181.56
Effective Prefill Throughput Per User (tokens/sec/user),9.55,0.00,105.66,,,,,,11.69,,13.03,13.33,14.21,6.31
Effective Total Throughput (tokens/sec),11815.37,0.00,16277.63,,,,,,14749.80,,15407.36,15644.47,16252.61,5648.83
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,132.70,34.00,1154.00,271761.00,40.00,49.00,57.00,79.00,107.00,142.00,196.00,281.65,834.13,120.99
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.18,0.00,21.79,358.59,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.81,3.96,0.89
HTTP Connection Overhead (ms),0.21,0.00,21.79,420.27,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.81,3.96,1.12
HTTP Connection Reused (ratio),0.88,0.00,1.00,1808.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32
HTTP Data Received (KB),58.15,15.79,492.36,119101.21,18.45,22.33,25.65,35.16,47.17,62.13,84.98,122.05,360.20,51.79
HTTP Data Sent (KB),0.39,0.23,0.99,798.31,0.25,0.27,0.29,0.32,0.37,0.44,0.51,0.57,0.68,0.09
HTTP DNS Lookup (ms),0.03,0.00,5.14,61.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34
HTTP Duration (excl. conn) (ms),12740.21,2207.96,65878.52,26091955.56,4073.67,6970.09,8101.17,9706.67,11475.99,13715.71,16935.84,21354.17,47731.71,6830.99
HTTP Receiving (ms),7280.72,1834.04,59262.05,14910917.96,2164.15,2674.09,3122.22,4328.00,5882.46,7824.19,10801.09,15544.05,41615.49,6538.10
HTTP Sending (ms),0.31,0.06,21.89,627.88,0.07,0.11,0.11,0.12,0.13,0.15,0.36,0.93,4.08,0.90
HTTP Total Time (ms),12740.42,2207.96,65878.52,26092375.83,4073.97,6970.16,8101.17,9707.61,11475.99,13715.71,16935.84,21354.17,47731.71,6830.93
HTTP Waiting (TTFB) (ms),5459.18,327.54,10533.41,11180409.72,621.96,889.51,3884.34,4780.22,5604.64,6491.68,7342.86,7986.09,8819.38,1734.57
Input Sequence Length (tokens),70.59,34.00,197.00,144578.00,38.00,44.00,47.00,55.00,67.00,82.00,100.00,112.00,135.53,21.30
Inter Chunk Latency (ms),55.29,23.00,167.36,14894966.66,44.01,51.00,53.59,54.95,55.45,55.97,56.69,57.78,60.53,3.91
Inter Token Latency (ms),9.94,7.56,15.91,20355.02,7.88,8.29,8.56,9.06,9.67,10.52,11.70,12.63,14.21,1.31
Output Sequence Length (tokens),698.09,192.00,4096.00,1429684.00,241.94,291.00,344.00,460.00,610.00,771.25,981.00,1299.95,3468.12,485.79
Output Token Count (tokens),170.64,36.00,495.00,347765.00,55.00,76.00,90.00,121.00,164.00,211.00,260.30,290.15,354.63,67.05
Output Token Throughput Per User (tokens/sec/user),102.18,62.85,132.31,209268.20,70.39,79.17,85.43,95.09,103.46,110.39,116.83,120.66,126.83,12.12
Prefill Throughput Per User (tokens/sec/user),18.65,4.76,259.17,38186.39,5.55,6.97,7.71,9.51,12.24,16.00,22.89,75.62,135.21,24.23
Reasoning Token Count (tokens),528.28,149.00,4096.00,1081919.00,169.00,206.00,242.00,330.00,441.00,558.00,733.30,1042.90,3134.36,458.33
Request Latency (ms),12732.49,2208.03,65878.57,26076130.55,4042.94,6966.75,8097.39,9703.30,11476.04,13709.88,16935.90,21321.05,47731.77,6830.70
Time to First Output Token (ms),10823.51,1608.76,65187.16,22058306.63,3025.95,5864.76,6961.59,8332.26,9883.54,11653.30,14160.54,18039.81,39360.22,5697.92
Time to First Token (ms),5459.55,327.97,10533.58,11181163.89,623.76,890.17,3884.53,4780.44,5604.81,6491.85,7343.14,7986.29,8819.60,1734.38
