Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),390.18,0.00,760.89,,,,,,465.07,,499.80,507.10,543.18,141.58
Active Decode Throughput Per User (tokens/sec/user),123.16,0.00,331.53,,,,,,121.34,,149.82,150.79,161.24,20.91
Active Prefill Throughput (tokens/sec),108.13,8.22,655.18,,,,,,93.45,,188.87,207.30,378.36,78.26
Active Prefill Throughput Per User (tokens/sec/user),102.42,8.22,655.18,,,,,,85.33,,177.33,207.30,370.13,76.66
Active Total Throughput (tokens/sec),399.83,57.78,1003.66,,,,,,467.33,,491.10,497.47,535.00,135.46
Credit-to-Start Latency (ms),2.05,0.54,12.01,205.49,0.58,0.68,0.76,0.93,1.20,2.28,4.40,6.47,9.35,2.05
Decode Duration (ms),23385.92,1392.81,201439.29,2338591.63,2200.40,3835.05,4793.92,6759.59,10920.80,27519.96,59216.19,84877.61,128479.41,30855.13
E2E Output Token Throughput (tokens/sec/user),110.93,70.13,142.33,11093.04,78.44,86.08,96.33,104.71,111.83,118.59,125.18,127.70,130.51,12.17
Effective Concurrency,3.38,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,1.21
Effective Decode Concurrency,3.28,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,1.21
Effective Decode Throughput (tokens/sec),389.73,0.00,760.89,,,,,,464.97,,499.76,507.09,543.18,142.11
Effective Decode Throughput Per User (tokens/sec/user),123.02,0.00,331.53,,,,,,121.33,,149.82,150.79,161.24,21.30
Effective Latency (CO-aware) (ms),24128.24,1983.53,202028.71,2412823.71,2724.88,4534.92,5494.45,7394.92,11583.26,28195.45,59759.21,85567.31,129049.34,30905.95
Effective Prefill Concurrency,0.10,0.00,4.00,,,,,,0.00,,0.00,1.00,1.00,0.35
Effective Prefill Throughput (tokens/sec),10.08,0.00,655.18,,,,,,0.00,,0.00,88.58,187.59,39.48
Effective Prefill Throughput Per User (tokens/sec/user),9.55,0.00,655.18,,,,,,0.00,,0.00,81.47,175.39,37.87
Effective Total Throughput (tokens/sec),399.81,0.00,1003.66,,,,,,467.33,,491.10,497.47,535.00,135.48
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,655.21,37.00,6360.00,65521.00,58.78,103.45,134.80,187.00,312.50,764.00,1629.60,2368.30,3572.16,900.09
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),279.73,16.75,2713.08,27973.27,25.95,45.19,58.24,80.30,133.08,325.05,695.33,1008.43,1529.85,383.87
HTTP Data Sent (KB),0.30,0.15,0.90,29.57,0.15,0.16,0.17,0.20,0.27,0.34,0.46,0.55,0.74,0.13
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),24126.13,1974.95,202022.20,2412612.50,2717.94,4533.68,5493.30,7392.60,11578.29,28191.70,59757.72,85563.05,129048.42,30905.77
HTTP Receiving (ms),23392.41,1392.82,201439.30,2339240.56,2200.40,3835.06,4793.92,6759.60,10920.80,27546.03,59216.20,84913.46,128479.42,30854.03
HTTP Sending (ms),0.12,0.11,0.23,12.29,0.11,0.11,0.11,0.11,0.12,0.12,0.14,0.15,0.22,0.02
HTTP Total Time (ms),24126.13,1974.95,202022.20,2412612.50,2717.94,4533.68,5493.30,7392.60,11578.29,28191.70,59757.72,85563.05,129048.42,30905.77
HTTP Waiting (TTFB) (ms),733.60,498.52,3789.73,73359.66,501.05,516.96,530.25,552.16,626.93,673.41,771.14,933.15,2927.36,506.54
Input Sequence Length (tokens),71.94,21.00,354.00,7194.00,23.97,27.90,31.00,39.00,57.50,88.00,117.10,160.05,270.84,51.51
Inter Chunk Latency (ms),35.76,24.53,1014.96,2338591.63,29.73,30.26,32.11,34.73,35.39,36.12,36.66,37.97,40.83,10.90
Inter Token Latency (ms),8.51,7.01,11.76,850.97,7.33,7.41,7.62,7.98,8.36,8.94,9.46,10.24,11.14,0.85
Output Sequence Length (tokens),2783.16,156.00,28753.00,278316.00,263.91,418.90,613.20,821.25,1303.50,3165.25,6308.70,9958.75,15406.81,3902.77
Output Token Count (tokens),491.76,50.00,1340.00,49176.00,68.81,140.85,178.70,250.75,388.50,639.00,1028.90,1137.30,1223.18,313.04
Output Token Throughput Per User (tokens/sec/user),118.57,85.06,142.73,11857.16,89.80,97.66,105.74,111.92,119.61,125.29,131.15,134.92,136.43,10.76
Prefill Throughput Per User (tokens/sec/user),109.07,8.22,655.18,10907.03,13.20,46.41,48.12,61.17,91.25,130.28,184.18,207.31,372.98,80.18
Reasoning Token Count (tokens),2291.40,87.00,27531.00,229140.00,145.41,292.65,381.00,544.25,891.00,2597.50,5676.10,9034.10,14067.99,3688.72
Request Latency (ms),24119.70,1975.01,202022.26,2411969.99,2718.00,4533.74,5461.06,7383.70,11578.35,28165.69,59757.77,85527.26,129048.47,30906.89
Time to First Output Token (ms),20405.63,1284.46,193830.10,2040563.29,1958.78,3172.18,3857.00,5436.44,8460.94,23609.21,53011.19,78406.49,118370.36,29269.37
Time to First Token (ms),733.78,498.69,3789.94,73378.37,501.23,517.14,530.55,552.34,627.10,673.60,771.33,933.33,2927.54,506.54
Time to Second Token (ms),42.91,26.68,1011.98,4291.33,28.78,30.82,32.08,32.53,33.13,33.81,34.82,35.48,47.34,97.41
Tokens In Flight (tokens),13115.26,0.00,28879.00,,,,,,11868.59,,22347.73,24628.82,27802.89,6251.07
Usage Completion Tokens (tokens),2783.16,156.00,28753.00,278316.00,263.91,418.90,613.20,821.25,1303.50,3165.25,6308.70,9958.75,15406.81,3902.77
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),71.94,21.00,354.00,7194.00,23.97,27.90,31.00,39.00,57.50,88.00,117.10,160.05,270.84,51.51
Usage Reasoning Tokens (tokens),2291.40,87.00,27531.00,229140.00,145.41,292.65,381.00,544.25,891.00,2597.50,5676.10,9034.10,14067.99,3688.72
Usage Total Tokens (tokens),2855.10,184.00,28879.00,285510.00,293.89,471.55,647.80,883.00,1351.50,3245.25,6376.00,10155.70,15524.89,3923.88

Metric,Value
Benchmark Duration (sec),713.83
Input Token Throughput (tokens/sec),10.08
