Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),7223.07,0.00,11417.89,,,,,,7247.96,,9897.91,10096.97,10483.69,2694.28
Active Decode Throughput Per User (tokens/sec/user),71.19,0.00,264.56,,,,,,76.56,,85.04,94.55,122.37,16.96
Active Prefill Throughput (tokens/sec),840.64,8.38,22217.41,,,,,,650.31,,1448.84,1687.90,2616.50,1446.46
Active Prefill Throughput Per User (tokens/sec/user),192.36,7.54,701.40,,,,,,181.43,,321.27,367.41,470.01,97.07
Active Total Throughput (tokens/sec),7849.13,80.47,22217.41,,,,,,8418.16,,10434.56,10694.95,11214.17,2824.06
Credit-to-Start Latency (ms),1.55,0.40,11.06,1590.40,0.48,0.65,0.73,0.89,1.17,1.82,3.13,3.53,4.38,1.07
Decode Duration (ms),23859.77,2478.85,92987.58,24432405.98,3207.20,4198.31,5093.87,7430.78,13089.54,34854.01,63991.51,70337.88,77880.48,22414.12
E2E Output Token Throughput (tokens/sec/user),69.29,17.25,106.56,70948.95,30.89,49.57,54.54,60.74,70.59,78.27,83.91,87.02,93.58,12.30
Effective Concurrency,110.30,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,37.31
Effective Decode Concurrency,106.80,0.00,128.00,,,,,,124.00,,126.00,127.00,128.00,36.42
Effective Decode Throughput (tokens/sec),7212.61,0.00,11417.89,,,,,,7238.07,,9897.91,10096.97,10483.69,2706.30
Effective Decode Throughput Per User (tokens/sec/user),71.09,0.00,264.56,,,,,,76.56,,85.04,94.55,122.37,17.16
Effective Latency (CO-aware) (ms),24649.69,3019.79,93792.04,25241279.99,3845.50,4983.24,5753.88,8134.31,13895.29,35621.97,64644.59,71146.06,79396.79,22402.96
Effective Prefill Concurrency,3.50,0.00,128.00,,,,,,3.00,,7.00,8.00,10.00,7.61
Effective Prefill Throughput (tokens/sec),636.30,0.00,22217.41,,,,,,487.85,,1312.45,1600.09,2296.70,1309.08
Effective Prefill Throughput Per User (tokens/sec/user),145.60,0.00,701.40,,,,,,149.55,,297.21,342.75,453.73,118.07
Effective Total Throughput (tokens/sec),7848.91,0.00,22217.41,,,,,,8418.16,,10434.56,10694.95,11214.17,2824.33
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,362.44,44.00,1187.00,371134.00,52.46,70.00,84.00,119.00,207.50,517.00,982.40,1028.70,1083.77,331.08
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.35,0.00,22.65,360.01,0.00,0.00,0.00,0.00,0.00,0.00,0.28,1.84,5.50,2.01
HTTP Connection Overhead (ms),0.41,0.00,26.01,419.57,0.00,0.00,0.00,0.00,0.00,0.00,0.28,1.84,9.57,2.25
HTTP Connection Reused (ratio),0.89,0.00,1.00,912.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.31
HTTP Data Received (KB),156.99,20.20,508.08,160753.04,23.88,31.38,37.46,52.05,90.56,223.74,423.46,442.80,466.73,142.18
HTTP Data Sent (KB),0.61,0.28,1.52,628.95,0.30,0.34,0.38,0.45,0.56,0.73,0.93,1.10,1.43,0.23
HTTP DNS Lookup (ms),0.06,0.00,4.36,59.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.48,0.46
HTTP Duration (excl. conn) (ms),24648.07,3017.16,93790.51,25239620.96,3844.45,4981.28,5752.70,8131.49,13894.24,35620.42,64643.46,71145.03,79393.76,22402.92
HTTP Receiving (ms),23865.42,2478.85,92987.58,24438191.25,3259.76,4204.68,5111.39,7439.33,13089.54,34869.71,63991.52,70337.89,77880.55,22412.17
HTTP Sending (ms),0.50,0.06,22.89,511.59,0.11,0.12,0.12,0.13,0.15,0.16,0.41,1.93,5.75,2.02
HTTP Total Time (ms),24648.48,3017.16,93790.51,25240040.53,3844.45,4982.60,5752.70,8132.14,13894.24,35620.42,64643.55,71145.03,79393.76,22402.76
HTTP Waiting (TTFB) (ms),782.15,324.01,14075.62,800918.12,452.36,468.70,512.76,564.90,624.63,697.96,911.25,1134.42,4939.31,995.84
Input Sequence Length (tokens),142.19,50.00,403.00,145605.00,51.00,62.00,78.00,98.00,128.50,166.00,237.70,281.00,330.00,63.83
Inter Chunk Latency (ms),66.03,24.47,22110.64,24432405.98,49.15,53.00,55.12,57.10,58.25,73.30,80.23,82.20,86.42,165.84
Inter Token Latency (ms),14.07,9.25,44.48,14407.08,9.97,10.62,11.07,11.89,13.30,15.65,17.49,18.70,25.51,3.31
Output Sequence Length (tokens),1612.78,249.00,4096.00,1651491.00,257.00,326.75,381.00,570.75,1019.00,2287.00,4096.00,4096.00,4096.00,1362.88
Output Token Count (tokens),184.37,1.00,594.00,156158.00,48.00,64.00,80.00,127.00,171.00,239.00,292.00,344.40,452.32,87.20
Output Token Throughput Per User (tokens/sec/user),73.97,22.48,108.16,75748.95,39.24,53.48,57.17,63.88,75.18,84.09,90.35,94.14,100.28,13.41
Prefill Throughput Per User (tokens/sec/user),221.35,6.70,788.02,226662.52,32.87,83.64,105.10,144.93,199.63,269.16,374.92,445.29,596.56,113.81
