Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),8235.67,0.00,15223.61,,,,,,8125.18,,10672.55,12121.60,13604.44,2075.84
Active Decode Throughput Per User (tokens/sec/user),43.65,0.00,359.25,,,,,,38.79,,56.42,90.41,124.11,19.04
Active Prefill Throughput (tokens/sec),362.07,1.90,15487.18,,,,,,348.25,,395.79,428.60,1280.26,451.24
Active Prefill Throughput Per User (tokens/sec/user),1.24,0.57,165.38,,,,,,1.17,,1.36,1.51,3.46,0.93
Active Total Throughput (tokens/sec),8578.11,31.38,15617.16,,,,,,8645.47,,10329.11,11593.36,14461.85,2085.02
Credit-to-Start Latency (ms),1.72,0.31,22.22,7037.82,0.37,0.48,0.72,0.99,1.37,2.22,2.94,3.35,5.99,1.37
Decode Duration (ms),47608.48,1316.37,412974.75,195004352.04,3762.72,5817.56,7748.18,12715.16,28217.57,60703.13,109597.45,162548.83,277355.73,54276.84
E2E Output Token Throughput (tokens/sec/user),20.65,1.04,113.43,84570.99,2.95,4.82,6.31,9.87,16.43,26.21,35.23,46.90,95.86,16.97
Effective Concurrency,469.15,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,118.29
Effective Decode Concurrency,204.33,0.00,270.00,,,,,,214.00,,239.00,245.00,259.00,44.06
Effective Decode Throughput (tokens/sec),8232.54,0.00,15223.61,,,,,,8124.67,,10672.47,12121.36,13604.44,2081.64
Effective Decode Throughput Per User (tokens/sec/user),43.63,0.00,359.25,,,,,,38.78,,56.42,90.41,124.11,19.06
Effective Latency (CO-aware) (ms),109343.64,3969.81,497349.37,447871563.37,10001.85,37653.56,54843.59,71117.31,95803.34,129439.34,180933.16,231697.26,354340.78,62515.78
Effective Prefill Concurrency,264.82,0.00,512.00,,,,,,292.00,,318.00,326.00,369.00,86.69
Effective Prefill Throughput (tokens/sec),345.51,0.00,15487.18,,,,,,345.91,,393.95,422.24,1171.52,447.24
Effective Prefill Throughput Per User (tokens/sec/user),1.19,0.00,165.38,,,,,,1.16,,1.36,1.50,3.17,0.94
Effective Total Throughput (tokens/sec),8578.05,0.00,15617.16,,,,,,8645.47,,10329.11,11593.36,14461.85,2085.13
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,372.19,24.00,1288.00,1524476.00,57.00,80.00,106.00,160.00,279.00,568.00,783.00,847.00,977.10,259.48
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.12,0.00,23.30,496.02,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.29,3.00,0.86
HTTP Connection Overhead (ms),0.14,0.00,23.30,552.99,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.29,3.00,0.97
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
HTTP Data Received (KB),159.99,11.39,550.38,655336.78,25.57,35.20,46.29,69.54,120.10,243.57,335.28,362.80,417.98,110.73
HTTP Data Sent (KB),0.35,0.18,1.95,1448.95,0.19,0.20,0.21,0.25,0.31,0.39,0.55,0.67,0.91,0.18
HTTP DNS Lookup (ms),0.01,0.00,3.98,56.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22
HTTP Duration (excl. conn) (ms),109341.86,3958.09,497348.21,447864266.13,10001.17,37652.17,54842.31,71114.97,95801.82,129437.65,180932.12,231695.70,354340.09,62515.77
HTTP Receiving (ms),47621.41,1316.38,412974.75,195057313.49,3762.73,5835.54,7750.36,12725.07,28264.32,60717.66,109597.47,162548.83,277429.63,54274.40
HTTP Sending (ms),0.26,0.06,23.40,1057.45,0.11,0.11,0.12,0.12,0.14,0.15,0.32,0.48,3.16,0.86
HTTP Total Time (ms),109342.00,3961.72,497348.21,447864819.11,10001.45,37652.88,54842.31,71114.97,95801.82,129437.65,180932.12,231695.70,354340.36,62515.67
HTTP Waiting (TTFB) (ms),61720.19,355.78,168911.52,252805895.18,677.67,12510.17,32212.32,48718.95,61308.23,77249.29,92936.01,100063.38,117938.03,24550.97
Input Sequence Length (tokens),80.53,18.00,768.00,329833.00,24.00,30.00,33.00,44.00,61.00,88.25,147.00,206.00,339.75,72.73
Inter Chunk Latency (ms),128.32,19.37,185096.85,195004352.04,52.88,56.88,58.90,68.63,73.25,78.42,81.63,83.13,86.76,1828.92
Inter Token Latency (ms),26.71,8.07,685.92,109409.63,9.29,10.63,11.51,12.98,14.73,20.44,56.64,91.66,175.98,35.76
Output Sequence Length (tokens),1919.70,126.00,4096.00,7863073.00,283.00,443.00,578.00,850.00,1479.50,2934.50,4096.00,4096.00,4096.00,1279.07
Output Token Count (tokens),422.69,1.00,1618.00,1501411.00,63.00,141.00,178.10,260.00,376.00,546.00,740.00,861.00,1056.49,221.82
Output Token Throughput Per User (tokens/sec/user),60.96,1.46,123.95,249692.90,5.68,10.91,17.65,48.93,67.89,77.06,86.86,94.10,107.59,24.97
