Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4751.63,0.00,6843.58,,,,,,5659.22,,5897.29,5949.14,6080.25,1797.43
Active Decode Throughput Per User (tokens/sec/user),91.72,0.00,276.18,,,,,,91.75,,101.45,111.79,135.52,16.49
Active Prefill Throughput (tokens/sec),320.39,26.22,3714.41,,,,,,218.62,,625.52,819.23,1447.76,380.12
Active Prefill Throughput Per User (tokens/sec/user),151.30,26.22,1001.45,,,,,,118.99,,273.94,360.53,534.70,99.74
Active Total Throughput (tokens/sec),4935.58,26.22,6942.35,,,,,,5670.70,,5944.56,6053.20,6437.51,1711.37
Credit-to-Start Latency (ms),1.72,0.46,5.68,878.33,0.54,0.78,0.88,1.07,1.44,2.26,2.96,3.28,4.23,0.85
Decode Duration (ms),21729.44,1528.55,61594.26,11125474.22,3627.43,5250.59,6681.43,9898.66,16441.86,34097.40,44825.42,47420.68,51720.26,14435.62
E2E Output Token Throughput (tokens/sec/user),84.46,54.09,105.49,43243.51,64.25,69.67,74.65,80.42,85.24,89.31,92.89,95.10,99.46,7.50
Effective Concurrency,54.92,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,19.30
Effective Decode Concurrency,53.38,0.00,64.00,,,,,,62.00,,64.00,64.00,64.00,19.11
Effective Decode Throughput (tokens/sec),4736.78,0.00,6843.58,,,,,,5657.95,,5897.05,5949.14,6080.25,1814.12
Effective Decode Throughput Per User (tokens/sec/user),91.44,0.00,276.18,,,,,,91.74,,101.44,111.76,135.52,17.24
Effective Latency (CO-aware) (ms),22364.16,2184.42,62097.89,11450451.51,4292.18,5959.63,7268.04,10577.63,17048.69,34630.98,45393.43,47893.56,52263.64,14422.31
Effective Prefill Concurrency,1.53,0.00,64.00,,,,,,1.00,,3.00,4.00,6.00,4.54
Effective Prefill Throughput (tokens/sec),198.67,0.00,3714.41,,,,,,110.41,,481.01,678.64,1207.20,337.31
Effective Prefill Throughput Per User (tokens/sec/user),93.82,0.00,1001.45,,,,,,83.68,,218.15,287.81,529.05,107.52
Effective Total Throughput (tokens/sec),4935.44,0.00,6942.35,,,,,,5670.70,,5944.56,6053.20,6437.51,1711.55
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,416.62,31.00,1169.00,213311.00,72.00,97.75,128.00,184.75,314.50,651.75,864.80,910.25,993.56,279.66
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.24,0.00,17.57,123.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,4.18,1.24
HTTP Connection Overhead (ms),0.36,0.00,34.26,185.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,7.44,2.03
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),178.40,14.22,501.10,91339.56,31.47,42.58,55.57,79.84,135.08,279.75,368.10,389.51,424.70,119.20
HTTP Data Sent (KB),0.36,0.18,1.95,181.87,0.19,0.20,0.21,0.25,0.31,0.39,0.56,0.68,0.91,0.18
