Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2225.89,0.00,3809.16,,,,,,2636.19,,2975.33,3110.99,3403.82,943.27
Active Decode Throughput Per User (tokens/sec/user),92.82,0.00,266.60,,,,,,88.70,,107.59,127.41,134.80,13.04
Active Prefill Throughput (tokens/sec),990.67,36.74,6224.56,,,,,,243.65,,2960.36,3657.84,6166.71,1341.78
Active Prefill Throughput Per User (tokens/sec/user),529.66,36.74,2060.73,,,,,,122.15,,1511.94,1633.12,1862.00,597.25
Active Total Throughput (tokens/sec),2705.20,97.92,8608.97,,,,,,2730.67,,4424.16,5636.44,7519.22,1538.70
Credit-to-Start Latency (ms),1.60,0.60,17.99,408.51,0.68,0.83,0.90,1.09,1.27,1.71,2.72,3.04,4.68,1.28
Decode Duration (ms),13704.80,1538.59,46795.89,3508429.27,1892.61,3060.90,5025.79,8332.25,11124.10,16543.66,27061.10,33470.16,43538.50,8967.99
E2E Output Token Throughput (tokens/sec/user),86.92,43.00,153.70,22250.39,62.71,69.37,73.79,78.79,85.37,90.75,102.60,117.25,131.39,13.92
Effective Concurrency,25.93,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,11.00
Effective Decode Concurrency,24.93,0.00,32.00,,,,,,31.00,,32.00,32.00,32.00,10.72
Effective Decode Throughput (tokens/sec),2219.61,0.00,3809.16,,,,,,2635.84,,2975.05,3109.88,3403.82,949.30
Effective Decode Throughput Per User (tokens/sec/user),92.56,0.00,266.60,,,,,,88.69,,107.56,127.41,134.80,13.92
Effective Latency (CO-aware) (ms),14263.28,2022.16,47186.44,3651399.78,2603.03,3759.73,5662.30,8835.00,11636.08,17197.36,27630.80,33944.98,44034.43,8952.91
Effective Prefill Concurrency,1.00,0.00,32.00,,,,,,0.00,,2.00,3.00,5.00,2.44
Effective Prefill Throughput (tokens/sec),485.46,0.00,6224.56,,,,,,0.00,,1862.00,2940.54,5064.80,1061.84
Effective Prefill Throughput Per User (tokens/sec/user),259.55,0.00,2060.73,,,,,,0.00,,1218.20,1504.27,1824.30,494.88
Effective Total Throughput (tokens/sec),2705.08,0.00,8608.97,,,,,,2730.67,,4424.16,5636.44,7519.22,1538.77
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,310.92,36.00,1092.00,79595.00,43.30,69.75,115.00,189.75,251.50,372.00,632.00,752.50,1026.70,204.44
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.24,0.00,4.19,60.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54,3.97,0.92
HTTP Connection Overhead (ms),0.44,0.00,7.91,112.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,7.41,1.70
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),134.61,16.58,466.94,34459.88,19.83,30.94,50.34,82.50,109.57,161.37,272.96,321.73,441.34,87.66
HTTP Data Sent (KB),1.32,0.19,6.85,338.01,0.19,0.20,0.21,0.26,0.36,2.07,3.86,5.29,6.40,1.69
HTTP DNS Lookup (ms),0.20,0.00,3.71,51.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.97,3.42,0.79
HTTP Duration (excl. conn) (ms),14261.60,2020.10,47185.44,3650970.68,2601.71,3758.08,5660.98,8833.49,11634.89,17195.12,27629.81,33942.78,44032.67,8952.91
