Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),499.61,0.00,815.57,,,,,,516.93,,570.06,583.86,614.16,78.24
Active Decode Throughput Per User (tokens/sec/user),134.06,0.00,337.98,,,,,,133.21,,146.37,150.43,160.84,10.07
Active Prefill Throughput (tokens/sec),323.15,88.31,1402.09,,,,,,277.31,,546.01,609.49,831.03,176.07
Active Prefill Throughput Per User (tokens/sec/user),296.22,88.31,758.00,,,,,,266.93,,498.88,575.88,718.18,137.90
Active Total Throughput (tokens/sec),544.52,144.35,1402.09,,,,,,530.54,,626.58,726.99,993.03,110.86
Credit-to-Start Latency (ms),1.40,0.60,5.57,139.74,0.61,0.64,0.70,0.76,1.09,1.38,2.78,3.32,4.74,0.94
Decode Duration (ms),11392.34,1413.61,37611.52,1139233.84,1450.23,2301.93,2749.79,3495.28,7284.98,12000.62,31939.86,33898.13,36052.91,10639.82
E2E Output Token Throughput (tokens/sec/user),130.46,104.51,153.58,13046.22,105.41,107.48,113.14,124.69,131.09,138.10,144.68,147.72,152.63,11.46
Effective Concurrency,3.90,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.48
Effective Decode Concurrency,3.74,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.60
Effective Decode Throughput (tokens/sec),499.09,0.00,815.57,,,,,,516.88,,570.03,583.86,614.16,79.85
Effective Decode Throughput Per User (tokens/sec/user),133.93,0.00,337.98,,,,,,133.19,,146.37,150.41,160.84,10.95
Effective Latency (CO-aware) (ms),11867.94,1928.00,38093.43,1186793.68,2004.97,2729.63,3242.53,3916.71,7716.80,12529.70,32441.70,34303.09,36516.60,10641.65
Effective Prefill Concurrency,0.15,0.00,4.00,,,,,,0.00,,1.00,1.00,2.00,0.41
Effective Prefill Throughput (tokens/sec),45.42,0.00,1402.09,,,,,,0.00,,232.64,334.68,575.88,130.27
Effective Prefill Throughput Per User (tokens/sec/user),41.63,0.00,758.00,,,,,,0.00,,230.65,310.46,546.01,115.20
Effective Total Throughput (tokens/sec),544.51,0.00,1402.09,,,,,,530.54,,626.58,726.99,993.03,110.88
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,340.22,45.00,1115.00,34022.00,45.00,69.00,83.70,107.25,217.50,363.00,946.20,999.55,1084.31,315.60
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),147.38,20.51,480.00,14738.13,20.62,30.90,37.18,47.31,94.77,158.14,406.82,431.31,466.02,135.43
HTTP Data Sent (KB),0.59,0.28,1.43,58.99,0.30,0.33,0.35,0.43,0.55,0.66,0.87,1.01,1.34,0.22
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),11866.48,1924.41,38092.38,1186647.64,2003.95,2728.77,3241.35,3915.64,7715.53,12528.56,32440.70,34301.97,36515.82,10641.58
HTTP Receiving (ms),11396.06,1413.62,37611.53,1139605.88,1450.24,2301.94,2756.89,3495.29,7301.76,12009.18,31943.37,33898.14,36052.91,10638.85
HTTP Sending (ms),0.13,0.12,0.25,13.19,0.12,0.12,0.12,0.12,0.13,0.13,0.15,0.17,0.18,0.02
HTTP Total Time (ms),11866.48,1924.41,38092.38,1186647.64,2003.95,2728.77,3241.35,3915.64,7715.53,12528.56,32440.70,34301.97,36515.82,10641.58
HTTP Waiting (TTFB) (ms),470.29,312.41,627.92,47028.57,312.67,391.15,396.30,416.16,457.67,522.14,571.11,598.18,622.81,70.78
Input Sequence Length (tokens),138.36,50.00,330.00,13836.00,50.99,59.00,76.30,95.00,128.00,164.00,219.90,283.75,319.11,63.56
