Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),12624.72,0.00,16783.87,,,,,,13772.26,,14447.16,14664.28,15098.41,3526.32
Active Decode Throughput Per User (tokens/sec/user),56.22,0.00,241.88,,,,,,54.68,,59.27,71.41,92.47,8.07
Active Prefill Throughput (tokens/sec),3626.83,41.04,34486.89,,,,,,3437.24,,4319.78,4610.80,5795.30,2256.52
Active Prefill Throughput Per User (tokens/sec/user),14.80,10.88,97.92,,,,,,13.65,,17.59,21.49,36.50,5.19
Active Total Throughput (tokens/sec),15822.58,41.04,34635.15,,,,,,17131.89,,18537.06,18909.72,20020.17,4783.15
Credit-to-Start Latency (ms),1.67,0.31,19.62,6835.48,0.43,0.58,0.78,1.01,1.37,1.87,2.67,3.34,8.42,1.50
Decode Duration (ms),19751.89,1779.94,82158.22,80903761.62,3611.95,4522.47,5489.42,9480.02,15953.06,24155.41,39298.88,52021.88,70880.55,14719.62
E2E Output Token Throughput (tokens/sec/user),26.67,4.10,65.54,109224.45,8.60,10.77,13.18,19.17,26.18,31.81,41.39,48.22,55.87,10.62
Effective Concurrency,448.46,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,148.07
Effective Decode Concurrency,230.85,0.00,256.00,,,,,,254.00,,256.00,256.00,256.00,65.59
Effective Decode Throughput (tokens/sec),12604.93,0.00,16783.87,,,,,,13771.54,,14446.11,14664.28,15098.41,3558.78
Effective Decode Throughput Per User (tokens/sec/user),56.13,0.00,241.88,,,,,,54.68,,59.26,71.41,92.47,8.36
Effective Latency (CO-aware) (ms),38400.19,5028.39,105463.96,157287197.32,9809.96,20482.12,24384.43,29102.47,35006.39,43386.86,59466.43,70691.47,88298.27,15124.86
Effective Prefill Concurrency,217.62,0.00,512.00,,,,,,257.00,,260.00,261.00,263.00,92.46
Effective Prefill Throughput (tokens/sec),3217.38,0.00,34486.89,,,,,,3344.54,,4263.56,4562.08,5795.30,2415.45
Effective Prefill Throughput Per User (tokens/sec/user),13.13,0.00,97.92,,,,,,13.29,,17.34,19.79,27.79,6.77
Effective Total Throughput (tokens/sec),15822.31,0.00,34635.15,,,,,,17131.89,,18537.06,18909.72,20020.17,4783.55
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,281.24,26.00,1163.00,1151973.00,52.00,65.00,79.00,135.00,227.00,342.00,559.00,744.00,1012.05,210.38
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.18,0.00,22.99,744.28,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.63,3.36,1.14
HTTP Connection Overhead (ms),0.20,0.00,32.47,810.98,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.63,3.36,1.30
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
HTTP Data Received (KB),121.64,12.11,498.12,498225.79,23.39,28.90,34.97,58.74,98.17,148.14,240.22,318.17,435.07,90.09
HTTP Data Sent (KB),1.34,0.19,6.85,5473.14,0.19,0.20,0.20,0.26,0.38,2.95,3.40,4.14,6.31,1.56
HTTP DNS Lookup (ms),0.02,0.00,14.83,66.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31
HTTP Duration (excl. conn) (ms),38398.46,5027.69,105462.77,157280094.58,9809.43,20480.04,24383.47,29101.41,35004.90,43385.73,59464.62,70690.45,88296.85,15124.83
HTTP Receiving (ms),19765.63,1779.94,82158.26,80960027.68,3611.95,4533.86,5536.57,9480.03,15968.46,24167.84,39298.88,52021.88,70880.56,14717.61
HTTP Sending (ms),0.32,0.06,23.11,1313.83,0.07,0.11,0.12,0.12,0.14,0.15,0.37,0.77,3.58,1.14
