Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),5310.49,0.00,16010.44,,,,,,5276.62,,6797.30,7312.34,13224.48,1615.07
Active Decode Throughput Per User (tokens/sec/user),31.89,0.00,321.32,,,,,,27.02,,38.29,77.45,122.65,20.12
Active Prefill Throughput (tokens/sec),1779.73,12.64,74832.31,,,,,,1425.88,,2657.12,3306.08,4849.78,3302.59
Active Prefill Throughput Per User (tokens/sec/user),37.56,11.74,672.99,,,,,,28.19,,52.54,68.51,283.65,46.71
Active Total Throughput (tokens/sec),6965.19,41.66,74832.31,,,,,,6964.18,,8362.42,8997.51,11424.29,3374.40
Credit-to-Start Latency (ms),2.83,0.31,23.98,5794.05,0.43,0.83,1.12,1.71,2.63,3.40,4.91,5.59,7.90,1.79
Decode Duration (ms),119914.74,5759.07,326368.97,245585394.78,13270.68,31093.29,47777.40,78481.79,115516.40,157139.53,196973.45,223145.55,263882.02,57159.75
E2E Output Token Throughput (tokens/sec/user),21.77,2.23,60.00,44577.17,4.13,6.50,8.69,12.69,20.55,28.69,37.18,42.05,50.85,11.04
Effective Concurrency,236.80,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,58.16
Effective Decode Concurrency,191.92,0.00,254.00,,,,,,204.00,,222.00,227.00,251.00,47.30
Effective Decode Throughput (tokens/sec),5307.38,0.00,16010.44,,,,,,5275.71,,6797.21,7312.34,13224.48,1619.70
Effective Decode Throughput Per User (tokens/sec/user),31.87,0.00,321.32,,,,,,27.02,,38.28,77.41,122.65,20.13
Effective Latency (CO-aware) (ms),147987.31,7905.64,355000.24,303078004.78,22938.24,55755.04,74321.29,108322.10,147341.88,183812.14,224328.21,248485.18,288773.88,57637.37
Effective Prefill Concurrency,44.88,0.00,256.00,,,,,,48.00,,67.00,72.00,85.00,22.54
Effective Prefill Throughput (tokens/sec),1657.75,0.00,74832.31,,,,,,1346.73,,2606.41,3270.97,4767.43,3218.97
Effective Prefill Throughput Per User (tokens/sec/user),34.98,0.00,672.99,,,,,,27.27,,51.21,67.17,271.38,46.07
Effective Total Throughput (tokens/sec),6965.14,0.00,74832.31,,,,,,6964.18,,8362.42,8997.51,11424.29,3374.44
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,755.64,67.00,2380.00,1547550.00,104.00,187.00,265.00,398.00,739.00,945.25,1490.30,1590.60,1785.71,426.75
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.25,0.00,29.44,521.54,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.25,4.88,1.63
HTTP Connection Overhead (ms),0.28,0.00,33.38,578.56,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.25,8.08,1.78
HTTP Connection Reused (ratio),0.88,0.00,1.00,1808.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32
HTTP Data Received (KB),328.07,29.74,1023.96,671896.33,45.48,80.83,114.75,172.18,321.06,411.18,650.27,695.41,774.14,186.40
HTTP Data Sent (KB),4.53,3.83,4.96,9274.46,4.11,4.26,4.33,4.42,4.53,4.63,4.74,4.80,4.87,0.16
HTTP DNS Lookup (ms),0.03,0.00,4.04,57.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32
HTTP Duration (excl. conn) (ms),147984.41,7903.01,354998.62,303072065.81,22937.60,55751.65,74318.10,108319.93,147338.83,183809.80,224324.93,248483.31,288771.78,57637.28
HTTP Receiving (ms),119938.80,5852.47,326368.98,245634654.73,13285.16,31093.29,47777.41,78637.21,115524.30,157189.28,196973.58,223145.58,263882.03,57151.93
HTTP Sending (ms),0.41,0.06,29.65,829.61,0.11,0.12,0.12,0.13,0.15,0.16,0.52,1.36,5.07,1.63
HTTP Total Time (ms),147984.69,7903.01,354998.62,303072644.37,22938.14,55751.97,74318.10,108320.81,147338.83,183809.80,224324.93,248483.31,288771.78,57637.08
HTTP Waiting (TTFB) (ms),28045.21,738.35,129984.43,57436581.47,840.35,979.55,1930.97,6326.50,21714.42,44962.60,64947.93,73333.94,94386.89,24800.13
Input Sequence Length (tokens),1036.00,1036.00,1037.00,2121729.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.02
Inter Chunk Latency (ms),158.96,23.43,162013.85,245585394.78,55.65,76.39,84.84,87.22,88.18,89.12,90.64,92.83,161.82,1363.50
Inter Token Latency (ms),47.93,9.88,430.96,98168.06,17.67,20.57,22.79,27.28,37.65,56.80,84.13,107.21,175.03,33.07
OSL Mismatch Diff % (%),-59.50,-97.25,0.00,-121854.79,-95.94,-93.27,-88.94,-83.19,-62.71,-48.82,0.00,0.00,0.00,28.02
Output Sequence Length (tokens),3317.81,225.00,8192.00,6794872.00,332.94,551.70,906.00,1377.00,3055.00,4192.50,8192.00,8192.00,8192.00,2295.01
Output Token Count (tokens),1028.40,3.00,7123.00,1865519.00,93.00,191.00,255.30,393.50,1361.00,1608.00,1715.70,1769.35,1886.87,631.57
Output Token Throughput Per User (tokens/sec/user),27.50,2.32,101.17,56314.29,5.71,9.33,11.89,17.61,26.56,36.66,43.88,48.62,56.60,12.48
