Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),9310.03,0.00,16595.75,,,,,,8249.55,,14241.03,14555.96,15061.12,4547.40
Active Decode Throughput Per User (tokens/sec/user),49.02,0.00,269.14,,,,,,54.36,,71.29,80.77,104.83,19.96
Active Prefill Throughput (tokens/sec),2841.10,4.18,38595.65,,,,,,758.01,,7830.00,9506.47,13851.76,4277.65
Active Prefill Throughput Per User (tokens/sec/user),313.62,4.18,1622.38,,,,,,85.56,,883.47,970.75,1103.13,364.70
Active Total Throughput (tokens/sec),11521.35,43.84,38595.65,,,,,,11260.88,,17838.19,19360.53,23220.00,5279.09
Credit-to-Start Latency (ms),1.62,0.33,71.86,3320.89,0.41,0.56,0.74,0.96,1.31,1.71,2.39,3.00,4.37,3.32
Decode Duration (ms),24771.25,1594.81,105589.43,50731526.22,4540.80,5966.83,7376.68,12311.14,19793.56,30818.57,49067.65,64407.29,90420.51,18291.57
E2E Output Token Throughput (tokens/sec/user),42.92,13.16,77.12,87902.18,28.15,34.02,35.87,39.33,42.81,45.94,49.68,53.01,62.90,6.18
Effective Concurrency,218.44,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,79.93
Effective Decode Concurrency,210.33,0.00,256.00,,,,,,247.00,,252.00,252.00,254.00,78.14
Effective Decode Throughput (tokens/sec),9290.43,0.00,16595.75,,,,,,8214.06,,14236.66,14553.67,15061.12,4562.61
Effective Decode Throughput Per User (tokens/sec/user),48.92,0.00,269.14,,,,,,54.36,,70.97,80.77,104.83,20.07
Effective Latency (CO-aware) (ms),25746.33,2645.70,106337.43,52728475.56,5454.52,6772.90,8295.38,13204.88,20801.94,31772.43,49886.91,65445.35,91196.36,18302.90
Effective Prefill Concurrency,8.11,0.00,256.00,,,,,,7.00,,13.00,15.00,60.00,18.03
Effective Prefill Throughput (tokens/sec),2230.58,0.00,38595.65,,,,,,545.43,,7080.67,8858.88,13297.36,3965.85
Effective Prefill Throughput Per User (tokens/sec/user),246.23,0.00,1622.38,,,,,,66.43,,858.00,939.50,1097.05,347.88
Effective Total Throughput (tokens/sec),11521.01,0.00,38595.65,,,,,,11260.88,,17838.19,19360.53,23220.00,5279.38
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,284.25,18.00,1155.00,582144.00,51.00,64.00,77.70,133.00,228.50,352.00,572.30,780.25,1025.24,216.03
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.19,0.00,73.30,391.41,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.43,3.25,2.30
HTTP Connection Overhead (ms),0.22,0.00,73.30,445.78,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.43,3.25,2.37
HTTP Connection Reused (ratio),0.88,0.00,1.00,1808.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32
HTTP Data Received (KB),122.92,8.85,495.78,251747.40,22.79,28.40,34.42,58.02,99.11,151.72,245.58,337.22,439.43,92.52
HTTP Data Sent (KB),1.28,0.19,6.85,2617.17,0.19,0.20,0.20,0.26,0.37,2.81,3.36,3.95,6.30,1.53
HTTP DNS Lookup (ms),0.03,0.00,4.10,54.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30
HTTP Duration (excl. conn) (ms),25744.64,2643.92,106336.31,52725019.01,5453.23,6770.96,8293.12,13202.39,20800.90,31770.54,49885.57,65443.42,91194.77,18302.99
HTTP Receiving (ms),24788.78,1661.60,105589.43,50767429.50,4588.06,5981.94,7376.68,12319.92,19811.11,30858.42,49070.33,64454.10,90420.61,18290.63
HTTP Sending (ms),0.33,0.06,73.42,686.01,0.11,0.11,0.12,0.12,0.14,0.16,0.37,0.65,3.37,2.30
HTTP Total Time (ms),25744.86,2643.92,106336.31,52725464.79,5453.23,6770.96,8294.74,13202.39,20800.90,31770.61,49885.84,65443.42,91194.77,18303.01
HTTP Waiting (TTFB) (ms),955.52,493.13,14352.37,1956903.51,558.46,623.10,649.59,717.61,815.82,957.74,1223.35,1674.59,2891.84,717.13
Input Sequence Length (tokens),262.89,21.00,1434.00,538406.00,21.00,22.00,24.00,35.00,64.00,593.75,734.00,870.00,1318.00,335.89
Inter Chunk Latency (ms),87.52,19.54,413.89,50731526.22,51.26,59.90,65.36,67.80,70.16,73.59,155.11,163.05,211.41,37.52
Inter Token Latency (ms),22.47,12.73,41.93,46022.30,15.48,17.72,18.87,20.56,22.06,24.10,26.60,28.20,31.36,3.32
