Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),6163.43,16.55,9056.41,,,,,,7612.45,,8193.66,8354.88,8584.99,2415.43
Active Decode Throughput Per User (tokens/sec/user),54.08,14.66,166.59,,,,,,63.20,,67.13,69.50,77.18,18.03
Active Prefill Throughput (tokens/sec),7662.55,218.73,55346.77,,,,,,6737.72,,12294.95,15617.35,44400.20,6418.50
Active Prefill Throughput Per User (tokens/sec/user),1147.23,218.72,1641.40,,,,,,1172.72,,1344.88,1386.50,1523.76,209.58
Active Total Throughput (tokens/sec),12617.91,62.07,55346.77,,,,,,12406.79,,18083.07,20181.27,41699.45,6190.76
Credit-to-Start Latency (ms),1.44,0.63,20.77,1471.87,0.81,0.98,1.10,1.22,1.34,1.46,1.70,2.14,3.10,0.92
Decode Duration (ms),18276.48,5476.68,27669.72,18715111.93,8293.34,12987.30,14666.61,16547.40,18640.45,20449.08,21706.88,22508.23,24024.18,3141.62
E2E Output Token Throughput (tokens/sec/user),51.07,29.85,83.69,52300.51,36.19,40.26,42.28,46.24,50.10,55.90,61.17,63.57,70.30,7.36
Effective Concurrency,121.68,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,22.20
Effective Decode Concurrency,114.33,0.00,128.00,,,,,,122.00,,127.00,128.00,128.00,24.88
Effective Decode Throughput (tokens/sec),6137.62,0.00,9056.41,,,,,,7608.75,,8191.02,8354.79,8584.99,2443.01
Effective Decode Throughput Per User (tokens/sec/user),53.86,0.00,166.59,,,,,,63.19,,67.11,69.47,77.18,18.33
Effective Latency (CO-aware) (ms),19454.64,6462.66,28576.05,19921556.28,9477.00,14013.61,15716.77,17549.20,19777.48,21633.04,23198.10,24219.16,25992.19,3252.13
Effective Prefill Concurrency,7.34,0.00,128.00,,,,,,5.00,,12.00,17.00,112.00,14.79
Effective Prefill Throughput (tokens/sec),6479.96,0.00,55346.77,,,,,,5903.34,,11989.71,14442.54,40898.39,6519.37
Effective Prefill Throughput Per User (tokens/sec/user),970.18,0.00,1641.40,,,,,,1147.69,,1329.05,1373.75,1502.27,457.08
Effective Total Throughput (tokens/sec),12617.58,0.00,55346.77,,,,,,12406.79,,18083.07,20181.27,41699.45,6191.01
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,263.22,78.00,389.00,269540.00,120.23,190.15,216.30,242.00,270.00,291.25,306.00,318.00,342.00,42.35
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.23,0.00,21.06,233.74,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.36,4.57,1.15
