Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),608.55,0.00,1018.65,,,,,,723.59,,802.68,814.60,866.34,212.54
Active Decode Throughput Per User (tokens/sec/user),103.76,0.00,302.15,,,,,,100.57,,120.27,125.59,141.40,17.15
Active Prefill Throughput (tokens/sec),258.63,75.73,874.01,,,,,,222.03,,480.30,554.80,708.32,141.16
Active Prefill Throughput Per User (tokens/sec/user),220.67,55.47,584.31,,,,,,192.57,,391.47,537.08,584.31,117.04
Active Total Throughput (tokens/sec),630.17,84.59,1295.08,,,,,,776.87,,811.05,874.01,1060.59,234.45
Credit-to-Start Latency (ms),1.59,0.58,20.53,159.44,0.59,0.60,0.65,0.73,1.02,1.50,2.80,3.83,7.01,2.21
Decode Duration (ms),38112.93,2429.07,610243.66,3811292.89,2486.97,3277.80,3995.94,5470.24,10650.41,22729.10,51341.39,130491.09,491248.19,98835.88
E2E Output Token Throughput (tokens/sec/user),89.91,59.57,111.69,8991.15,65.36,71.84,76.97,85.11,90.83,96.51,100.46,103.37,108.63,9.43
Effective Concurrency,6.19,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.32
Effective Decode Concurrency,6.08,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.28
Effective Decode Throughput (tokens/sec),608.03,0.00,1018.65,,,,,,723.43,,802.66,814.60,866.34,213.19
Effective Decode Throughput Per User (tokens/sec/user),103.67,0.00,302.15,,,,,,100.56,,120.27,125.58,141.40,17.41
Effective Latency (CO-aware) (ms),38821.65,3002.54,611023.89,3882164.68,3242.35,4039.39,4654.01,6160.00,11561.89,23490.73,51910.86,131262.39,491849.97,98825.49
Effective Prefill Concurrency,0.11,0.00,8.00,,,,,,0.00,,0.00,1.00,2.00,0.47
Effective Prefill Throughput (tokens/sec),22.07,0.00,874.01,,,,,,0.00,,0.00,201.04,431.67,83.19
Effective Prefill Throughput Per User (tokens/sec/user),18.83,0.00,584.31,,,,,,0.00,,0.00,181.95,368.64,70.49
Effective Total Throughput (tokens/sec),630.10,0.00,1295.08,,,,,,776.87,,811.05,874.01,1060.59,234.54
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,991.99,64.00,16526.00,99199.00,65.98,77.80,102.00,136.50,266.00,550.75,1291.80,3289.90,13446.11,2654.55
