Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),191.69,0.00,36375.45,,,,,,124.17,,444.58,544.31,671.97,200.13
Active Decode Throughput Per User (tokens/sec/user),81.98,0.00,18187.72,,,,,,82.24,,111.58,118.24,125.37,28.64
Active Prefill Throughput (tokens/sec),12646.53,388.32,120233.61,,,,,,8088.73,,30799.36,39732.96,61721.11,12636.49
Active Prefill Throughput Per User (tokens/sec/user),892.83,333.58,23816.27,,,,,,435.60,,1956.56,3746.20,7024.41,1400.61
Active Total Throughput (tokens/sec),12739.62,115.37,120292.08,,,,,,8143.86,,31117.63,40298.53,62070.68,12743.08
Credit Drop Latency (ms),3.11,0.53,18.18,40.45,0.54,0.59,0.64,0.72,1.62,2.37,5.68,10.91,16.73,4.62
Credit-to-Start Latency (ms),1.31,0.48,18.38,410.44,0.60,0.67,0.69,0.80,0.89,1.16,2.10,3.26,6.93,1.65
E2E Output Token Throughput (tokens/sec/user),10.86,0.03,61.77,3397.81,0.06,0.49,0.65,1.79,5.66,14.52,32.10,38.88,51.74,12.70
Effective Concurrency,18.67,0.00,23.00,,,,,,20.00,,22.00,22.00,23.00,4.04
Effective Decode Concurrency,1.98,0.00,14.00,,,,,,1.00,,6.00,9.00,12.00,2.75
Effective Decode Throughput (tokens/sec),135.91,0.00,36375.45,,,,,,94.93,,377.87,504.46,657.46,189.68
Effective Decode Throughput Per User (tokens/sec/user),58.13,0.00,18187.72,,,,,,72.82,,102.27,115.79,124.31,44.37
Effective Latency (CO-aware) (ms),109747.86,8627.55,316590.61,34351081.16,9418.05,14058.60,18754.22,32004.10,76439.76,195280.88,207339.69,213652.18,245966.89,81897.79
Effective Prefill Concurrency,16.69,0.00,22.00,,,,,,18.00,,20.00,20.00,21.00,4.36
Effective Prefill Throughput (tokens/sec),12487.54,0.00,120233.61,,,,,,8073.70,,30799.36,39732.96,61721.11,12635.61
Effective Prefill Throughput Per User (tokens/sec/user),881.61,0.00,23816.27,,,,,,434.31,,1954.67,3664.86,6985.79,1395.33
Effective Total Throughput (tokens/sec),12623.45,0.00,120292.08,,,,,,8135.13,,31053.86,40273.69,62070.68,12742.52
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,315.67,1.00,5808.00,98804.00,5.00,25.60,39.20,61.00,116.00,327.00,706.20,1223.80,2627.68,584.44
HTTP Chunks Sent,1.00,1.00,1.00,313.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.01,0.00,0.49,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.06
HTTP Connection Overhead (ms),0.01,0.00,0.49,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.06
HTTP Connection Reused (ratio),0.98,0.00,1.00,307.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14
HTTP Data Received (KB),89.39,1.04,1614.91,27979.13,2.19,7.69,11.81,18.00,33.74,93.02,198.84,342.41,734.28,163.06
HTTP Data Sent (KB),283.67,1.64,498.97,88790.09,3.10,79.22,148.74,211.67,302.24,366.54,401.64,422.90,459.45,107.90
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),109746.48,8625.96,316585.83,34350648.78,9417.00,14057.45,18753.35,32002.31,76438.67,195280.01,207338.70,213651.27,245951.68,81897.58
