Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3303.12,0.00,4626.55,,,,,,3865.86,,4081.96,4150.75,4326.27,1274.32
Active Decode Throughput Per User (tokens/sec/user),128.75,0.00,311.70,,,,,,126.60,,141.57,150.18,155.89,8.75
Active Prefill Throughput (tokens/sec),268.28,40.57,2686.45,,,,,,172.62,,504.19,721.92,2386.20,320.21
Active Prefill Throughput Per User (tokens/sec/user),162.03,40.57,1059.20,,,,,,121.04,,287.28,410.01,1043.53,139.65
Active Total Throughput (tokens/sec),3426.46,41.02,4987.73,,,,,,4014.85,,4179.85,4331.21,4675.51,1342.20
Credit-to-Start Latency (ms),1.59,0.57,23.28,408.31,0.70,0.73,0.79,0.94,1.14,1.93,2.68,3.17,4.34,1.63
Decode Duration (ms),14893.87,2065.99,43728.72,3812829.50,2348.17,3056.06,3901.66,5959.34,9858.95,24191.12,32729.16,34482.65,37116.02,11022.12
E2E Output Token Throughput (tokens/sec/user),121.28,77.31,152.98,31048.55,82.92,101.39,107.93,115.36,122.44,128.58,133.84,138.33,148.71,11.69
Effective Concurrency,26.97,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,10.44
Effective Decode Concurrency,26.02,0.00,32.00,,,,,,31.00,,32.00,32.00,32.00,10.27
Effective Decode Throughput (tokens/sec),3287.99,0.00,4626.55,,,,,,3865.18,,4081.39,4150.51,4326.27,1290.82
Effective Decode Throughput Per User (tokens/sec/user),128.16,0.00,311.70,,,,,,126.57,,141.43,150.13,155.89,12.32
Effective Latency (CO-aware) (ms),15447.29,2512.38,44219.42,3954505.80,2882.92,3700.41,4500.44,6455.64,10411.71,24780.37,33178.17,34939.16,37828.10,11026.82
Effective Prefill Concurrency,0.95,0.00,32.00,,,,,,1.00,,2.00,3.00,4.00,2.45
Effective Prefill Throughput (tokens/sec),138.33,0.00,2686.45,,,,,,56.91,,372.97,513.66,1059.20,266.17
Effective Prefill Throughput Per User (tokens/sec/user),83.55,0.00,1059.20,,,,,,56.91,,208.29,287.28,556.88,128.89
Effective Total Throughput (tokens/sec),3426.32,0.00,4987.73,,,,,,4014.85,,4179.85,4331.21,4675.51,1342.35
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,332.75,47.00,971.00,85183.00,53.75,67.00,88.50,132.00,220.00,540.00,730.00,789.25,898.05,247.79
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.21,0.00,4.05,53.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.07,3.66,0.82
HTTP Connection Overhead (ms),0.39,0.00,7.65,99.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.63,6.82,1.51
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),143.61,21.14,416.46,36765.07,24.31,29.96,39.09,57.75,95.12,232.55,313.90,337.74,386.76,106.10
HTTP Data Sent (KB),0.35,0.18,1.88,89.38,0.18,0.19,0.21,0.24,0.30,0.39,0.52,0.67,1.14,0.19
