Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1411.44,0.00,2192.90,,,,,,1579.19,,1745.55,1808.44,1872.05,480.32
Active Decode Throughput Per User (tokens/sec/user),106.47,0.00,293.70,,,,,,104.53,,123.84,131.78,137.23,10.90
Active Prefill Throughput (tokens/sec),2074.83,850.28,17662.01,,,,,,1608.77,,3028.58,3322.88,17662.01,1928.74
Active Prefill Throughput Per User (tokens/sec/user),1558.83,850.28,1856.19,,,,,,1518.40,,1811.96,1836.89,1852.93,165.22
Active Total Throughput (tokens/sec),1872.30,109.02,17662.01,,,,,,1667.05,,3224.56,3399.38,4847.82,1325.79
Credit-to-Start Latency (ms),2.33,0.74,8.31,298.27,0.76,0.84,0.91,1.40,2.07,2.92,4.20,4.59,7.44,1.42
Decode Duration (ms),30310.36,4371.28,108339.99,3879725.77,4780.43,8057.45,11139.06,16417.08,28532.41,38285.87,54525.90,63661.75,100971.20,19057.05
E2E Output Token Throughput (tokens/sec/user),93.30,51.99,172.63,11941.85,53.46,58.19,65.26,75.07,85.11,110.62,127.26,152.62,168.20,27.17
Effective Concurrency,13.90,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.78
Effective Decode Concurrency,13.59,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.76
Effective Decode Throughput (tokens/sec),1407.87,0.00,2192.90,,,,,,1578.80,,1745.47,1808.40,1872.05,484.92
Effective Decode Throughput Per User (tokens/sec/user),106.20,0.00,293.70,,,,,,104.50,,123.72,131.77,137.09,12.13
Effective Latency (CO-aware) (ms),31019.53,5131.92,108917.31,3970499.47,5436.16,8705.62,11761.62,17138.38,29220.57,39061.70,55186.59,64246.81,101661.53,19053.29
Effective Prefill Concurrency,0.31,0.00,16.00,,,,,,0.00,,1.00,1.00,2.00,1.02
Effective Prefill Throughput (tokens/sec),464.37,0.00,17662.01,,,,,,0.00,,1685.03,1836.89,3322.88,1257.15
Effective Prefill Throughput Per User (tokens/sec/user),348.88,0.00,1856.19,,,,,,0.00,,1572.63,1701.98,1839.79,654.40
Effective Total Throughput (tokens/sec),1872.24,0.00,17662.01,,,,,,1667.05,,3224.56,3399.38,4847.82,1325.82
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,743.89,108.00,2629.00,95218.00,118.29,197.60,271.00,400.25,701.50,931.50,1331.80,1542.85,2440.80,469.63
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),322.55,47.07,1127.88,41286.91,51.63,85.08,116.46,172.48,301.19,400.36,575.05,679.07,1050.31,203.90
HTTP Data Sent (KB),4.52,4.04,4.96,578.18,4.11,4.23,4.30,4.40,4.50,4.62,4.75,4.83,4.93,0.18
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),31017.13,5129.85,108916.13,3970192.31,5434.24,8703.75,11758.16,17135.37,29219.42,39060.65,55183.86,64245.09,101659.78,19053.20
HTTP Receiving (ms),30316.44,4371.29,108339.99,3880504.15,4780.44,8057.47,11139.07,16417.08,28553.28,38285.88,54525.90,63661.79,100971.21,19056.60
HTTP Sending (ms),0.15,0.11,0.28,19.55,0.12,0.12,0.13,0.14,0.15,0.16,0.19,0.21,0.27,0.03
HTTP Total Time (ms),31017.13,5129.85,108916.13,3970192.31,5434.24,8703.75,11758.16,17135.37,29219.42,39060.65,55183.86,64245.09,101659.78,19053.20
HTTP Waiting (TTFB) (ms),700.54,557.92,1218.05,89668.61,559.30,563.94,570.18,609.48,685.18,736.24,883.31,1024.14,1106.66,123.77
Input Sequence Length (tokens),1036.00,1036.00,1036.00,132608.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.00
Inter Chunk Latency (ms),40.81,23.54,87.98,3879725.77,30.24,37.45,39.59,40.61,41.03,41.37,41.72,43.18,45.63,2.44
Inter Token Latency (ms),11.14,5.71,18.42,1425.65,5.86,6.48,7.71,8.85,11.49,12.84,14.43,16.06,17.31,2.76
OSL Mismatch Diff % (%),-61.65,-96.26,0.00,-7890.70,-95.64,-93.02,-90.33,-83.86,-67.11,-51.95,0.00,0.00,0.00,28.67
Output Sequence Length (tokens),3141.95,306.00,8192.00,402170.00,357.40,571.55,791.90,1322.50,2694.50,3936.50,8192.00,8192.00,8192.00,2348.80
Output Token Count (tokens),985.43,141.00,2054.00,111354.00,150.40,198.00,273.60,384.00,755.00,1585.00,1706.80,1763.40,1912.00,613.67
Output Token Throughput Per User (tokens/sec/user),96.10,54.29,175.17,12301.19,57.78,62.30,69.30,77.87,87.04,112.94,129.71,154.43,170.55,26.76
Prefill Throughput Per User (tokens/sec/user),1516.49,850.28,1856.19,194110.41,935.93,1011.30,1172.52,1406.72,1511.54,1699.06,1816.27,1836.35,1851.58,221.82
Reasoning Token Count (tokens),2272.00,68.00,8192.00,290816.00,106.94,223.35,376.10,831.25,1353.00,2381.75,8192.00,8192.00,8192.00,2395.20
Request Latency (ms),31011.12,5129.91,108916.20,3969423.64,5434.31,8703.81,11758.22,17135.43,29219.49,39060.71,55183.93,64245.12,101659.85,19053.66
Time to First Output Token (ms),16710.45,1653.23,63296.28,1888280.32,2349.70,3832.09,6189.84,10133.43,13978.04,20465.94,28397.63,38590.50,56415.57,10901.58
Time to First Token (ms),700.76,558.13,1218.42,89697.87,559.52,564.16,570.40,609.75,685.39,736.47,883.57,1024.43,1106.92,123.79
Time to Second Token (ms),39.50,24.58,44.38,5055.49,29.01,33.84,37.35,39.52,39.97,40.47,40.80,41.67,44.22,2.51
Tokens In Flight (tokens),44672.00,0.00,77008.76,,,,,,47772.99,,61122.52,64704.62,72332.76,16023.28
Usage Completion Tokens (tokens),3141.95,306.00,8192.00,402170.00,357.40,571.55,791.90,1322.50,2694.50,3936.50,8192.00,8192.00,8192.00,2348.80
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),1036.00,1036.00,1036.00,132608.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.00
Usage Reasoning Tokens (tokens),2272.00,68.00,8192.00,290816.00,106.94,223.35,376.10,831.25,1353.00,2381.75,8192.00,8192.00,8192.00,2395.20
Usage Total Tokens (tokens),4177.95,1342.00,9228.00,534778.00,1393.40,1607.55,1827.90,2358.50,3730.50,4972.50,9228.00,9228.00,9228.00,2348.80

Metric,Value
Benchmark Duration (sec),285.53
Input Token Throughput (tokens/sec),464.37
OSL Mismatch Count,113.00
Output Token Throughput (tokens/sec),1408.32
Overall Usage Prompt Cache Read % (%),0.00
Request Count,128.00
Request Throughput (requests/sec),0.45
Total Input Sequence Length (tokens),132608.00
Total Output Sequence Length (tokens),402170.00
Total Output Tokens (tokens),111354.00
Total Reasoning Tokens (tokens),290816.00
Total Token Throughput (tokens/sec),1872.69
Total Usage Completion Tokens (tokens),402170.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),132608.00
Total Usage Reasoning Tokens (tokens),290816.00
Total Usage Total Tokens (tokens),534778.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
