Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1457.82,0.00,2089.69,,,,,,1650.94,,1761.31,1805.29,1904.74,459.92
Active Decode Throughput Per User (tokens/sec/user),109.30,0.00,291.12,,,,,,107.66,,116.60,125.52,140.10,8.11
Active Prefill Throughput (tokens/sec),449.35,94.95,2897.77,,,,,,377.86,,739.05,781.32,2016.12,335.46
Active Prefill Throughput Per User (tokens/sec/user),328.55,94.95,781.32,,,,,,282.09,,567.40,597.68,745.59,148.30
Active Total Throughput (tokens/sec),1576.56,107.80,2897.77,,,,,,1724.89,,2020.81,2179.27,2366.57,538.17
Credit-to-Start Latency (ms),1.57,0.58,4.82,200.86,0.66,0.71,0.75,0.86,1.10,2.00,3.42,3.75,4.29,1.01
Decode Duration (ms),16135.06,1775.59,44883.57,2065287.04,1959.75,2807.22,3383.07,5329.26,8832.14,25476.03,40698.14,41713.87,44213.61,14268.88
E2E Output Token Throughput (tokens/sec/user),107.49,73.92,141.16,13758.49,82.08,91.92,96.32,100.84,107.22,112.56,120.61,126.79,129.37,10.40
Effective Concurrency,13.90,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.39
Effective Decode Concurrency,13.49,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.34
Effective Decode Throughput (tokens/sec),1454.25,0.00,2089.69,,,,,,1650.66,,1761.10,1805.02,1904.74,464.98
Effective Decode Throughput Per User (tokens/sec/user),109.03,0.00,291.12,,,,,,107.65,,116.56,125.52,140.10,9.73
Effective Latency (CO-aware) (ms),16633.03,2295.78,45287.73,2129027.26,2576.15,3334.25,3844.33,5824.52,9316.16,25980.73,41246.71,42277.67,44635.07,14259.22
Effective Prefill Concurrency,0.41,0.00,16.00,,,,,,0.00,,1.00,2.00,3.00,1.13
Effective Prefill Throughput (tokens/sec),122.25,0.00,2897.77,,,,,,0.00,,466.45,596.66,964.49,265.71
Effective Prefill Throughput Per User (tokens/sec/user),89.39,0.00,781.32,,,,,,0.00,,328.43,453.18,698.41,165.41
Effective Total Throughput (tokens/sec),1576.50,0.00,2897.77,,,,,,1724.89,,2020.81,2179.27,2366.57,538.25
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,397.22,45.00,1099.00,50844.00,49.05,70.40,83.40,131.00,219.50,635.75,997.60,1036.35,1080.25,351.76
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),171.94,20.62,473.69,22008.62,22.39,31.50,37.08,57.81,95.42,275.37,429.86,446.79,465.37,151.12
HTTP Data Sent (KB),0.62,0.28,1.52,79.45,0.30,0.33,0.38,0.45,0.58,0.75,0.92,1.07,1.40,0.23
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),16631.39,2294.91,45283.88,2128817.62,2575.35,3332.37,3842.24,5822.89,9313.78,25979.50,41245.37,42276.81,44633.27,14259.15
HTTP Receiving (ms),16138.31,1775.60,44883.58,2065704.20,1959.75,2807.23,3383.08,5329.26,8852.81,25476.04,40698.14,41713.88,44213.65,14266.58
HTTP Sending (ms),0.15,0.11,0.29,19.30,0.11,0.12,0.12,0.13,0.14,0.16,0.20,0.22,0.29,0.04
HTTP Total Time (ms),16631.39,2294.91,45283.88,2128817.62,2575.35,3332.37,3842.24,5822.89,9313.78,25979.50,41245.37,42276.81,44633.27,14259.15
HTTP Waiting (TTFB) (ms),492.92,364.70,770.99,63094.12,368.39,397.87,402.61,431.69,487.76,534.08,594.08,663.03,663.50,80.64
Input Sequence Length (tokens),146.27,50.00,403.00,18722.00,51.54,60.70,78.70,98.75,131.00,172.00,246.20,280.90,327.03,66.49
