Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),12376.13,0.00,18371.90,,,,,,12789.00,,15471.41,15751.92,16575.94,3324.60
Active Decode Throughput Per User (tokens/sec/user),52.40,0.00,264.28,,,,,,49.89,,63.38,72.27,90.75,12.07
Active Prefill Throughput (tokens/sec),1220.66,6.22,24853.74,,,,,,1165.27,,1401.29,1502.24,2569.61,1309.23
Active Prefill Throughput Per User (tokens/sec/user),5.05,3.39,112.99,,,,,,4.76,,5.57,5.93,10.04,2.60
Active Total Throughput (tokens/sec),13464.80,67.68,24853.74,,,,,,14247.41,,15775.89,16388.88,18069.71,3437.23
Credit-to-Start Latency (ms),1.84,0.35,19.42,7552.16,0.42,0.60,0.77,0.99,1.33,2.17,3.64,4.00,7.95,1.56
Decode Duration (ms),32119.35,2975.90,138154.45,131560862.27,4040.13,5200.00,6581.79,10149.00,19107.12,48260.29,79861.39,87481.87,107913.36,28944.21
E2E Output Token Throughput (tokens/sec/user),25.24,3.25,64.21,103368.51,6.13,8.74,10.66,15.21,23.04,34.02,41.27,49.80,58.48,12.51
Effective Concurrency,455.82,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,138.31
Effective Decode Concurrency,246.92,0.00,327.00,,,,,,262.00,,289.00,299.00,323.00,64.65
Effective Decode Throughput (tokens/sec),12361.97,0.00,18371.90,,,,,,12786.57,,15471.34,15751.92,16575.94,3348.92
Effective Decode Throughput Per User (tokens/sec/user),52.34,0.00,264.28,,,,,,49.88,,63.37,72.25,90.75,12.20
Effective Latency (CO-aware) (ms),59314.39,5244.32,173769.80,242951731.80,9120.79,21349.32,29923.99,37658.83,48387.48,78486.68,108039.12,118518.42,141388.16,31093.11
Effective Prefill Concurrency,208.90,0.00,512.00,,,,,,244.00,,258.00,259.00,261.00,84.78
Effective Prefill Throughput (tokens/sec),1102.62,0.00,24853.74,,,,,,1147.85,,1379.98,1493.73,2569.61,1295.56
Effective Prefill Throughput Per User (tokens/sec/user),4.57,0.00,112.99,,,,,,4.73,,5.53,5.83,10.01,2.89
Effective Total Throughput (tokens/sec),13464.59,0.00,24853.74,,,,,,14247.41,,15775.89,16388.88,18069.71,3437.61
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,380.11,39.00,1164.00,1556926.00,51.00,72.00,86.00,132.00,230.00,522.25,1007.50,1045.00,1093.00,336.57
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.16,0.00,27.34,666.30,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.51,3.14,1.11
HTTP Connection Overhead (ms),0.18,0.00,31.22,724.77,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.51,3.14,1.22
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
HTTP Data Received (KB),164.29,17.88,500.70,672945.10,23.18,31.99,38.17,57.64,99.84,226.17,433.76,449.42,470.01,144.44
HTTP Data Sent (KB),0.62,0.28,1.52,2537.98,0.30,0.34,0.38,0.45,0.57,0.74,0.95,1.10,1.43,0.23
HTTP DNS Lookup (ms),0.01,0.00,4.07,58.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23
HTTP Duration (excl. conn) (ms),59312.48,5243.83,173768.97,242943909.44,9119.52,21347.73,29919.02,37656.85,48381.71,78485.65,108037.98,118513.05,141386.44,31093.08
HTTP Receiving (ms),32130.35,2975.91,138154.45,131605901.19,4040.59,5204.25,6585.24,10155.47,19107.12,48260.29,79861.40,87482.19,107913.37,28939.88
HTTP Sending (ms),0.30,0.06,27.55,1240.45,0.11,0.12,0.12,0.12,0.14,0.15,0.37,0.68,3.32,1.11
HTTP Total Time (ms),59312.65,5244.09,173769.17,242944634.21,9120.46,21349.42,29919.68,37656.85,48381.71,78485.65,108037.98,118513.05,141386.44,31092.91
HTTP Waiting (TTFB) (ms),27181.83,600.77,60916.95,111336767.79,1224.70,2243.85,14388.15,23587.04,28532.32,32713.41,36919.64,40278.73,51643.41,9810.41
Input Sequence Length (tokens),143.48,50.00,403.00,587675.00,51.00,63.00,78.00,99.00,129.00,169.00,238.00,281.00,330.00,64.19
Inter Chunk Latency (ms),84.76,25.83,51047.32,131560862.27,55.70,67.17,69.06,70.76,78.98,81.69,82.76,83.80,87.83,449.93
Inter Token Latency (ms),19.76,12.58,155.10,80924.21,13.74,14.73,15.21,16.27,17.58,19.13,23.22,32.50,65.29,10.09
Output Sequence Length (tokens),1609.57,188.00,4096.00,6592804.00,240.00,326.00,389.00,587.00,1029.50,2221.00,4096.00,4096.00,4096.00,1349.03
Output Token Count (tokens),186.53,1.00,551.00,635703.00,48.00,69.00,92.00,129.00,171.00,240.00,294.00,349.00,420.00,83.60
Output Token Throughput Per User (tokens/sec/user),55.15,6.45,79.51,225880.72,15.32,30.77,43.07,52.26,56.89,61.48,65.77,67.87,72.80,10.80
Prefill Throughput Per User (tokens/sec/user),10.56,0.83,440.89,43248.03,1.60,2.12,2.58,3.43,4.74,7.20,12.46,50.00,127.51,23.91
Reasoning Token Count (tokens),1454.37,103.00,4096.00,5957101.00,147.00,211.00,261.00,436.00,812.00,1981.25,4096.00,4096.00,4096.00,1394.96
Request Latency (ms),59301.55,5176.28,173769.01,242899155.59,9119.57,21347.77,29890.22,37651.40,48359.66,78459.76,108038.04,118513.11,141386.50,31097.14
Time to First Output Token (ms),45891.84,3830.76,165045.68,155711000.93,6918.59,16933.09,25893.47,33764.51,41465.09,53745.81,75303.60,88467.76,111393.41,20795.36
Time to First Token (ms),27182.20,601.06,60917.17,111338293.32,1226.05,2247.63,14389.24,23587.22,28532.54,32713.77,36919.84,40278.95,51643.67,9810.10
Time to Second Token (ms),85.54,33.97,18017.56,350379.38,62.81,67.46,69.00,70.52,78.64,81.44,82.97,86.55,222.10,281.46
Tokens In Flight (tokens),400844.11,0.00,539343.55,,,,,,432684.22,,467646.13,482926.35,532749.62,99756.20
Usage Completion Tokens (tokens),1609.57,188.00,4096.00,6592804.00,240.00,326.00,389.00,587.00,1029.50,2221.00,4096.00,4096.00,4096.00,1349.03
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),143.48,50.00,403.00,587675.00,51.00,63.00,78.00,99.00,129.00,169.00,238.00,281.00,330.00,64.19
Usage Reasoning Tokens (tokens),1454.37,103.00,4096.00,5957101.00,147.00,211.00,261.00,436.00,812.00,1981.25,4096.00,4096.00,4096.00,1394.96
Usage Total Tokens (tokens),1753.05,263.00,4499.00,7180479.00,314.00,427.00,488.50,702.75,1186.50,2423.00,4236.00,4272.00,4373.00,1367.95

Metric,Value
Benchmark Duration (sec),532.97
Input Token Throughput (tokens/sec),1102.62
Output Token Throughput (tokens/sec),12369.66
Overall Usage Prompt Cache Read % (%),0.00
Request Count,4096.00
Request Throughput (requests/sec),7.69
Total Input Sequence Length (tokens),587675.00
Total Output Sequence Length (tokens),6592804.00
Total Output Tokens (tokens),635703.00
Total Reasoning Tokens (tokens),5957101.00
Total Token Throughput (tokens/sec),13472.28
Total Usage Completion Tokens (tokens),6592804.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),587675.00
Total Usage Reasoning Tokens (tokens),5957101.00
Total Usage Total Tokens (tokens),7180479.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
