Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3180.90,0.00,9431.22,,,,,,3204.49,,4016.58,4282.28,4901.47,792.30
Active Decode Throughput Per User (tokens/sec/user),29.18,0.00,272.02,,,,,,27.39,,34.93,38.30,111.15,12.96
Active Prefill Throughput (tokens/sec),1015.36,1.94,68541.46,,,,,,1007.47,,1075.15,1253.58,2059.73,1416.33
Active Prefill Throughput Per User (tokens/sec/user),2.75,1.94,586.90,,,,,,2.57,,2.69,3.15,5.39,2.90
Active Total Throughput (tokens/sec),4174.96,5.85,68541.46,,,,,,4232.89,,4638.87,4842.99,7036.51,1583.87
Credit-to-Start Latency (ms),2.88,0.37,39.10,11781.77,0.43,0.53,1.00,1.65,2.62,3.53,4.54,5.39,13.17,2.52
Decode Duration (ms),120862.21,5547.62,412638.97,495051599.51,15985.03,32420.67,47330.15,78583.39,116752.92,156791.36,197398.26,225171.22,267403.35,58082.83
E2E Output Token Throughput (tokens/sec/user),7.83,0.37,79.40,32078.72,0.78,1.30,1.93,2.96,6.24,8.98,14.40,17.84,49.90,8.35
Effective Concurrency,470.65,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,118.39
Effective Decode Concurrency,116.05,0.00,166.00,,,,,,120.00,,131.00,135.00,143.00,21.36
Effective Decode Throughput (tokens/sec),3180.29,0.00,9431.22,,,,,,3204.31,,4016.17,4282.18,4901.47,793.45
Effective Decode Throughput Per User (tokens/sec/user),29.18,0.00,272.02,,,,,,27.39,,34.93,38.30,111.15,12.97
Effective Latency (CO-aware) (ms),490213.98,6679.87,831847.44,2007916480.95,38841.01,211479.48,357135.55,444580.75,508318.91,567294.13,620757.48,654152.28,712075.88,127372.18
Effective Prefill Concurrency,354.60,0.00,512.00,,,,,,389.00,,402.00,404.00,409.00,102.85
Effective Prefill Throughput (tokens/sec),994.65,0.00,68541.46,,,,,,1006.16,,1074.35,1252.28,2059.48,1409.14
Effective Prefill Throughput Per User (tokens/sec/user),2.69,0.00,586.90,,,,,,2.57,,2.69,3.15,5.39,2.90
Effective Total Throughput (tokens/sec),4174.94,0.00,68541.46,,,,,,4232.89,,4638.87,4842.99,7036.51,1583.88
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,744.93,48.00,2594.00,3051225.00,114.95,196.00,258.00,404.00,737.00,987.00,1289.00,1429.50,1907.20,404.95
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.19,0.00,40.99,784.73,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.41,3.43,1.55
HTTP Connection Overhead (ms),0.20,0.00,40.99,839.01,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.41,3.43,1.62
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
HTTP Data Received (KB),323.55,21.80,1114.54,1325280.41,50.19,84.79,111.49,174.49,319.82,428.44,564.82,622.18,825.82,176.72
HTTP Data Sent (KB),4.53,3.87,4.97,18545.98,4.09,4.26,4.33,4.43,4.53,4.64,4.74,4.79,4.89,0.16
HTTP DNS Lookup (ms),0.01,0.00,3.90,54.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21
HTTP Duration (excl. conn) (ms),490211.04,6679.06,831843.34,2007904425.14,38840.19,211478.83,357132.56,444578.83,508316.28,567292.31,620753.99,654149.25,712074.36,127371.69
HTTP Receiving (ms),120874.10,5633.83,412638.98,495100315.02,15988.71,32456.12,47367.39,78632.88,116755.80,156809.86,197398.26,225171.24,267403.36,58081.96
HTTP Sending (ms),0.34,0.06,41.13,1385.33,0.12,0.12,0.12,0.13,0.15,0.16,0.37,0.56,3.54,1.55
HTTP Total Time (ms),490211.25,6679.06,831843.34,2007905264.14,38841.13,211479.09,357132.56,444578.83,508316.28,567292.31,620753.99,654149.25,712074.36,127371.46
HTTP Waiting (TTFB) (ms),369336.60,809.26,619089.82,1512802724.78,2104.44,91946.17,266996.18,342665.84,389217.67,433085.55,470946.10,493458.39,536676.17,109629.34
Input Sequence Length (tokens),1036.00,1036.00,1037.00,4243463.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.04
Inter Chunk Latency (ms),162.52,24.00,182757.58,495051599.51,65.82,77.95,79.23,80.93,82.62,84.27,86.08,87.33,91.96,1643.87
Inter Token Latency (ms),50.68,9.70,357.10,207588.88,14.87,17.97,20.86,27.05,38.38,59.46,94.91,122.61,211.77,38.65
OSL Mismatch Diff % (%),-59.55,-98.00,0.00,-243925.51,-95.73,-93.04,-89.64,-83.25,-61.99,-48.10,0.00,0.00,0.00,27.98
Output Sequence Length (tokens),3313.49,164.00,8192.00,13572054.00,349.85,570.00,849.00,1372.00,3113.50,4252.00,8192.00,8192.00,8192.00,2291.87
