Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),469.02,0.00,26330.88,,,,,,511.49,,607.50,639.62,701.92,159.36
Active Decode Throughput Per User (tokens/sec/user),50.11,0.00,2393.72,,,,,,54.52,,61.29,63.09,67.51,15.33
Active Prefill Throughput (tokens/sec),32989.96,475.13,348250.80,,,,,,32080.98,,42838.54,45507.20,60657.82,12679.51
Active Prefill Throughput Per User (tokens/sec/user),1133.57,475.13,80485.39,,,,,,1006.91,,1384.65,1473.69,2064.31,1673.64
Active Total Throughput (tokens/sec),33364.84,37.25,348295.20,,,,,,32542.87,,43431.13,45870.28,61025.26,12785.35
Credit Drop Latency (ms),1.57,0.50,8.75,146.06,0.53,0.57,0.60,0.78,1.18,1.61,3.05,4.40,7.79,1.40
Credit-to-Start Latency (ms),1.36,0.52,15.21,1213.41,0.61,0.71,0.75,0.84,0.98,1.29,2.21,3.28,8.05,1.30
E2E Output Token Throughput (tokens/sec/user),8.36,0.01,60.29,7466.17,0.18,0.90,1.36,2.43,5.09,10.82,20.60,28.93,43.15,9.02
Effective Concurrency,40.03,0.00,46.00,,,,,,41.00,,44.00,45.00,46.00,6.31
Effective Decode Concurrency,9.34,0.00,16.00,,,,,,9.00,,12.00,12.00,14.00,1.96
Effective Decode Throughput (tokens/sec),465.85,0.00,26330.88,,,,,,510.60,,607.19,639.32,701.84,163.40
Effective Decode Throughput Per User (tokens/sec/user),49.77,0.00,2393.72,,,,,,54.47,,61.27,63.07,67.49,15.82
Effective Latency (CO-aware) (ms),82482.48,4093.97,1385554.37,73656858.13,12997.14,43281.69,49776.91,59607.23,73794.55,89375.94,109974.82,124778.34,249022.05,76838.29
Effective Prefill Concurrency,30.69,0.00,40.00,,,,,,32.00,,34.00,36.00,38.00,5.48
Effective Prefill Throughput (tokens/sec),32685.09,0.00,348250.80,,,,,,31989.30,,42838.54,45400.92,60657.82,13009.58
Effective Prefill Throughput Per User (tokens/sec/user),1123.10,0.00,80485.39,,,,,,1005.50,,1384.64,1473.69,1980.80,1669.42
Effective Total Throughput (tokens/sec),33150.94,0.00,348295.20,,,,,,32515.90,,43333.89,45870.28,61025.26,13019.53
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,390.04,1.00,27041.00,348310.00,5.00,26.60,40.00,62.00,130.00,306.00,645.00,1107.60,3675.52,1522.87
HTTP Chunks Sent,1.00,1.00,1.00,893.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.04,0.00,3.14,35.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.25
HTTP Connection Overhead (ms),0.06,0.00,5.62,52.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.26,0.44
HTTP Connection Reused (ratio),0.96,0.00,1.00,854.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.20
HTTP Data Received (KB),110.20,1.04,7549.60,98405.93,2.19,8.13,12.03,18.23,37.30,87.09,181.19,311.84,1025.65,425.73
HTTP Data Sent (KB),260.03,1.02,527.20,232208.28,1.84,16.11,82.49,169.29,261.18,363.80,418.19,449.86,505.60,127.43
HTTP DNS Lookup (ms),0.02,0.00,2.48,17.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.19
HTTP Duration (excl. conn) (ms),82481.05,4093.25,1385553.56,73655578.21,12995.92,43280.76,49775.64,59605.61,73793.44,89375.00,109973.70,124776.95,249019.64,76838.25
HTTP Receiving (ms),19309.46,0.00,1316719.67,17243344.59,365.27,1452.29,2020.73,3306.99,6465.83,15378.85,32964.47,54766.44,182012.38,74271.06
HTTP Sending (ms),0.21,0.06,3.39,187.01,0.13,0.14,0.14,0.15,0.16,0.18,0.22,0.30,1.57,0.26
HTTP Total Time (ms),82481.11,4093.25,1385553.56,73655631.12,12995.92,43280.88,49775.64,59606.04,73793.44,89375.00,109973.70,124776.95,249019.64,76838.24
HTTP Waiting (TTFB) (ms),63171.38,632.31,122193.18,56412046.61,2284.99,34947.67,42610.20,49644.96,62921.19,76197.48,86153.04,95579.31,115496.86,19651.13
Input Sequence Length (tokens),67346.67,279.00,135787.00,60140576.00,465.04,4228.80,21416.60,43913.00,67532.00,94100.00,108307.20,116323.80,130071.16,32934.39
Inter Chunk Latency (ms),49.51,0.00,27142.23,17188096.40,36.60,39.92,40.78,42.49,44.08,47.33,48.75,52.83,216.27,57.50
Inter Token Latency (ms),20.75,12.08,91.48,18508.18,12.84,14.86,16.19,18.01,20.05,22.26,25.14,27.86,38.72,5.23
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),960.87,1.00,59903.00,858054.00,12.00,70.20,95.20,155.00,322.00,778.00,1656.00,2776.80,9324.24,3579.54
Output Token Count (tokens),1422.65,1.00,59341.00,577595.00,7.05,39.00,87.00,173.25,412.50,1147.75,2300.00,4269.50,13339.25,5072.93
Output Token Throughput Per User (tokens/sec/user),50.30,10.93,82.77,44866.99,25.83,35.89,39.78,44.93,49.87,55.52,61.78,67.31,77.88,9.58
Prefill Throughput Per User (tokens/sec/user),1704.77,4.35,90663.81,1522357.41,8.05,86.87,351.14,666.46,1078.39,1520.92,2076.77,2378.41,20968.26,5253.95
Reasoning Token Count (tokens),314.06,0.00,5141.00,280459.00,0.00,0.00,0.00,12.00,191.00,405.00,745.60,1092.80,1996.28,448.18
Request Latency (ms),82480.68,4093.31,1385553.62,73655249.80,12996.02,43280.82,49775.71,59605.69,73793.52,89375.08,109973.76,124777.01,249019.72,76838.27
Requested OSL (tokens),960.87,1.00,59903.00,858054.00,12.00,70.20,95.20,155.00,322.00,778.00,1656.00,2776.80,9324.24,3579.54
Time to First Output Token (ms),68018.41,1406.90,157643.27,27547455.63,2619.66,39212.48,45700.50,53318.38,65901.21,80644.08,93840.01,104804.19,122340.76,21499.61
Time to First Token (ms),63233.09,632.61,122381.47,56467153.41,2538.95,34947.85,42731.62,49700.51,62921.45,76237.05,86338.27,95635.29,115497.10,19650.36
Time to Second Token (ms),167.96,1.03,1383.93,149822.44,8.99,33.87,39.49,46.49,155.06,242.61,326.58,373.99,515.37,131.37
Tokens In Flight (tokens),2754864.72,0.00,3174385.38,,,,,,2854064.15,,3043050.75,3107266.48,3160227.77,450263.75
Usage Completion Tokens (tokens),960.87,1.00,59903.00,858054.00,12.00,70.20,95.20,155.00,322.00,778.00,1656.00,2776.80,9324.24,3579.54
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),67346.67,279.00,135787.00,60140576.00,465.04,4228.80,21416.60,43913.00,67532.00,94100.00,108307.20,116323.80,130071.16,32934.39
Usage Reasoning Tokens (tokens),314.06,0.00,5141.00,280459.00,0.00,0.00,0.00,12.00,191.00,405.00,745.60,1092.80,1996.28,448.18
Usage Total Tokens (tokens),68307.54,292.00,137186.00,60998630.00,486.52,5028.80,21567.60,45179.00,68715.00,94832.00,109102.40,116771.20,130738.92,33085.76

Metric,Value
Benchmark Duration (sec),1828.20
Input Token Throughput (tokens/sec),32685.09
Maximum Response Timestamp (ns),1789656464132111872.00
Minimum Request Timestamp (ns),1789654635928124416.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),466.33
Request Count,893.00
Request Throughput (requests/sec),0.49
Theoretical Prefix Cache Hit (%),94.42
Total Input Sequence Length (tokens),60140576.00
Total Output Sequence Length (tokens),858054.00
Total Output Tokens (tokens),577595.00
Total Reasoning Tokens (tokens),280459.00
Total Token Throughput (tokens/sec),33151.42
Total Usage Completion Tokens (tokens),858054.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),60140576.00
Total Usage Reasoning Tokens (tokens),280459.00
Total Usage Total Tokens (tokens),60998630.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
