Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1450.34,0.00,2259.91,,,,,,1644.30,,1774.27,1798.20,1899.33,455.19
Active Decode Throughput Per User (tokens/sec/user),109.15,0.00,301.69,,,,,,107.03,,116.72,130.35,143.57,9.23
Active Prefill Throughput (tokens/sec),415.07,95.51,2133.17,,,,,,328.62,,615.57,893.02,2133.17,300.87
Active Prefill Throughput Per User (tokens/sec/user),321.57,95.51,996.68,,,,,,290.18,,553.84,597.01,893.02,154.79
Active Total Throughput (tokens/sec),1565.91,111.13,2947.56,,,,,,1726.76,,1999.93,2095.41,2345.84,530.50
Credit-to-Start Latency (ms),1.55,0.60,5.31,198.83,0.61,0.66,0.74,0.85,1.06,2.04,3.31,3.91,4.33,1.04
Decode Duration (ms),16199.59,1847.26,47616.11,2073547.45,1945.24,2852.84,3690.71,4998.19,9442.01,26517.78,40821.42,43172.79,45485.53,13987.72
E2E Output Token Throughput (tokens/sec/user),105.81,85.16,145.04,13544.19,86.06,89.26,90.62,97.07,105.72,114.07,119.77,124.24,135.14,11.26
Effective Concurrency,13.89,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.36
Effective Decode Concurrency,13.45,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,4.33
Effective Decode Throughput (tokens/sec),1444.43,0.00,2259.91,,,,,,1643.70,,1774.24,1798.11,1896.98,463.55
Effective Decode Throughput Per User (tokens/sec/user),108.71,0.00,301.69,,,,,,107.00,,116.68,130.11,143.57,11.54
Effective Latency (CO-aware) (ms),16728.85,2294.41,48096.23,2141292.76,2614.51,3353.61,4105.69,5464.73,9870.32,26933.56,41257.44,43653.18,45978.71,13958.44
Effective Prefill Concurrency,0.43,0.00,16.00,,,,,,0.00,,1.00,2.00,3.00,1.25
Effective Prefill Throughput (tokens/sec),121.41,0.00,2133.17,,,,,,0.00,,426.56,564.07,996.68,249.27
Effective Prefill Throughput Per User (tokens/sec/user),94.06,0.00,996.68,,,,,,0.00,,328.62,463.47,651.35,168.55
Effective Total Throughput (tokens/sec),1565.85,0.00,2947.56,,,,,,1726.24,,1999.93,2095.41,2345.84,530.58
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,396.37,46.00,1157.00,50735.00,50.27,70.70,89.80,123.25,229.50,651.00,992.80,1052.15,1105.22,342.00
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),171.43,21.04,496.75,21943.57,22.78,31.50,39.66,53.95,99.88,281.92,429.84,453.16,475.96,146.86
HTTP Data Sent (KB),0.62,0.28,1.52,79.45,0.30,0.33,0.38,0.45,0.58,0.75,0.92,1.07,1.40,0.23
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),16727.23,2292.07,48095.41,2141085.50,2613.68,3352.63,4104.60,5463.66,9869.39,26932.69,41255.64,43651.27,45977.68,13958.34
HTTP Receiving (ms),16204.84,1847.27,47616.11,2074219.37,1945.25,2852.85,3690.71,4998.20,9442.02,26517.79,40821.42,43172.80,45485.54,13987.80
HTTP Sending (ms),0.15,0.11,0.27,19.03,0.12,0.12,0.12,0.13,0.14,0.15,0.19,0.23,0.25,0.03
HTTP Total Time (ms),16727.23,2292.07,48095.41,2141085.50,2613.68,3352.63,4104.60,5463.66,9869.39,26932.69,41255.64,43651.27,45977.68,13958.34
HTTP Waiting (TTFB) (ms),522.24,364.57,815.50,66847.11,366.24,381.11,404.49,446.77,504.26,546.25,741.16,815.17,815.45,117.42
Input Sequence Length (tokens),146.27,50.00,403.00,18722.00,51.54,60.70,78.70,98.75,131.00,172.00,246.20,280.90,327.03,66.49
Inter Chunk Latency (ms),40.99,23.08,86.73,2073547.45,34.55,37.69,39.61,40.67,41.13,41.45,41.83,43.26,45.88,2.81
Inter Token Latency (ms),8.94,6.79,11.63,1144.12,6.83,7.46,7.73,8.18,8.98,9.50,10.36,10.79,11.14,1.01
Output Sequence Length (tokens),1741.08,236.00,4096.00,222858.00,248.54,328.45,412.90,599.75,1062.00,2783.25,4096.00,4096.00,4096.00,1397.27
Output Token Count (tokens),196.89,48.00,555.00,19886.00,54.00,77.00,99.00,130.00,175.00,251.00,304.00,365.00,447.00,91.64
Output Token Throughput Per User (tokens/sec/user),113.32,86.00,147.37,14505.11,89.78,92.69,96.55,105.28,111.37,122.29,129.38,133.97,146.52,12.86
Prefill Throughput Per User (tokens/sec/user),300.24,61.30,996.68,38430.67,68.78,114.05,128.15,185.41,261.80,361.65,541.29,604.58,879.17,168.03
Reasoning Token Count (tokens),1585.72,123.00,4096.00,202972.00,166.72,243.10,270.70,454.25,874.00,2399.50,4096.00,4096.00,4096.00,1450.79
Request Latency (ms),16722.05,2292.15,48095.48,2140422.73,2613.75,3352.71,4101.79,5463.72,9869.45,26932.75,41255.71,43651.33,45977.74,13958.27
Time to First Output Token (ms),9311.65,2004.01,39516.44,940477.12,2091.51,2738.67,3141.61,4175.33,6976.47,11353.60,18462.09,25181.49,28476.89,7187.50
Time to First Token (ms),522.46,364.78,815.80,66875.28,366.43,381.32,404.70,446.98,504.47,546.44,741.46,815.45,815.78,117.45
Time to Second Token (ms),40.32,30.47,45.89,5160.74,32.81,37.50,38.57,40.11,40.77,41.14,41.60,42.33,44.76,1.98
Tokens In Flight (tokens),21871.75,0.00,35588.88,,,,,,24535.44,,30224.51,31214.84,34079.29,8166.98
Usage Completion Tokens (tokens),1741.08,236.00,4096.00,222858.00,248.54,328.45,412.90,599.75,1062.00,2783.25,4096.00,4096.00,4096.00,1397.27
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),146.27,50.00,403.00,18722.00,51.54,60.70,78.70,98.75,131.00,172.00,246.20,280.90,327.03,66.49
Usage Reasoning Tokens (tokens),1585.72,123.00,4096.00,202972.00,166.72,243.10,270.70,454.25,874.00,2399.50,4096.00,4096.00,4096.00,1450.79
