Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1027.68,0.00,5322.63,,,,,,753.17,,1792.27,4421.14,4742.44,978.33
Active Decode Throughput Per User (tokens/sec/user),37.92,0.00,280.41,,,,,,23.66,,81.44,118.22,127.60,31.71
Active Prefill Throughput (tokens/sec),11.72,0.07,818.76,,,,,,0.40,,43.76,62.72,135.79,40.78
Active Prefill Throughput Per User (tokens/sec/user),4.59,0.07,98.06,,,,,,0.08,,11.08,45.23,63.03,13.44
Active Total Throughput (tokens/sec),1034.34,8.17,4790.49,,,,,,1007.65,,1633.14,2808.68,4331.97,856.49
Credit-to-Start Latency (ms),2.60,0.53,30.79,1300.67,0.57,0.66,0.76,0.91,1.22,2.05,4.10,11.77,24.69,4.42
Decode Duration (ms),159635.65,3031.94,1615202.15,79817823.61,4339.23,5781.85,7394.33,10944.60,19949.52,110631.60,624453.98,884876.89,1321025.95,304481.42
E2E Output Token Throughput (tokens/sec/user),50.23,0.78,91.69,25113.17,2.01,4.68,9.73,37.72,54.45,69.27,76.19,79.53,85.70,23.32
Effective Concurrency,41.34,0.00,64.00,,,,,,55.00,,64.00,64.00,64.00,24.90
Effective Decode Concurrency,39.16,0.00,64.00,,,,,,51.00,,63.00,63.00,64.00,23.38
Effective Decode Throughput (tokens/sec),1027.44,0.00,5322.63,,,,,,753.16,,1792.26,4419.79,4742.44,978.34
Effective Decode Throughput Per User (tokens/sec/user),37.91,0.00,280.41,,,,,,23.66,,81.44,118.22,127.60,31.71
Effective Latency (CO-aware) (ms),168540.19,4658.76,1615759.14,84270093.86,5167.86,7114.85,8409.32,12272.21,21267.93,147736.81,628433.14,915441.17,1345517.76,311571.87
Effective Prefill Concurrency,2.18,0.00,64.00,,,,,,2.00,,5.00,6.00,7.00,2.97
Effective Prefill Throughput (tokens/sec),6.88,0.00,818.76,,,,,,0.23,,5.38,48.30,113.14,31.77
Effective Prefill Throughput Per User (tokens/sec/user),2.70,0.00,98.06,,,,,,0.07,,1.47,14.11,57.53,10.54
Effective Total Throughput (tokens/sec),1034.32,0.00,4790.49,,,,,,1007.65,,1633.14,2808.68,4331.97,856.50
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1145.61,42.00,10046.00,572806.00,75.92,102.95,128.90,188.00,315.00,663.00,3901.20,7371.30,9275.07,2153.53
HTTP Chunks Sent,1.00,1.00,1.00,500.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.24,0.00,5.26,120.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10,5.09,0.93
HTTP Connection Overhead (ms),0.36,0.00,9.65,180.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10,9.12,1.56
HTTP Connection Reused (ratio),0.90,0.00,1.00,452.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),492.00,19.16,4304.60,246001.88,33.83,45.18,56.23,81.65,135.37,284.20,1668.64,3152.33,3989.80,924.36
HTTP Data Sent (KB),0.20,0.16,0.31,100.41,0.17,0.17,0.18,0.19,0.20,0.21,0.23,0.24,0.27,0.02
HTTP DNS Lookup (ms),0.12,0.00,4.39,60.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.07,0.67
HTTP Duration (excl. conn) (ms),168537.52,4647.44,1615757.64,84268761.41,5166.73,7113.59,8408.20,12270.91,21266.46,147727.72,628431.62,915439.66,1345516.78,311571.41
HTTP Receiving (ms),159653.40,3031.94,1615205.53,79826700.34,4343.26,5829.66,7421.98,10944.60,20020.89,110631.60,624457.51,884966.34,1321030.49,304480.46
HTTP Sending (ms),0.38,0.11,5.51,191.01,0.11,0.11,0.11,0.12,0.12,0.14,0.25,2.40,5.34,0.95
