Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1038.70,0.00,9356.62,,,,,,857.77,,1875.86,3042.81,8368.73,1348.39
Active Decode Throughput Per User (tokens/sec/user),95.65,0.00,285.25,,,,,,90.75,,126.56,127.33,134.82,22.67
Active Prefill Throughput (tokens/sec),12214.28,91.69,19337.81,,,,,,14715.22,,19337.81,19337.81,19337.81,7320.03
Active Prefill Throughput Per User (tokens/sec/user),100.92,64.13,123.44,,,,,,110.64,,117.91,117.91,118.15,19.09
Active Total Throughput (tokens/sec),1071.82,93.84,19337.81,,,,,,855.16,,1957.60,3166.35,9848.19,1643.99
Credit-to-Start Latency (ms),1.47,0.49,18.96,240.51,0.54,0.66,0.71,0.86,1.06,1.62,2.18,2.66,8.76,1.95
Decode Duration (ms),57557.34,4813.51,694203.58,9439403.84,5570.03,6978.28,7679.80,11069.74,19990.65,35631.84,103701.42,356910.81,547214.42,114369.17
E2E Output Token Throughput (tokens/sec/user),57.36,40.12,93.72,9407.04,40.58,42.99,45.28,50.09,55.10,61.83,73.11,82.73,91.67,11.10
Effective Concurrency,13.88,0.00,164.00,,,,,,10.00,,25.00,44.00,160.00,23.98
Effective Decode Concurrency,13.58,0.00,164.00,,,,,,10.00,,25.00,44.00,152.00,22.95
Effective Decode Throughput (tokens/sec),1037.86,0.00,9356.62,,,,,,856.36,,1875.68,3042.81,8368.73,1348.17
Effective Decode Throughput Per User (tokens/sec/user),95.57,0.00,285.25,,,,,,90.75,,126.56,127.33,134.82,22.83
Effective Latency (CO-aware) (ms),58856.59,5884.28,695094.68,9652480.89,6560.83,8492.22,8856.82,12448.32,21290.35,36824.53,104927.54,358511.93,548529.85,114355.33
Effective Prefill Concurrency,0.30,0.00,164.00,,,,,,0.00,,0.00,0.00,0.00,6.56
Effective Prefill Throughput (tokens/sec),33.83,0.00,19337.81,,,,,,0.00,,0.00,0.00,0.00,748.68
Effective Prefill Throughput Per User (tokens/sec/user),0.28,0.00,123.44,,,,,,0.00,,0.00,0.00,0.00,5.40
Effective Total Throughput (tokens/sec),1071.69,0.00,19337.81,,,,,,855.16,,1957.60,3166.35,9848.19,1643.94
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1161.58,61.00,17809.00,190499.00,70.63,93.75,100.30,155.25,309.00,595.00,2015.40,7812.25,12556.67,2655.74
HTTP Chunks Sent,1.00,1.00,1.00,164.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),3.18,0.00,22.53,522.12,0.00,0.00,0.24,0.36,1.10,4.03,7.52,17.90,21.18,4.75
HTTP Connection Overhead (ms),3.70,0.00,27.90,606.02,0.00,0.00,0.24,0.36,1.10,4.03,12.63,17.90,22.90,5.58
HTTP Connection Reused (ratio),0.10,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.30
HTTP Data Received (KB),500.25,27.17,7660.75,82040.95,31.51,41.43,44.08,67.45,132.96,256.48,862.58,3371.40,5414.70,1143.60
HTTP Data Sent (KB),0.59,0.25,1.49,96.14,0.27,0.31,0.35,0.42,0.54,0.71,0.91,1.05,1.34,0.23
HTTP DNS Lookup (ms),0.51,0.00,6.64,83.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.97,5.99,1.57
HTTP Duration (excl. conn) (ms),58855.06,5883.03,695093.80,9652229.05,6559.61,8491.11,8855.05,12446.82,21289.21,36823.50,104926.37,358510.89,548528.46,114355.47
HTTP Receiving (ms),57563.72,4813.51,694209.76,9440449.31,5570.04,6978.29,7679.80,11069.74,19990.66,35631.84,103701.42,356910.81,547218.97,114368.93
HTTP Sending (ms),3.35,0.17,22.78,549.01,0.18,0.22,0.36,0.50,1.25,4.27,7.76,18.15,21.35,4.76
HTTP Total Time (ms),58858.75,5883.99,695093.80,9652835.07,6567.73,8491.40,8858.63,12447.74,21289.34,36827.57,104926.66,358514.05,548531.12,114354.95
HTTP Waiting (TTFB) (ms),1287.99,482.45,1918.85,211230.72,798.09,877.69,878.84,1068.93,1289.18,1543.40,1709.79,1712.49,1901.55,311.42
Input Sequence Length (tokens),143.41,50.00,403.00,23520.00,52.26,63.30,78.30,98.75,129.00,166.75,237.70,280.40,323.07,64.19
Inter Chunk Latency (ms),49.60,12.07,27492.94,9439403.84,28.83,33.00,38.71,42.08,45.57,55.06,67.65,72.19,91.47,64.36
Inter Token Latency (ms),16.63,10.66,21.71,2727.42,10.86,12.06,13.53,15.49,16.85,18.04,19.36,20.29,21.12,2.22
