Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),8966.90,0.00,15195.94,,,,,,9187.85,,11144.29,12704.42,13626.81,2294.78
Active Decode Throughput Per User (tokens/sec/user),49.26,0.00,435.45,,,,,,45.30,,58.67,83.40,160.88,20.46
Active Prefill Throughput (tokens/sec),399.89,0.56,14217.47,,,,,,395.87,,454.33,487.07,1234.10,451.78
Active Prefill Throughput Per User (tokens/sec/user),1.35,0.44,203.30,,,,,,1.30,,1.48,1.64,3.34,0.92
Active Total Throughput (tokens/sec),9338.56,42.67,14969.99,,,,,,9646.65,,11526.68,12170.19,14567.26,2401.89
Credit-to-Start Latency (ms),1.77,0.33,17.06,7236.63,0.39,0.64,0.78,1.01,1.36,2.17,2.81,3.28,10.42,1.59
Decode Duration (ms),42092.99,1365.07,380051.37,172412884.01,3620.24,5344.91,7220.71,11374.48,24372.46,54748.89,94689.93,139325.00,233933.49,47271.61
E2E Output Token Throughput (tokens/sec/user),21.90,1.32,108.13,89682.24,2.90,5.51,7.17,11.14,17.79,28.02,38.07,45.81,93.54,16.75
Effective Concurrency,464.07,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,127.59
Effective Decode Concurrency,196.60,0.00,258.00,,,,,,209.00,,237.00,241.00,253.00,48.18
Effective Decode Throughput (tokens/sec),8962.55,0.00,15195.94,,,,,,9186.40,,11144.29,12704.42,13626.81,2302.71
Effective Decode Throughput Per User (tokens/sec/user),49.24,0.00,435.45,,,,,,45.29,,58.67,83.31,160.88,20.48
Effective Latency (CO-aware) (ms),99403.91,3895.75,455439.24,407158400.99,9667.16,38538.78,50299.90,66368.02,88027.67,119853.85,164150.25,202976.22,296470.08,53223.89
Effective Prefill Concurrency,267.47,0.00,512.00,,,,,,293.00,,330.00,340.00,369.00,90.80
Effective Prefill Throughput (tokens/sec),375.94,0.00,14217.47,,,,,,390.89,,452.79,483.62,1192.97,448.20
Effective Prefill Throughput Per User (tokens/sec/user),1.26,0.00,203.30,,,,,,1.29,,1.48,1.64,3.24,0.95
Effective Total Throughput (tokens/sec),9338.49,0.00,14969.99,,,,,,9646.53,,11526.68,12170.19,14567.26,2402.01
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,337.60,23.00,1093.00,1382800.00,53.00,74.00,99.00,146.00,253.00,515.25,713.00,759.25,855.05,233.48
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.18,0.00,23.96,718.22,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.67,3.53,1.10
HTTP Connection Overhead (ms),0.19,0.00,27.38,772.36,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.67,3.53,1.19
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
HTTP Data Received (KB),145.70,10.95,469.33,596771.78,23.63,32.89,43.40,63.71,109.35,221.93,306.09,326.09,367.00,99.95
HTTP Data Sent (KB),0.35,0.18,1.95,1448.95,0.19,0.20,0.21,0.25,0.31,0.39,0.55,0.67,0.91,0.18
HTTP DNS Lookup (ms),0.01,0.00,4.01,54.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21
HTTP Duration (excl. conn) (ms),99402.07,3895.02,455438.18,407150890.58,9666.40,38536.42,50297.44,66366.70,88026.32,119852.79,164148.49,202973.76,296467.94,53223.91
HTTP Receiving (ms),42110.35,1365.07,380051.37,172484007.09,3677.96,5344.91,7259.47,11384.18,24399.26,54748.93,94689.94,139325.00,233933.49,47267.21
