Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),8559.85,0.00,15463.20,,,,,,8569.28,,11747.37,12999.45,14046.25,2562.47
Active Decode Throughput Per User (tokens/sec/user),62.91,0.00,310.26,,,,,,57.06,,94.04,99.57,125.20,19.31
Active Prefill Throughput (tokens/sec),390.75,1.85,14587.33,,,,,,360.09,,492.44,615.49,1021.56,603.34
Active Prefill Throughput Per User (tokens/sec/user),3.87,1.74,70.78,,,,,,3.56,,4.90,5.63,9.00,2.51
Active Total Throughput (tokens/sec),8911.65,5.76,15306.67,,,,,,9184.23,,10788.09,11864.57,14272.81,2424.45
Credit-to-Start Latency (ms),1.65,0.33,15.09,3383.60,0.40,0.59,0.77,1.01,1.36,2.15,2.80,3.08,4.62,1.12
Decode Duration (ms),32451.65,2037.65,142765.28,66460978.61,3624.16,5389.31,7249.66,11711.52,23709.12,49581.22,67640.43,84109.69,111499.79,25759.64
E2E Output Token Throughput (tokens/sec/user),38.61,3.34,112.10,79065.14,7.15,13.25,16.99,25.10,35.37,47.89,61.17,84.18,99.10,19.62
Effective Concurrency,231.42,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,65.62
Effective Decode Concurrency,144.83,0.00,202.00,,,,,,152.00,,174.00,179.00,193.00,38.34
Effective Decode Throughput (tokens/sec),8553.02,0.00,15463.20,,,,,,8567.91,,11745.85,12999.45,14046.25,2572.82
Effective Decode Throughput Per User (tokens/sec/user),62.86,0.00,310.26,,,,,,57.05,,94.04,99.57,125.20,19.39
Effective Latency (CO-aware) (ms),51868.52,3369.97,179595.34,106226728.67,6989.82,16171.17,21938.24,30217.55,45793.03,69296.86,90844.32,105383.11,131336.26,28476.24
Effective Prefill Concurrency,86.59,0.00,256.00,,,,,,97.00,,113.00,115.00,118.00,34.10
Effective Prefill Throughput (tokens/sec),358.51,0.00,14587.33,,,,,,348.35,,488.09,599.21,861.58,587.82
Effective Prefill Throughput Per User (tokens/sec/user),3.55,0.00,70.78,,,,,,3.50,,4.85,5.52,7.56,2.63
Effective Total Throughput (tokens/sec),8911.53,0.00,15306.67,,,,,,9184.23,,10788.09,11864.57,14272.81,2424.65
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,372.23,27.00,1288.00,762334.00,57.00,79.00,107.00,160.00,279.00,559.00,788.00,855.30,980.53,261.88
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.21,0.00,19.92,432.90,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.63,5.49,1.33
HTTP Connection Overhead (ms),0.24,0.00,23.91,493.53,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.63,9.01,1.52
HTTP Connection Reused (ratio),0.88,0.00,1.00,1808.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32
HTTP Data Received (KB),160.00,12.69,549.35,327684.53,25.45,34.60,47.27,69.35,120.23,240.19,337.07,366.38,419.68,111.73
