Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1246.16,0.00,1763.79,,,,,,1317.02,,1451.07,1475.24,1522.52,271.92
Active Decode Throughput Per User (tokens/sec/user),88.74,0.00,204.68,,,,,,88.73,,93.82,98.82,104.10,5.48
Active Prefill Throughput (tokens/sec),2540.04,791.96,15888.17,,,,,,1636.23,,4294.36,4635.66,15888.17,2098.85
Active Prefill Throughput Per User (tokens/sec/user),1520.40,791.96,1878.55,,,,,,1523.06,,1727.93,1742.52,1878.55,149.89
Active Total Throughput (tokens/sec),2562.01,78.96,15888.17,,,,,,2658.28,,4374.35,5478.35,13563.48,1908.30
Credit-to-Start Latency (ms),1.34,0.72,2.39,170.90,0.80,0.93,0.99,1.14,1.37,1.51,1.61,1.71,2.12,0.27
Decode Duration (ms),10954.36,4932.16,16638.21,1402157.70,5340.36,7055.54,8279.84,9623.50,11127.93,12690.95,13475.22,13975.35,15865.12,2196.73
E2E Output Token Throughput (tokens/sec/user),83.99,57.96,121.94,10750.89,59.04,61.46,66.29,74.09,82.38,91.92,105.77,112.60,117.17,14.64
Effective Concurrency,14.95,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.21
Effective Decode Concurrency,14.02,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,3.38
Effective Decode Throughput (tokens/sec),1235.83,0.00,1763.79,,,,,,1315.85,,1450.31,1474.20,1522.52,293.42
Effective Decode Throughput Per User (tokens/sec/user),88.01,0.00,204.68,,,,,,88.67,,93.81,98.70,104.10,9.72
Effective Latency (CO-aware) (ms),11682.20,5608.70,17355.82,1495321.18,5951.74,7724.50,8981.98,10260.61,11833.49,13391.54,14256.24,14984.29,16633.68,2236.18
Effective Prefill Concurrency,0.93,0.00,16.00,,,,,,1.00,,2.00,3.00,14.00,1.75
Effective Prefill Throughput (tokens/sec),1326.09,0.00,15888.17,,,,,,1372.20,,3170.32,4319.79,13379.18,1977.28
Effective Prefill Throughput Per User (tokens/sec/user),793.76,0.00,1878.55,,,,,,1322.47,,1626.00,1728.33,1853.50,767.14
Effective Total Throughput (tokens/sec),2561.92,0.00,15888.17,,,,,,2658.28,,4374.35,5478.35,13563.48,1908.33
