Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),11904.80,0.00,16013.47,,,,,,13349.12,,13912.74,14090.57,14714.68,3951.10
Active Decode Throughput Per User (tokens/sec/user),95.94,0.00,331.10,,,,,,94.84,,99.68,104.30,133.52,7.04
Active Prefill Throughput (tokens/sec),1359.21,3.35,14314.33,,,,,,1357.58,,1428.12,1576.79,2769.45,882.35
Active Prefill Throughput Per User (tokens/sec/user),3.84,2.61,69.19,,,,,,3.67,,3.85,4.26,7.53,1.66
Active Total Throughput (tokens/sec),13061.62,8.27,17481.03,,,,,,14702.81,,15230.36,15396.51,17105.87,4429.56
Credit-to-Start Latency (ms),1.33,0.34,34.87,5468.12,0.43,0.57,0.66,0.76,0.90,1.09,1.53,2.28,22.14,2.91
Decode Duration (ms),7469.68,1716.24,69057.39,30595803.47,2164.55,2720.65,3161.13,4390.26,5910.56,7848.89,11088.99,16722.26,47396.71,6984.58
E2E Output Token Throughput (tokens/sec/user),28.17,7.30,118.47,115399.83,10.79,13.59,15.35,19.99,25.02,30.79,41.14,57.08,92.50,14.88
Effective Concurrency,429.00,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,172.61
Effective Decode Concurrency,125.19,0.00,144.00,,,,,,142.00,,144.00,144.00,144.00,41.94
Effective Decode Throughput (tokens/sec),11873.06,0.00,16013.47,,,,,,13347.56,,13911.24,14090.01,14714.68,3993.31
Effective Decode Throughput Per User (tokens/sec/user),95.69,0.00,331.10,,,,,,94.83,,99.65,104.29,133.52,8.60
Effective Latency (CO-aware) (ms),25622.64,2939.08,89236.14,104950322.90,5136.85,12968.54,19632.26,22418.03,24991.08,27784.42,31710.62,36297.27,65923.96,8499.72
Effective Prefill Concurrency,303.80,0.00,512.00,,,,,,369.00,,372.00,373.00,374.00,135.76
Effective Prefill Throughput (tokens/sec),1188.26,0.00,14314.33,,,,,,1341.87,,1424.44,1524.75,2769.45,940.08
Effective Prefill Throughput Per User (tokens/sec/user),3.36,0.00,69.19,,,,,,3.63,,3.85,4.12,7.53,2.01
Effective Total Throughput (tokens/sec),13061.32,0.00,17481.03,,,,,,14702.81,,15230.36,15396.51,17105.87,4429.96
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,135.67,32.00,1235.00,555684.00,40.00,50.00,58.00,80.00,108.00,142.00,201.50,301.00,858.55,127.15
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.21,0.00,41.44,855.57,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.63,3.48,1.70
HTTP Connection Overhead (ms),0.22,0.00,44.89,917.78,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.63,3.48,1.79
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
HTTP Data Received (KB),59.43,14.88,528.26,243411.99,18.44,22.67,25.97,35.57,47.49,62.26,87.46,129.75,370.30,54.44
HTTP Data Sent (KB),0.39,0.23,0.99,1604.02,0.25,0.27,0.29,0.32,0.37,0.44,0.52,0.58,0.68,0.10
HTTP DNS Lookup (ms),0.02,0.00,4.63,62.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24
HTTP Duration (excl. conn) (ms),25621.24,2937.98,89234.13,104944605.27,5136.34,12967.96,19630.90,22416.99,24990.32,27783.43,31709.36,36296.19,65923.23,8499.83
HTTP Receiving (ms),7477.01,1716.24,69057.39,30625821.11,2164.55,2720.91,3162.53,4391.55,5938.80,7850.57,11121.19,16722.27,47400.46,6984.42
HTTP Sending (ms),0.34,0.06,41.69,1390.78,0.07,0.11,0.11,0.12,0.13,0.15,0.35,0.78,3.65,1.70
HTTP Total Time (ms),25621.47,2938.72,89234.13,104945523.05,5136.59,12968.26,19630.90,22416.99,24990.32,27783.43,31709.36,36296.19,65923.24,8499.63
HTTP Waiting (TTFB) (ms),18143.89,645.84,28981.20,74317393.39,809.37,6137.06,15112.42,17201.65,18781.58,20449.36,22423.86,23743.05,27287.39,4804.56
Input Sequence Length (tokens),70.97,34.00,197.00,290681.00,38.00,44.00,47.00,55.00,67.00,82.00,101.00,114.25,136.00,21.79
Inter Chunk Latency (ms),55.52,24.32,166.74,30595803.47,45.58,52.45,54.08,55.07,55.54,56.05,56.81,58.01,60.54,3.68
Inter Token Latency (ms),10.01,7.45,17.66,40984.24,7.94,8.34,8.63,9.12,9.71,10.60,11.78,12.77,14.28,1.33
Output Sequence Length (tokens),710.10,192.00,4096.00,2908578.00,242.95,291.75,343.00,467.00,609.00,775.00,1016.00,1354.75,3959.75,513.04
Output Token Count (tokens),170.06,36.00,524.00,690440.00,55.00,77.00,91.00,120.00,163.00,212.00,256.10,285.05,354.41,66.72
Output Token Throughput Per User (tokens/sec/user),101.52,56.63,134.22,415833.42,70.05,78.34,84.92,94.30,102.94,109.61,115.88,119.86,125.98,12.09
Prefill Throughput Per User (tokens/sec/user),6.73,1.23,167.13,27585.04,1.86,2.22,2.41,2.89,3.64,4.70,6.61,11.98,89.05,14.98
Reasoning Token Count (tokens),541.54,141.00,4096.00,2218138.00,169.00,206.00,241.50,333.00,443.00,571.00,777.50,1098.50,3667.05,493.65
Request Latency (ms),25613.98,2882.82,89234.17,104914850.39,5136.39,12968.00,19628.85,22407.86,24985.45,27783.50,31709.44,36296.25,65923.30,8499.89
Time to First Output Token (ms),23541.53,2233.42,77489.20,95578623.94,3871.70,11353.02,18546.49,21121.87,23323.00,25796.96,29209.23,32724.59,50691.95,7124.99
