Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),5417.36,0.00,7840.47,,,,,,6357.04,,6717.00,6859.66,7097.73,2107.87
Active Decode Throughput Per User (tokens/sec/user),108.99,0.00,427.65,,,,,,104.30,,125.42,134.36,200.17,14.62
Active Prefill Throughput (tokens/sec),362.27,10.50,1818.36,,,,,,262.18,,765.80,1143.06,1439.58,311.89
Active Prefill Throughput Per User (tokens/sec/user),155.68,10.50,1439.58,,,,,,123.50,,272.21,334.11,665.60,130.26
Active Total Throughput (tokens/sec),5627.12,10.50,8017.59,,,,,,6574.99,,7002.83,7127.70,7665.45,2206.69
Credit-to-Start Latency (ms),1.57,0.56,11.67,802.10,0.59,0.71,0.82,0.98,1.27,2.06,2.74,3.03,3.49,0.87
Decode Duration (ms),18646.85,1275.65,64713.81,9547189.51,2714.63,4005.63,5312.06,7895.52,13905.35,28974.37,40160.64,43010.95,49696.63,13195.72
E2E Output Token Throughput (tokens/sec/user),100.22,38.27,133.41,51312.05,65.53,74.28,81.87,93.22,101.76,109.12,116.53,120.17,126.62,13.83
Effective Concurrency,54.08,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,20.53
Effective Decode Concurrency,51.74,0.00,64.00,,,,,,62.00,,64.00,64.00,64.00,20.96
Effective Decode Throughput (tokens/sec),5402.52,0.00,7840.47,,,,,,6355.77,,6715.12,6859.66,7097.73,2123.94
Effective Decode Throughput Per User (tokens/sec/user),108.70,0.00,427.65,,,,,,104.29,,125.39,134.33,200.07,15.68
Effective Latency (CO-aware) (ms),19498.88,1857.50,65148.15,9983425.68,3278.92,5214.70,6193.96,8756.84,14589.43,29522.29,40760.92,43519.80,50218.18,13144.67
Effective Prefill Concurrency,2.34,0.00,64.00,,,,,,1.00,,3.00,4.00,63.00,8.01
Effective Prefill Throughput (tokens/sec),224.40,0.00,1818.36,,,,,,124.38,,588.83,815.77,1343.87,301.98
Effective Prefill Throughput Per User (tokens/sec/user),96.43,0.00,1439.58,,,,,,88.34,,220.52,291.60,480.42,127.37
Effective Total Throughput (tokens/sec),5626.92,0.00,8017.59,,,,,,6574.99,,7002.83,7127.70,7665.45,2206.91
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,384.22,27.00,1317.00,196723.00,56.22,83.00,110.10,163.50,284.00,593.75,823.80,880.35,1014.78,271.35
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.27,0.00,18.56,138.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,4.62,1.35
HTTP Connection Overhead (ms),0.41,0.00,36.36,207.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,8.28,2.21
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),165.07,12.59,561.69,84513.80,25.19,36.56,48.17,71.00,122.72,254.87,352.87,375.90,434.53,115.74
HTTP Data Sent (KB),0.36,0.18,1.95,181.87,0.19,0.20,0.21,0.25,0.31,0.39,0.56,0.68,0.91,0.18
HTTP DNS Lookup (ms),0.13,0.00,17.80,68.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.62,0.97
HTTP Duration (excl. conn) (ms),19497.25,1854.82,65145.00,9982589.87,3277.38,5212.91,6192.98,8755.32,14586.11,29519.58,40759.98,43518.64,50217.20,13144.57
HTTP Receiving (ms),18653.98,1275.66,64713.95,9550838.78,2719.94,4020.75,5312.74,7932.08,13905.35,28974.37,40160.64,43010.96,49696.63,13193.42
HTTP Sending (ms),0.42,0.11,18.77,214.83,0.11,0.11,0.12,0.13,0.14,0.15,0.26,2.48,4.85,1.37
HTTP Total Time (ms),19497.65,1854.82,65145.00,9982797.71,3277.38,5212.91,6192.98,8755.32,14586.11,29519.58,40759.98,43518.64,50217.20,13144.64
HTTP Waiting (TTFB) (ms),842.84,391.29,3333.54,431536.25,427.75,432.55,435.85,483.31,534.76,586.16,3043.80,3092.84,3330.35,848.64
