Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2165.81,0.00,13364.42,,,,,,1351.31,,4491.98,10919.02,11917.52,2694.85
Active Decode Throughput Per User (tokens/sec/user),42.57,0.00,349.73,,,,,,21.21,,114.89,132.83,148.40,40.97
Active Prefill Throughput (tokens/sec),707.82,0.60,14047.57,,,,,,456.01,,1266.34,1368.79,13970.79,1628.15
Active Prefill Throughput Per User (tokens/sec/user),2.67,0.60,57.65,,,,,,2.07,,3.65,3.84,28.10,3.21
Active Total Throughput (tokens/sec),2218.67,42.09,14089.47,,,,,,1086.12,,6459.24,8679.61,11670.61,2689.41
Credit-to-Start Latency (ms),3.75,0.59,27.34,1873.00,0.64,0.84,1.00,1.36,1.83,2.64,14.42,18.69,23.71,5.46
Decode Duration (ms),129456.06,1979.06,726642.27,64728027.60,3631.59,5355.21,7045.73,11894.24,38599.18,204079.66,371891.78,544184.28,633142.79,168329.16
E2E Output Token Throughput (tokens/sec/user),36.83,0.48,105.98,18413.62,1.95,4.08,5.95,13.86,28.25,58.98,80.70,84.88,93.49,27.68
Effective Concurrency,102.49,0.00,500.00,,,,,,63.00,,242.00,338.00,482.00,106.54
Effective Decode Concurrency,87.48,0.00,279.00,,,,,,63.00,,204.00,235.00,273.00,74.82
Effective Decode Throughput (tokens/sec),2164.03,0.00,13364.42,,,,,,1350.64,,4489.84,10917.53,11917.52,2694.45
Effective Decode Throughput Per User (tokens/sec/user),42.54,0.00,349.73,,,,,,21.21,,114.85,132.81,148.40,40.97
Effective Latency (CO-aware) (ms),151704.17,4441.60,740069.47,75852083.31,5228.98,8767.56,11752.31,25935.41,68779.41,228487.91,405738.68,551912.11,640506.93,171644.13
Effective Prefill Concurrency,15.01,0.00,500.00,,,,,,0.00,,0.00,119.00,339.00,61.87
Effective Prefill Throughput (tokens/sec),54.53,0.00,14047.57,,,,,,0.00,,0.00,204.57,1169.09,489.75
Effective Prefill Throughput Per User (tokens/sec/user),0.21,0.00,57.65,,,,,,0.00,,0.00,1.78,3.45,1.14
Effective Total Throughput (tokens/sec),2218.56,0.00,14089.47,,,,,,1086.12,,6459.24,8679.61,11670.61,2689.39
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,671.25,29.00,8043.00,335625.00,58.98,85.00,110.90,169.75,332.50,665.50,1798.90,2725.65,4068.37,963.78
HTTP Chunks Sent,1.00,1.00,1.00,500.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.90,0.00,30.74,952.23,0.00,0.24,0.28,0.44,0.92,1.89,3.81,5.70,23.04,3.65
HTTP Connection Overhead (ms),2.04,0.00,37.71,1018.28,0.00,0.24,0.28,0.44,0.92,1.89,3.81,7.69,23.04,3.98
HTTP Connection Reused (ratio),0.03,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18
HTTP Data Received (KB),287.82,13.38,3445.68,143910.97,26.46,37.43,48.68,73.51,143.22,284.70,768.76,1169.14,1750.78,412.40
HTTP Data Sent (KB),0.32,0.14,1.92,160.54,0.15,0.17,0.18,0.22,0.27,0.36,0.52,0.64,0.88,0.18
HTTP DNS Lookup (ms),0.13,0.00,6.97,66.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.75
HTTP Duration (excl. conn) (ms),151700.36,4440.28,740065.46,75850182.26,5227.90,8765.64,11751.28,25934.08,68777.25,228486.44,405736.54,551909.32,640505.42,171644.27
HTTP Receiving (ms),129484.54,1979.06,726645.28,64742269.37,3631.60,5377.69,7045.74,11920.81,38638.25,204079.66,371900.28,544184.28,633182.10,168340.23
HTTP Sending (ms),2.04,0.19,30.97,1018.34,0.21,0.35,0.39,0.55,1.04,2.01,3.89,5.84,23.12,3.66
HTTP Total Time (ms),151702.40,4441.19,740066.62,75851200.54,5228.48,8766.00,11751.82,25934.52,68778.57,228495.86,405740.48,551910.26,640505.84,171644.16
HTTP Waiting (TTFB) (ms),22213.79,572.77,56984.57,11106894.56,704.65,752.31,756.77,986.05,23170.51,35740.78,48262.68,51223.59,54943.05,17974.78
Input Sequence Length (tokens),80.72,18.00,768.00,40360.00,24.00,30.00,33.00,44.00,61.00,88.25,147.20,206.30,339.15,73.14
Inter Chunk Latency (ms),193.21,20.89,525988.75,64728027.60,32.72,46.89,55.58,62.87,78.03,86.84,89.95,91.59,95.15,5216.10
Inter Token Latency (ms),54.25,9.09,1960.16,27126.59,9.47,10.45,10.98,11.89,15.42,42.70,137.32,214.50,427.90,125.30
Output Sequence Length (tokens),3204.24,154.00,33710.00,1602118.00,279.80,489.80,598.70,893.50,1638.00,3336.00,8458.90,12829.95,18552.66,4259.98
Output Token Count (tokens),510.56,1.00,1670.00,254771.00,84.58,157.70,202.00,274.50,439.00,674.50,937.20,1108.00,1432.18,303.31
Output Token Throughput Per User (tokens/sec/user),55.81,0.51,110.04,27907.43,2.34,4.66,7.28,23.42,64.85,84.12,91.12,95.71,105.55,32.22
Prefill Throughput Per User (tokens/sec/user),28.10,0.46,469.92,14047.57,0.60,0.86,1.06,1.63,3.72,41.29,82.44,119.49,227.06,49.98
Reasoning Token Count (tokens),2694.69,91.00,33710.00,1347347.00,166.92,291.50,379.90,593.75,1173.50,2570.00,7513.50,11663.70,16892.90,4088.50
Request Latency (ms),151671.94,4440.32,740062.51,75835969.52,5227.10,8765.70,11751.35,25917.47,68777.29,228423.03,405736.61,551909.38,640505.06,171633.53
Time to First Output Token (ms),131150.54,3243.77,698851.71,65312970.53,3730.61,6052.65,8832.39,22098.86,51876.34,195648.48,383834.96,524978.93,628924.26,161934.77
Time to First Token (ms),22215.88,573.07,56986.81,11107941.92,705.87,754.32,758.62,986.86,23172.89,35744.42,48264.77,51228.93,54943.52,17975.52
Time to Second Token (ms),61.92,27.36,80.41,30960.48,46.79,54.76,55.33,58.07,62.60,63.86,69.19,70.26,78.32,5.53
Tokens In Flight (tokens),239909.02,0.00,410640.14,,,,,,232351.86,,394436.24,399002.68,404656.14,114669.58
Usage Completion Tokens (tokens),3204.24,154.00,33710.00,1602118.00,279.80,489.80,598.70,893.50,1638.00,3336.00,8458.90,12829.95,18552.66,4259.98
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),80.72,18.00,768.00,40360.00,24.00,30.00,33.00,44.00,61.00,88.25,147.20,206.30,339.15,73.14
Usage Reasoning Tokens (tokens),2694.69,91.00,33710.00,1347347.00,166.92,291.50,379.90,593.75,1173.50,2570.00,7513.50,11663.70,16892.90,4088.50
Usage Total Tokens (tokens),3284.96,185.00,33792.00,1642478.00,321.66,527.90,641.90,951.50,1709.50,3442.50,8556.60,12946.30,18679.97,4288.03

Metric,Value
Benchmark Duration (sec),740.07
Input Token Throughput (tokens/sec),54.53
Output Token Throughput (tokens/sec),2164.70
Overall Usage Prompt Cache Read % (%),0.00
Request Count,500.00
Request Throughput (requests/sec),0.68
Total Input Sequence Length (tokens),40360.00
Total Output Sequence Length (tokens),1602118.00
Total Output Tokens (tokens),254771.00
Total Reasoning Tokens (tokens),1347347.00
Total Token Throughput (tokens/sec),2219.24
Total Usage Completion Tokens (tokens),1602118.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),40360.00
Total Usage Reasoning Tokens (tokens),1347347.00
Total Usage Total Tokens (tokens),1642478.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
