Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4428.85,0.00,6484.11,,,,,,5178.46,,5467.84,5545.24,5746.13,1598.22
Active Decode Throughput Per User (tokens/sec/user),85.59,0.00,310.65,,,,,,84.20,,88.50,95.83,124.42,6.89
Active Prefill Throughput (tokens/sec),121.00,29.01,2693.01,,,,,,97.70,,201.36,230.00,297.17,194.87
Active Prefill Throughput Per User (tokens/sec/user),54.43,28.24,111.58,,,,,,53.63,,64.59,69.80,78.43,8.54
Active Total Throughput (tokens/sec),4493.28,37.93,5735.15,,,,,,5288.69,,5490.62,5534.18,5735.15,1639.13
Credit-to-Start Latency (ms),1.65,0.39,18.95,845.03,0.57,0.73,0.79,0.95,1.20,2.06,3.25,3.52,4.22,1.22
Decode Duration (ms),20501.46,2520.50,67804.49,10496748.67,3016.30,4186.23,5208.99,7333.51,12340.42,31232.75,50490.44,53614.90,56744.10,17058.69
E2E Output Token Throughput (tokens/sec/user),82.89,59.93,134.12,42441.68,70.22,72.76,74.51,78.03,81.95,87.06,91.46,94.55,104.28,7.63
Effective Concurrency,53.89,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,19.55
Effective Decode Concurrency,52.52,0.00,64.00,,,,,,62.00,,64.00,64.00,64.00,19.19
Effective Decode Throughput (tokens/sec),4421.32,0.00,6484.11,,,,,,5177.72,,5467.38,5545.24,5746.13,1607.25
Effective Decode Throughput Per User (tokens/sec/user),85.45,0.00,310.65,,,,,,84.19,,88.49,95.83,124.42,7.73
Effective Latency (CO-aware) (ms),21044.66,3057.18,68344.54,10774865.22,3518.79,4743.41,5752.83,7936.41,12887.76,31755.21,51081.12,54124.38,57332.12,17051.86
Effective Prefill Concurrency,1.37,0.00,64.00,,,,,,1.00,,3.00,4.00,5.00,3.73
Effective Prefill Throughput (tokens/sec),71.79,0.00,2693.01,,,,,,51.04,,166.41,210.98,277.18,161.45
Effective Prefill Throughput Per User (tokens/sec/user),32.30,0.00,111.58,,,,,,46.84,,61.60,66.19,77.18,27.54
Effective Total Throughput (tokens/sec),4493.12,0.00,5735.15,,,,,,5288.69,,5490.62,5534.18,5735.15,1639.33
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,419.93,52.00,1379.00,215004.00,63.11,87.00,107.10,152.00,252.50,636.00,1028.80,1091.90,1162.00,349.26
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.29,0.00,22.71,148.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,4.66,1.57
HTTP Connection Overhead (ms),0.40,0.00,26.50,205.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,8.41,2.01
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),181.29,23.44,579.46,92819.24,28.29,38.70,47.44,66.30,109.49,274.28,442.16,471.51,500.15,149.78
HTTP Data Sent (KB),0.23,0.19,0.34,119.82,0.20,0.21,0.21,0.22,0.23,0.24,0.26,0.28,0.30,0.02
HTTP DNS Lookup (ms),0.11,0.00,3.85,56.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.62
HTTP Duration (excl. conn) (ms),21042.95,3053.84,68340.85,10773988.06,3517.59,4742.54,5750.54,7935.03,12885.73,31753.40,51080.33,54123.52,57331.35,17051.83
HTTP Receiving (ms),20508.44,2520.51,67804.50,10500319.01,3067.13,4194.10,5208.99,7352.93,12348.51,31232.76,50490.45,53614.90,56744.11,17055.65
HTTP Sending (ms),0.44,0.06,22.93,224.01,0.11,0.11,0.12,0.13,0.14,0.15,0.27,2.50,4.87,1.59
HTTP Total Time (ms),21043.35,3053.84,68340.85,10774193.84,3517.59,4742.54,5750.54,7935.37,12885.73,31753.40,51080.33,54123.52,57331.35,17051.82
HTTP Waiting (TTFB) (ms),534.07,331.64,928.84,273445.05,422.70,434.50,438.52,483.14,533.54,586.38,634.43,675.53,687.89,79.03
Input Sequence Length (tokens),28.04,20.00,59.00,14354.00,21.00,23.00,24.00,25.00,27.00,30.00,33.00,36.00,45.78,4.64
Inter Chunk Latency (ms),48.96,22.73,102.43,10496748.67,43.52,45.01,47.59,48.58,49.16,49.65,50.07,50.42,51.38,2.73
Inter Token Latency (ms),11.60,7.33,16.56,5937.25,9.03,9.97,10.31,10.84,11.54,12.33,12.99,13.38,13.98,1.09
Output Sequence Length (tokens),1727.52,222.00,4096.00,884488.00,288.44,397.40,475.10,669.75,1063.00,2695.25,4096.00,4096.00,4096.00,1372.30
Output Token Count (tokens),335.01,1.00,916.00,138695.00,91.65,130.65,166.30,220.00,306.50,430.75,534.00,600.80,849.94,153.10
Output Token Throughput Per User (tokens/sec/user),87.03,60.39,136.34,44559.25,71.55,74.77,76.95,81.07,86.62,92.29,97.00,100.33,110.72,8.57
Prefill Throughput Per User (tokens/sec/user),53.55,21.54,111.58,27418.38,33.57,37.88,40.82,45.67,51.96,59.45,67.31,74.94,94.19,11.66
Reasoning Token Count (tokens),1456.63,116.00,4096.00,745793.00,130.11,191.85,239.10,366.50,686.50,2264.25,4096.00,4096.00,4096.00,1462.35
Request Latency (ms),21036.04,3053.90,68340.91,10770451.86,3494.25,4704.66,5750.59,7921.75,12885.78,31753.48,51080.39,54123.58,57331.41,17054.87
Time to First Output Token (ms),10630.87,2077.61,47741.40,4379916.60,2182.25,2637.53,3251.18,4675.76,6762.27,13026.84,23919.37,31129.82,41784.52,9139.30
Time to First Token (ms),534.58,332.00,930.67,273703.19,422.93,434.69,438.70,483.35,533.72,586.59,635.60,683.19,688.10,79.66
Time to Second Token (ms),48.59,27.53,51.16,24879.93,39.98,47.05,47.76,48.33,48.82,49.33,49.66,49.88,50.49,1.64
Tokens In Flight (tokens),76189.44,0.00,113892.38,,,,,,83896.00,,102073.00,104625.93,109800.62,26458.49
Usage Completion Tokens (tokens),1727.52,222.00,4096.00,884488.00,288.44,397.40,475.10,669.75,1063.00,2695.25,4096.00,4096.00,4096.00,1372.30
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),28.04,20.00,59.00,14354.00,21.00,23.00,24.00,25.00,27.00,30.00,33.00,36.00,45.78,4.64
Usage Reasoning Tokens (tokens),1456.63,116.00,4096.00,745793.00,130.11,191.85,239.10,366.50,686.50,2264.25,4096.00,4096.00,4096.00,1462.35
Usage Total Tokens (tokens),1755.55,243.00,4147.00,898842.00,312.55,423.50,500.30,696.00,1089.50,2722.50,4125.00,4128.00,4136.67,1373.44

Metric,Value
Benchmark Duration (sec),199.93
Input Token Throughput (tokens/sec),71.79
Output Token Throughput (tokens/sec),4423.88
Overall Usage Prompt Cache Read % (%),0.00
Request Count,512.00
Request Throughput (requests/sec),2.56
Total Input Sequence Length (tokens),14354.00
Total Output Sequence Length (tokens),884488.00
Total Output Tokens (tokens),138695.00
Total Reasoning Tokens (tokens),745793.00
Total Token Throughput (tokens/sec),4495.68
Total Usage Completion Tokens (tokens),884488.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),14354.00
Total Usage Reasoning Tokens (tokens),745793.00
Total Usage Total Tokens (tokens),898842.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
