Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),10772.53,0.00,19900.70,,,,,,11463.42,,15599.51,15967.37,16636.12,4518.05
Active Decode Throughput Per User (tokens/sec/user),52.98,0.00,263.59,,,,,,59.29,,68.89,80.55,97.47,17.79
Active Prefill Throughput (tokens/sec),1182.41,13.14,24712.43,,,,,,988.58,,1859.15,2211.73,3363.05,1638.15
Active Prefill Throughput Per User (tokens/sec/user),166.53,6.57,505.00,,,,,,168.25,,255.05,285.00,366.67,75.52
Active Total Throughput (tokens/sec),11713.82,52.67,24712.43,,,,,,13192.68,,14256.82,14562.54,15151.20,3711.53
Credit-to-Start Latency (ms),1.70,0.32,25.38,3475.60,0.43,0.64,0.73,0.94,1.26,1.89,3.44,3.80,4.97,1.60
Decode Duration (ms),32344.52,3513.84,128581.87,66241581.93,4238.05,5955.53,7188.34,10811.67,19361.21,48757.30,84458.40,89122.93,102680.75,28993.00
E2E Output Token Throughput (tokens/sec/user),48.98,10.38,75.28,100317.82,22.49,39.25,43.33,46.71,49.59,52.49,54.81,56.63,63.61,6.41
Effective Concurrency,224.20,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,71.41
Effective Decode Concurrency,216.74,0.00,256.00,,,,,,249.00,,253.00,254.00,255.00,70.20
Effective Decode Throughput (tokens/sec),10756.19,0.00,19900.70,,,,,,11443.99,,15598.85,15967.23,16636.12,4534.05
Effective Decode Throughput Per User (tokens/sec/user),52.90,0.00,263.59,,,,,,59.29,,68.86,80.51,97.47,17.90
Effective Latency (CO-aware) (ms),33477.02,4221.87,129366.48,68560937.17,5155.23,6869.84,8113.77,12109.12,20464.24,49605.89,85514.27,90299.42,103874.09,28963.75
Effective Prefill Concurrency,7.46,0.00,256.00,,,,,,5.00,,13.00,20.00,33.00,17.35
Effective Prefill Throughput (tokens/sec),957.37,0.00,24712.43,,,,,,811.08,,1734.39,2097.64,3020.68,1545.39
Effective Prefill Throughput Per User (tokens/sec/user),134.83,0.00,505.00,,,,,,146.94,,245.91,277.40,360.44,94.29
Effective Total Throughput (tokens/sec),11713.55,0.00,24712.43,,,,,,13192.68,,14256.82,14562.54,15151.20,3711.91
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,380.71,46.00,1152.00,779695.00,51.47,71.35,86.00,126.00,229.00,550.25,1015.00,1047.65,1096.53,342.18
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.17,0.00,27.50,343.98,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.62,3.52,1.04
HTTP Connection Overhead (ms),0.20,0.00,27.50,402.16,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.62,3.52,1.22
HTTP Connection Reused (ratio),0.88,0.00,1.00,1808.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32
HTTP Data Received (KB),164.54,20.89,495.38,336977.17,23.34,31.70,38.46,55.13,99.22,237.51,437.21,451.71,471.71,146.84
HTTP Data Sent (KB),0.62,0.28,1.52,1263.87,0.30,0.34,0.38,0.45,0.56,0.74,0.95,1.10,1.43,0.23
HTTP DNS Lookup (ms),0.03,0.00,4.04,58.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32
HTTP Duration (excl. conn) (ms),33475.26,4219.56,129365.10,68557331.86,5154.16,6867.48,8112.04,12107.16,20462.05,49604.74,85512.80,90296.59,103872.73,28963.78
HTTP Receiving (ms),32361.46,3513.85,128581.87,66276262.75,4238.05,5980.04,7211.40,10912.40,19376.87,48757.31,84458.42,89122.94,102680.85,28986.48
HTTP Sending (ms),0.31,0.06,27.61,628.18,0.10,0.11,0.12,0.12,0.14,0.15,0.36,0.76,3.68,1.05
HTTP Total Time (ms),33475.46,4219.56,129365.10,68557734.02,5154.35,6867.54,8113.63,12107.16,20462.05,49604.74,85512.80,90296.59,103872.73,28963.72
HTTP Waiting (TTFB) (ms),1113.50,456.07,31508.23,2280440.93,547.96,591.10,625.02,685.43,766.20,896.89,1456.35,2410.56,9682.71,1748.27
Input Sequence Length (tokens),142.94,50.00,403.00,292750.00,51.00,62.00,78.00,98.00,129.00,166.00,238.00,281.00,330.00,64.08
Inter Chunk Latency (ms),85.22,20.07,25336.89,66241581.93,50.83,62.64,65.64,68.63,70.81,81.21,142.46,155.80,183.40,182.47
Inter Token Latency (ms),19.59,13.07,80.76,40120.72,14.94,16.51,17.03,17.95,19.07,20.31,21.69,23.12,35.33,3.93
Output Sequence Length (tokens),1607.01,208.00,4096.00,3291147.00,252.00,325.35,390.40,579.00,1019.50,2253.25,4096.00,4096.00,4096.00,1363.41
Output Token Count (tokens),184.67,1.00,533.00,311906.00,48.00,68.00,85.00,127.00,170.00,235.00,294.00,345.00,418.36,84.26
Output Token Throughput Per User (tokens/sec/user),52.16,12.38,76.53,106816.58,28.30,43.25,46.11,49.24,52.42,55.72,58.72,60.58,66.92,6.30
Prefill Throughput Per User (tokens/sec/user),176.64,3.84,797.75,361749.64,12.80,49.49,74.22,112.02,159.89,221.60,301.53,367.73,485.65,97.21
Reasoning Token Count (tokens),1454.71,106.00,4096.00,2979241.00,161.00,216.00,263.00,422.75,812.00,2035.00,4096.00,4096.00,4096.00,1410.22
Request Latency (ms),33458.39,4219.62,129365.16,68522787.60,5154.21,6840.17,8103.41,12090.44,20462.11,49604.80,85512.86,90296.65,103872.70,28970.35
Time to First Output Token (ms),19426.10,2524.11,96054.13,32694119.08,3855.72,4974.16,5866.10,8340.50,13483.01,23966.76,42396.98,58543.97,79529.76,16513.47
Time to First Token (ms),1113.87,456.40,31508.45,2281205.67,548.37,591.29,625.22,685.65,766.42,897.09,1461.00,2411.14,9682.93,1748.35
Time to Second Token (ms),80.18,26.90,226.60,164216.48,50.01,60.76,64.12,66.46,68.75,72.09,87.22,192.20,224.18,36.25
Tokens In Flight (tokens),333065.34,0.00,504178.16,,,,,,375951.40,,422139.49,461612.56,490381.18,109644.60
Usage Completion Tokens (tokens),1607.01,208.00,4096.00,3291147.00,252.00,325.35,390.40,579.00,1019.50,2253.25,4096.00,4096.00,4096.00,1363.41
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),142.94,50.00,403.00,292750.00,51.00,62.00,78.00,98.00,129.00,166.00,238.00,281.00,330.00,64.08
Usage Reasoning Tokens (tokens),1454.71,106.00,4096.00,2979241.00,161.00,216.00,263.00,422.75,812.00,2035.00,4096.00,4096.00,4096.00,1410.22
Usage Total Tokens (tokens),1749.95,271.00,4499.00,3583897.00,334.00,396.00,491.10,688.00,1167.00,2383.75,4240.00,4272.00,4373.00,1382.23

Metric,Value
Benchmark Duration (sec),305.78
Input Token Throughput (tokens/sec),957.37
Output Token Throughput (tokens/sec),10762.88
Overall Usage Prompt Cache Read % (%),0.00
Request Count,2048.00
Request Throughput (requests/sec),6.70
Total Input Sequence Length (tokens),292750.00
Total Output Sequence Length (tokens),3291147.00
Total Output Tokens (tokens),311906.00
Total Reasoning Tokens (tokens),2979241.00
Total Token Throughput (tokens/sec),11720.25
Total Usage Completion Tokens (tokens),3291147.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),292750.00
Total Usage Reasoning Tokens (tokens),2979241.00
Total Usage Total Tokens (tokens),3583897.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
