Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4165.18,0.00,6063.60,,,,,,4988.01,,5183.71,5242.46,5504.06,1609.64
Active Decode Throughput Per User (tokens/sec/user),81.02,0.00,263.79,,,,,,80.64,,86.00,95.92,120.65,12.63
Active Prefill Throughput (tokens/sec),115.18,9.00,719.77,,,,,,97.33,,190.42,242.63,601.35,95.46
Active Prefill Throughput Per User (tokens/sec/user),51.66,8.42,102.32,,,,,,50.83,,65.16,70.14,80.46,11.46
Active Total Throughput (tokens/sec),4222.03,9.00,5271.43,,,,,,4989.13,,5080.19,5108.23,5263.32,1551.81
Credit-to-Start Latency (ms),1.62,0.54,11.47,828.82,0.61,0.72,0.78,0.93,1.20,1.99,3.22,3.53,4.64,1.06
Decode Duration (ms),21039.37,2700.28,79200.05,10772157.31,3413.98,4541.91,5408.30,7613.13,13171.28,29639.87,53066.28,55029.96,58482.63,17589.37
E2E Output Token Throughput (tokens/sec/user),76.25,38.73,96.45,39041.26,54.82,64.25,69.02,73.45,76.83,80.12,83.39,85.56,88.89,6.59
Effective Concurrency,54.45,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,19.41
Effective Decode Concurrency,52.45,0.00,64.00,,,,,,62.00,,64.00,64.00,64.00,19.65
Effective Decode Throughput (tokens/sec),4152.03,0.00,6063.60,,,,,,4986.41,,5183.59,5242.46,5504.06,1624.00
Effective Decode Throughput Per User (tokens/sec/user),80.76,0.00,263.79,,,,,,80.63,,85.97,95.92,120.65,13.40
Effective Latency (CO-aware) (ms),21851.50,3305.91,82039.88,11187967.30,4069.02,5397.80,6319.77,8612.12,13938.17,30316.06,53676.46,55803.63,59203.50,17582.17
Effective Prefill Concurrency,2.00,0.00,64.00,,,,,,1.00,,3.00,4.00,60.00,6.91
Effective Prefill Throughput (tokens/sec),69.86,0.00,719.77,,,,,,49.71,,161.61,205.11,601.35,93.24
Effective Prefill Throughput Per User (tokens/sec/user),31.34,0.00,102.32,,,,,,44.12,,61.00,66.75,77.42,26.77
Effective Total Throughput (tokens/sec),4221.90,0.00,5271.43,,,,,,4989.13,,5080.19,5108.23,5263.32,1551.97
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,416.36,54.00,1551.00,213175.00,66.22,90.00,108.10,153.00,259.00,581.00,1049.90,1085.35,1145.12,347.83
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.31,0.00,26.59,158.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.09,4.75,1.78
HTTP Connection Overhead (ms),0.42,0.00,30.14,215.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.09,8.66,2.19
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),179.58,24.26,661.15,91946.45,29.56,39.84,47.67,66.59,111.83,250.61,450.63,467.34,492.77,149.10
HTTP Data Sent (KB),0.23,0.19,0.34,119.82,0.20,0.21,0.21,0.22,0.23,0.24,0.26,0.28,0.30,0.02
HTTP DNS Lookup (ms),0.11,0.00,4.64,57.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69,0.63
HTTP Duration (excl. conn) (ms),21849.81,3304.95,82038.55,11187105.21,4067.92,5396.46,6318.49,8609.79,13934.65,30312.64,53675.52,55802.22,59202.81,17582.18
HTTP Receiving (ms),21048.19,2700.28,79200.09,10776672.05,3413.98,4553.49,5443.12,7613.13,13175.18,29639.87,53066.29,55029.97,58482.64,17585.28
HTTP Sending (ms),0.46,0.07,26.84,234.21,0.11,0.12,0.12,0.13,0.14,0.15,0.25,2.34,4.96,1.80
HTTP Total Time (ms),21850.24,3304.95,82068.70,11187320.57,4067.92,5396.46,6318.49,8609.79,13934.65,30318.68,53675.52,55802.22,59202.86,17582.41
HTTP Waiting (TTFB) (ms),801.17,388.04,2933.39,410198.95,404.52,441.38,444.89,492.89,544.14,608.67,2613.12,2849.81,2929.42,714.91
Input Sequence Length (tokens),28.04,20.00,59.00,14354.00,21.00,23.00,24.00,25.00,27.00,30.00,33.00,36.00,45.78,4.64
Inter Chunk Latency (ms),50.68,23.98,385.31,10772157.31,41.96,47.75,48.62,49.19,49.66,50.32,50.86,51.20,130.55,10.85
Inter Token Latency (ms),12.34,9.78,19.34,6318.99,10.54,11.04,11.27,11.67,12.34,12.92,13.39,13.70,14.36,0.94
Output Sequence Length (tokens),1667.12,222.00,4096.00,853566.00,292.00,396.95,464.10,660.25,1069.50,2314.50,4096.00,4096.00,4096.00,1338.58
Output Token Count (tokens),331.40,91.00,998.00,138193.00,100.48,136.00,166.60,219.00,310.00,408.00,523.60,615.80,827.72,149.77
Output Token Throughput Per User (tokens/sec/user),81.47,51.70,102.26,41710.35,69.63,72.98,74.69,77.38,81.07,85.67,88.71,90.55,94.89,5.88
Prefill Throughput Per User (tokens/sec/user),47.90,6.92,110.37,24524.77,8.19,9.55,11.64,41.96,49.43,56.75,66.78,73.86,92.37,17.83
Reasoning Token Count (tokens),1397.21,111.00,4096.00,715373.00,130.11,184.55,228.40,367.00,670.00,1883.50,4096.00,4096.00,4096.00,1431.15
Request Latency (ms),21841.07,3305.01,82038.72,11182626.22,4067.99,5396.52,6277.61,8609.86,13911.53,30312.71,53675.57,55802.29,59202.86,17586.30
Time to First Output Token (ms),10938.15,1887.01,49545.24,4561208.75,2222.41,2882.33,3517.33,4973.27,7401.44,14162.32,23809.91,30161.23,42572.74,8945.98
Time to First Token (ms),801.70,388.26,2934.12,410468.91,404.70,441.58,445.07,493.08,544.35,608.89,2614.95,2859.94,2933.13,715.82
Time to Second Token (ms),57.98,30.25,385.31,29687.30,42.43,45.83,46.64,48.85,49.38,50.11,50.80,199.32,210.83,38.03
Tokens In Flight (tokens),74035.51,0.00,111887.03,,,,,,83261.14,,100723.70,104312.81,109241.75,27407.21
Usage Completion Tokens (tokens),1667.12,222.00,4096.00,853566.00,292.00,396.95,464.10,660.25,1069.50,2314.50,4096.00,4096.00,4096.00,1338.58
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),28.04,20.00,59.00,14354.00,21.00,23.00,24.00,25.00,27.00,30.00,33.00,36.00,45.78,4.64
Usage Reasoning Tokens (tokens),1397.21,111.00,4096.00,715373.00,130.11,184.55,228.40,367.00,670.00,1883.50,4096.00,4096.00,4096.00,1431.15
Usage Total Tokens (tokens),1695.16,243.00,4147.00,867920.00,317.88,421.85,491.10,685.50,1095.00,2343.25,4125.00,4128.00,4136.67,1339.71

Metric,Value
Benchmark Duration (sec),205.45
Input Token Throughput (tokens/sec),69.86
Output Token Throughput (tokens/sec),4154.52
Overall Usage Prompt Cache Read % (%),0.00
Request Count,512.00
Request Throughput (requests/sec),2.49
Total Input Sequence Length (tokens),14354.00
Total Output Sequence Length (tokens),853566.00
Total Output Tokens (tokens),138193.00
Total Reasoning Tokens (tokens),715373.00
Total Token Throughput (tokens/sec),4224.39
Total Usage Completion Tokens (tokens),853566.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),14354.00
Total Usage Reasoning Tokens (tokens),715373.00
Total Usage Total Tokens (tokens),867920.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
